season,round,event_name,event_url,conditions,entry_number,driver,codriver,final_finish,car,final_time
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,1,Ogier Sébastien,Ingrassia Julien,1,Ford Fiesta WRC,15535.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,8,Tänak Ott,Järveoja Martin,2,Toyota Yaris WRC,15593.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,7,Latvala Jari-Matti,Anttila Miikka,3,Toyota Yaris WRC,15647.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,10,Meeke Kris,Nagle Paul,4,Citroën C3 WRC,15818.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,5,Neuville Thierry,Gilsoul Nicolas,5,Hyundai i20 Coupe WRC,15829.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,2,Evans Elfyn,Barritt Daniel,6,Ford Fiesta WRC,15830.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,9,Lappi Esapekka,Ferm Janne,7,Toyota Yaris WRC,15833.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,3,Bouffier Bryan,Panseri Xavier,8,Ford Fiesta WRC,15995.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,11,Breen Craig,Martin Scott,9,Citroën C3 WRC,16082.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,32,Kopecký Jan,Dresler Pavel,10,Škoda Fabia R5,16538.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,73,Rovanperä Kalle,Halttunen Jonne,11,Škoda Fabia R5,16853.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,72,Burri Olivier,Levratti Anderson,12,Škoda Fabia R5,17347.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,4,Mikkelsen Andreas,Jæger Anders,13,Hyundai i20 Coupe WRC,17747.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,36,Sciessere Eddie,Zanella Flavio,14,Citroën DS3 R5,17906.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,92,Bonato Yoann,Boulloud Benjamin,15,Peugeot 208 R2,18124.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,18,Villa Manuel,Michi Daniele,16,Ford Fiesta RS WRC,18259.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,95,Latil Nicolas,Nesta Audrey,17,Peugeot 208 R2,18534.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,33,Suninen Teemu,Markkula Mikko,18,Ford Fiesta R5,18549.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,35,de Mevius Guillaume,Louka Louis,19,Peugeot 208 T16,18564.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,61,Brazzoli Enrico,Beltrame Luca,20,Peugeot 208 R2,19323.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,82,Boland Eamonn,"""MJ""",21,Ford Fiesta R5,19368.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,108,Scherrer Laurent,Achard Sébastien,22,Peugeot 208 R2,19548.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,101,Jocius Deividas,Zvicevičius Donatas,23,Peugeot 208 R2,19574.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,99,Métiffiot Stéphane,Métiffiot Pierre-André,24,Peugeot 208 R2,19778.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,91,Capanna Sébastien,Doussan Robin,25,Renault Clio R3,19784.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,85,Rageau Philippe,Rageau Alexandra,26,Renault Clio R3,19907.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,105,Pavlidis Nikos,Harryman Allan,27,Peugeot 208 R2,20296.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,100,Fostier Romain,Abchiche Ophélie,28,Peugeot 208 R2,20347.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,113,Fortunato Frédéric,Neto Lionel,29,Citroën C2 R2 Max,20371.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,79,Vossen Henk,van Hoek Radboud,30,Ford Fiesta R5,20478.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,64,Molle Amaury,Herman Renaud,31,Peugeot 208 R2,20667.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,103,Jaussaud Laure,Jaussaud Carine,32,Renault Twingo RS R2,20807.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,81,Chevallard Philippe,Arnaud Frédéric,33,Mitsubishi Lancer Evo X,20886.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,83,McCormack Enda,Fitzgerald Colin,34,Ford Fiesta R5,20964.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,62,Lario Taisko,Hämäläinen Tatu,35,Peugeot 208 R2,21300.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,93,Baffoun Philippe,Yonnet Fabien,36,Peugeot 208 R2,21330.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,119,Berard Christophe,Bernabo Christophe,37,Renault Twingo RS R1,21382.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,88,Bailey Jason,Peterson Shayne,38,Renault Clio RS R3T,21445.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,117,Mari Alain,Cesari Jean-Dominique,39,Renault Twingo RS R1,21588.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,106,Tondut Thierry,Beylouni Romain,40,Peugeot 208 R2,21602.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,107,Chareyre Hugues,Duval Jean-Luc,41,Citroën C2 R2 Max,21685.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,89,Vialle Lilian,Ghirardello Manuel,42,Renault Clio R3,22031.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,96,Covi Carlo,Ometto Pietro Elia,43,Peugeot 208 R2,22156.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,118,Desbordes Richard,Fustier Jean-Luc,44,Citroën DS3 R1,23108.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,116,Martini Eric,Pengial Guy,45,Renault Twingo RS R1,23212.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,109,Villy Jonathan,Villy Ronald,46,Citroën C2 R2 Max,23933.0
2018,1,86. Rallye Automobile Monte-Carlo 2018,/final/42870-rallye-automobile-monte-carlo-2018/,asphalt-snow,86,Coti Zelati Andrea,Barbaro Giovanni,47,Citroën DS3 R3T,24524.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,5,Neuville Thierry,Gilsoul Nicolas,1,Hyundai i20 Coupe WRC,10333.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,11,Breen Craig,Martin Scott,2,Citroën C3 WRC,10352.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,4,Mikkelsen Andreas,Jæger Anders,3,Hyundai i20 Coupe WRC,10361.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,9,Lappi Esapekka,Ferm Janne,4,Toyota Yaris WRC,10378.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,6,Paddon Hayden,Marshall Sebastian,5,Hyundai i20 Coupe WRC,10387.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,12,Østberg Mads,Eriksen Torstein,6,Citroën C3 WRC,10408.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,7,Latvala Jari-Matti,Anttila Miikka,7,Toyota Yaris WRC,10458.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,3,Suninen Teemu,Markkula Mikko,8,Ford Fiesta WRC,10505.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,8,Tänak Ott,Järveoja Martin,9,Toyota Yaris WRC,10557.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,1,Ogier Sébastien,Ingrassia Julien,10,Ford Fiesta WRC,10858.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,35,Katsuta Takamoto,Salminen Marko,11,Ford Fiesta R5,10887.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,31,Tidemand Pontus,Andersson Jonas,12,Škoda Fabia R5,10892.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,32,Veiby Ole Christian,Skjærmoen Stig Rune,13,Škoda Fabia R5,10918.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,2,Evans Elfyn,Barritt Daniel,14,Ford Fiesta WRC,10920.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,42,Adielsson Mattias,Johansson Andreas,15,Škoda Fabia R5,10996.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,43,Tuohino Janne,Hämäläinen Reeta,16,Škoda Fabia R5,11037.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,102,Kristoffersson Johan,Barth Patrik,17,Škoda Fabia R5,11188.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,34,Huttunen Jari,Linnaketo Antti,18,Hyundai i20 R5,11189.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,14,Solberg Henning,Menkerud Cato,19,Ford Fiesta WRC,11331.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,36,Arai Hiroki,Macneall Glenn,20,Ford Fiesta R5,11347.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,82,Monelius Mattias,Gustavsson Erik,21,Škoda Fabia R5,11432.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,83,Solans Nil,Ibáñez Sotos Miquel,22,Ford Fiesta R5,11723.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,63,Rådström Dennis,Johansson Johan,23,Ford Fiesta R2T,11786.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,61,Bergkvist Emil,Fløene Ola,24,Ford Fiesta R2T,11793.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,86,Andersson Johnny,Johansson Mikael,25,Ford Fiesta R5,11847.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,84,Sandberg Kjell,Lönnmark Göran,26,Škoda Fabia R5,12037.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,66,Tannert Julius,Heigl Jürgen,27,Ford Fiesta R2T,12069.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,44,Stugemo Lars,Lexe Kalle,28,Škoda Fabia R5,12077.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,69,Franceschi Jean-Baptiste,Courbon Romain,29,Ford Fiesta R2T,12078.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,99,Karlsson Anders,Nilsson Björn,30,Mitsubishi Mirage R5,12080.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,62,Folb Terry,Guieu Christopher,31,Ford Fiesta R2T,12080.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,75,Protasov Yuriy,Cherepin Pavlo,32,Citroën DS3 R3T Max,12169.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,67,Devine Callum,Moriarty Keith,33,Ford Fiesta R2T,12173.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,89,Hoelbling Luca,Grassi Mauro,34,Škoda Fabia R5,12236.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,90,Molinaro Tamara,Wydaeghe Martijn,35,Ford Fiesta R5,12329.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,76,Lario Taisko,Hämäläinen Tatu,36,Peugeot 208 R2,12423.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,92,Roman Joakim,Buskas Madelene,37,Škoda Fabia R5,12468.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,33,Pieniążek Łukasz,Mazur Przemysław,38,Škoda Fabia R5,12573.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,94,Jocius Deividas,Zvicevičius Donatas,39,Peugeot 208 R2,12592.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,88,Selmer Christian August,Selmer Anita Christine,40,Ford Fiesta R5,12596.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,73,Fernández Emilio,Riquelme Joaquin,41,Ford Fiesta R2T,12688.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,70,Bottarelli Luca,Fenoli Manuel,42,Ford Fiesta R2T,12729.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,87,Alsdal Fredrik,Nilsson Emil,43,Škoda Fabia R5,12732.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,68,Holder David,Farmer Jason,44,Ford Fiesta R2T,12942.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,45,Berg Jarmo,Suorsa Rami,45,Škoda Fabia R5,12999.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,85,Holmberg Johan,Bäck Christoffer,46,Ford Fiesta R5,13545.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,93,Eson Brådhe Jonna,Wernefur Filip,47,Peugeot 208 R2,13839.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,81,Nikara Jarkko,Adachi Sayaka,48,Ford Fiesta R5,13876.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,38,Scandola Umberto,Gaspari Andrea,49,Škoda Fabia R5,14554.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,72,Williams Tom,Hall Phil,50,Ford Fiesta R2T,14711.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,100,Larsson Sune,Oddshammar Håkan,51,Mitsubishi Mirage R5,14713.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,46,Linari Gianluca,Arena Nicola,52,Ford Fiesta R5,14746.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,71,Chalal Théo,Renucci Jacques-Julien,53,Ford Fiesta R2T,15026.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,65,Torn Ken,Sikk Kuldar,54,Ford Fiesta R2T,15138.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,96,Ryrlén Heidi,Bengtsson Marcus,55,Ford Fiesta R2T,15314.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,98,Carlström Joachim,Norman Jörgen,56,Mitsubishi Mirage R5,15652.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,97,Blomberg Robert,Andersson Lars,57,Mitsubishi Mirage R5,15761.0
2018,2,66. Rally Sweden 2018,/final/42875-rally-sweden-2018/,snow-ice,101,Frisiero Giacomo,Agnese Giovanni,58,Mitsubishi Lancer Evo IX,16337.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,1,Ogier Sébastien,Ingrassia Julien,1,Ford Fiesta WRC,14048.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,6,Sordo Dani,del Barrio Carlos,2,Hyundai i20 Coupe WRC,14111.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,10,Meeke Kris,Nagle Paul,3,Citroën C3 WRC,14127.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,4,Mikkelsen Andreas,Jæger Anders,4,Hyundai i20 Coupe WRC,14146.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,11,Loeb Sébastien,Elena Daniel,5,Citroën C3 WRC,14192.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,5,Neuville Thierry,Gilsoul Nicolas,6,Hyundai i20 Coupe WRC,14591.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,31,Tidemand Pontus,Andersson Jonas,7,Škoda Fabia R5,14672.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,7,Latvala Jari-Matti,Anttila Miikka,8,Toyota Yaris WRC,14985.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,38,Greensmith Gus,Parry Craig,9,Ford Fiesta R5,15077.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,39,Heller Pedro,Olmos Pablo,10,Ford Fiesta R5,15506.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,9,Lappi Esapekka,Ferm Janne,11,Toyota Yaris WRC,15905.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,3,Suninen Teemu,Markkula Mikko,12,Ford Fiesta WRC,16034.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,35,Bulacia Marco,Mussano Fernando,13,Ford Fiesta R5,16038.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,8,Tänak Ott,Järveoja Martin,14,Toyota Yaris WRC,17810.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,33,Rovanperä Kalle,Halttunen Jonne,15,Škoda Fabia R5,18446.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,86,Jaramillo Julián,Marín Jr Gabriel,16,Subaru Impreza STi N16,18916.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,88,Uribe Balsa Óscar,Uribe Balsa Mauricio,17,Mitsubishi Lancer Evo IX,18953.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,32,Huttunen Jari,Linnaketo Antti,18,Hyundai i20 R5,19486.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,81,Triviño Ricardo,Martí Marc,19,Citroën DS3 R5,19800.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,90,Bailey Jason,Peterson Shayne,20,Ford Fiesta Mk6.5 R2,20414.0
2018,3,15. Rally Guanajuato Mexico 2018,/final/44257-rally-guanajuato-mexico-2018/,gravel,36,Solans Nil,Ibáñez Sotos Miquel,21,Ford Fiesta R5,21152.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,1,Ogier Sébastien,Ingrassia Julien,1,Ford Fiesta WRC,12412.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,8,Tänak Ott,Järveoja Martin,2,Toyota Yaris WRC,12448.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,5,Neuville Thierry,Gilsoul Nicolas,3,Hyundai i20 Coupe WRC,12480.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,6,Sordo Dani,del Barrio Carlos,4,Hyundai i20 Coupe WRC,12535.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,2,Evans Elfyn,Mills Phil,5,Ford Fiesta WRC,12538.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,9,Lappi Esapekka,Ferm Janne,6,Toyota Yaris WRC,12566.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,4,Mikkelsen Andreas,Jæger Anders,7,Hyundai i20 Coupe WRC,12576.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,31,Kopecký Jan,Dresler Pavel,8,Škoda Fabia R5,13047.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,10,Meeke Kris,Nagle Paul,9,Citroën C3 WRC,13053.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,40,Bonato Yoann,Boulloud Benjamin,10,Citroën C3 R5,13158.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,41,Andolfi Fabio,Scattolin Simone,11,Škoda Fabia R5,13236.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,33,Veiby Ole Christian,Skjærmoen Stig Rune,12,Škoda Fabia R5,13237.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,84,Greensmith Gus,Parry Craig,13,Ford Fiesta R5,13621.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,11,Loeb Sébastien,Elena Daniel,14,Citroën C3 WRC,13670.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,37,Pieniążek Łukasz,Mazur Przemysław,15,Škoda Fabia R5,13833.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,81,Miele Mauro,Beltrame Luca,16,Citroën DS3 WRC,13865.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,24,Astier Raphaël,Vauclare Frédéric,17,Abarth 124 Rally RGT,13995.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,65,Franceschi Jean-Baptiste,Courbon Romain,18,Ford Fiesta R2T,14188.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,66,Folb Terry,Guieu Christopher,19,Ford Fiesta R2T,14222.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,105,Fraymouth François,Felicelli Romain,20,Peugeot 208 R2,14268.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,25,Nucita Andrea,Vozzo Marco,21,Abarth 124 Rally RGT,14320.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,63,Bergkvist Emil,Fløene Ola,22,Ford Fiesta R2T,14397.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,39,Loubet Pierre-Louis,Landais Vincent,23,Hyundai i20 R5,14413.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,61,Rådström Dennis,Johansson Johan,24,Ford Fiesta R2T,14440.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,67,Devine Callum,Moriarty Keith,25,Ford Fiesta R2T,14573.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,97,Nannucci Pierre-Marc,Nesta Audrey,26,Renault Clio R3,14586.0
2018,4,61. CORSICA Linea Tour de Corse 2018,/final/44258-corsica-linea-tour-de-corse-2018/,asphalt,71,Torn Ken,Järveoja Ken,27,Ford Fiesta R2T,14586.0
