season,round,leg,leg_finish,entry_number,leg_time
2018,1,1,1,1,2289.0
2018,1,1,2,4,2307.0
2018,1,1,3,6,2315.0
2018,1,1,4,9,2327.0
2018,1,1,5,8,2332.0
2018,1,1,6,7,2345.0
2018,1,1,7,11,2352.0
2018,1,1,8,3,2400.0
2018,1,1,9,10,2422.0
2018,1,1,10,31,2452.0
2018,1,1,11,32,2471.0
2018,1,1,12,76,2485.0
2018,1,1,13,71,2487.0
2018,1,1,14,33,2490.0
2018,1,1,15,73,2498.0
2018,1,1,16,2,2542.0
2018,1,1,17,5,2548.0
2018,1,1,18,75,2553.0
2018,1,1,19,72,2557.0
2018,1,1,20,35,2633.0
2018,1,1,21,36,2681.0
2018,1,1,22,18,2770.0
2018,1,1,23,92,2786.0
2018,1,1,24,63,2796.0
2018,1,1,25,62,2850.0
2018,1,1,26,87,2856.0
2018,1,1,27,95,2873.0
2018,1,1,28,34,2891.0
2018,1,1,29,78,2921.0
2018,1,1,30,104,2924.0
2018,1,1,31,100,2924.0
2018,1,1,32,82,2942.0
2018,1,1,33,97,2945.0
2018,1,1,34,84,2981.0
2018,1,1,35,112,2987.0
2018,1,1,36,111,3014.0
2018,1,1,37,61,3033.0
2018,1,1,38,85,3115.0
2018,1,1,39,99,3130.0
2018,1,1,40,91,3134.0
2018,1,1,41,74,3145.0
2018,1,1,42,64,3189.0
2018,1,1,43,93,3201.0
2018,1,1,44,23,3206.0
2018,1,1,45,79,3244.0
2018,1,1,46,114,3261.0
2018,1,1,47,83,3324.0
2018,1,1,48,89,3325.0
2018,1,1,49,105,3342.0
2018,1,1,50,119,3346.0
2018,1,1,51,108,3346.0
2018,1,1,52,107,3370.0
2018,1,1,53,88,3391.0
2018,1,1,54,81,3443.0
2018,1,1,55,103,3511.0
2018,1,1,56,106,3626.0
2018,1,1,57,25,3631.0
2018,1,1,58,117,3640.0
2018,1,1,59,101,3654.0
2018,1,1,60,116,3689.0
2018,1,1,61,113,3866.0
2018,1,1,62,96,3900.0
2018,1,1,63,118,3904.0
2018,1,1,64,109,3988.0
2018,1,1,65,115,4134.0
2018,1,1,66,86,6688.0
2018,1,1,67,94,6901.0
2018,1,2,1,8,5318.0
2018,1,2,2,5,5331.0
2018,1,2,3,2,5334.0
2018,1,2,4,1,5345.0
2018,1,2,5,7,5360.0
2018,1,2,6,9,5378.0
2018,1,2,7,10,5378.0
2018,1,2,8,6,5379.0
2018,1,2,9,3,5449.0
2018,1,2,10,11,5589.0
2018,1,2,11,32,5656.0
2018,1,2,12,71,5726.0
2018,1,2,13,34,5775.0
2018,1,2,14,73,5885.0
2018,1,2,15,72,5983.0
2018,1,2,16,35,6002.0
2018,1,2,17,74,6106.0
2018,1,2,18,36,6201.0
2018,1,2,19,63,6224.0
2018,1,2,20,92,6263.0
2018,1,2,21,95,6330.0
2018,1,2,22,97,6335.0
2018,1,2,23,62,6421.0
2018,1,2,24,104,6421.0
2018,1,2,25,23,6442.0
2018,1,2,26,112,6454.0
2018,1,2,27,18,6504.0
2018,1,2,28,84,6543.0
2018,1,2,29,25,6551.0
2018,1,2,30,101,6622.0
2018,1,2,31,61,6631.0
2018,1,2,32,113,6752.0
2018,1,2,33,108,6775.0
2018,1,2,34,91,6811.0
2018,1,2,35,31,6938.0
2018,1,2,36,79,6965.0
2018,1,2,37,99,7023.0
2018,1,2,38,105,7043.0
2018,1,2,39,82,7073.0
2018,1,2,40,85,7087.0
2018,1,2,41,86,7087.0
2018,1,2,42,103,7170.0
2018,1,2,43,100,7222.0
2018,1,2,44,114,7273.0
2018,1,2,45,81,7342.0
2018,1,2,46,4,7406.0
2018,1,2,47,106,7456.0
2018,1,2,48,83,7566.0
2018,1,2,49,117,7570.0
2018,1,2,50,64,7586.0
2018,1,2,51,94,7602.0
2018,1,2,52,96,7645.0
2018,1,2,53,88,7655.0
2018,1,2,54,119,7706.0
2018,1,2,55,33,7769.0
2018,1,2,56,116,8208.0
2018,1,2,57,93,8283.0
2018,1,2,58,109,8396.0
2018,1,2,59,107,8472.0
2018,1,2,60,89,9009.0
2018,1,2,61,118,9184.0
2018,1,2,62,115,9594.0
2018,1,3,1,4,4982.0
2018,1,3,2,1,4995.0
2018,1,3,3,8,5014.0
2018,1,3,4,7,5018.0
2018,1,3,5,2,5054.0
2018,1,3,6,5,5085.0
2018,1,3,7,10,5110.0
2018,1,3,8,3,5124.0
2018,1,3,9,9,5204.0
2018,1,3,10,11,5217.0
2018,1,3,11,33,5252.0
2018,1,3,12,73,5321.0
2018,1,3,13,32,5348.0
2018,1,3,14,72,5501.0
2018,1,3,15,35,5571.0
2018,1,3,16,36,5618.0
2018,1,3,17,92,5633.0
2018,1,3,18,18,5676.0
2018,1,3,19,101,5776.0
2018,1,3,20,95,5852.0
2018,1,3,21,108,5892.0
2018,1,3,22,82,6041.0
2018,1,3,23,99,6068.0
2018,1,3,24,85,6103.0
2018,1,3,25,89,6125.0
2018,1,3,26,61,6141.0
2018,1,3,27,105,6192.0
2018,1,3,28,107,6193.0
2018,1,3,29,91,6200.0
2018,1,3,30,118,6224.0
2018,1,3,31,93,6229.0
2018,1,3,32,113,6233.0
2018,1,3,33,64,6235.0
2018,1,3,34,81,6282.0
2018,1,3,35,103,6401.0
2018,1,3,36,117,6404.0
2018,1,3,37,83,6439.0
2018,1,3,38,114,6490.0
2018,1,3,39,119,6531.0
2018,1,3,40,88,6536.0
2018,1,3,41,100,6625.0
2018,1,3,42,79,6673.0
2018,1,3,43,106,6718.0
2018,1,3,44,94,6790.0
2018,1,3,45,96,6838.0
2018,1,3,46,86,6981.0
2018,1,3,47,116,7156.0
2018,1,3,48,109,7421.0
2018,1,3,49,62,8510.0
2018,1,4,1,5,2864.0
2018,1,4,2,2,2899.0
2018,1,4,3,1,2904.0
2018,1,4,4,10,2907.0
2018,1,4,5,11,2922.0
2018,1,4,6,9,2923.0
2018,1,4,7,7,2923.0
2018,1,4,8,8,2929.0
2018,1,4,9,3,3020.0
2018,1,4,10,33,3036.0
2018,1,4,11,4,3050.0
2018,1,4,12,32,3063.0
2018,1,4,13,73,3148.0
2018,1,4,14,72,3303.0
2018,1,4,15,18,3309.0
2018,1,4,16,82,3309.0
2018,1,4,17,36,3404.0
2018,1,4,18,92,3441.0
2018,1,4,19,95,3478.0
2018,1,4,20,61,3517.0
2018,1,4,21,62,3518.0
2018,1,4,22,113,3519.0
2018,1,4,23,101,3522.0
2018,1,4,24,108,3533.0
2018,1,4,25,99,3555.0
2018,1,4,26,89,3570.0
2018,1,4,27,100,3575.0
2018,1,4,28,79,3595.0
2018,1,4,29,85,3602.0
2018,1,4,30,93,3615.0
2018,1,4,31,83,3634.0
2018,1,4,32,91,3637.0
2018,1,4,33,107,3648.0
2018,1,4,34,64,3657.0
2018,1,4,35,105,3719.0
2018,1,4,36,103,3723.0
2018,1,4,37,86,3767.0
2018,1,4,38,96,3772.0
2018,1,4,39,118,3795.0
2018,1,4,40,119,3798.0
2018,1,4,41,106,3802.0
2018,1,4,42,81,3818.0
2018,1,4,43,88,3862.0
2018,1,4,44,117,3972.0
2018,1,4,45,109,4126.0
2018,1,4,46,116,4157.0
2018,1,4,47,35,4357.0
2018,2,1,1,5,4573.0
2018,2,1,2,4,4578.0
2018,2,1,3,6,4585.0
2018,2,1,4,11,4585.0
2018,2,1,5,12,4586.0
2018,2,1,6,3,4602.0
2018,2,1,7,9,4611.0
2018,2,1,8,7,4639.0
2018,2,1,9,8,4662.0
2018,2,1,10,10,4676.0
2018,2,1,11,2,4734.0
2018,2,1,12,1,4741.0
2018,2,1,13,35,4821.0
2018,2,1,14,31,4825.0
2018,2,1,15,32,4828.0
2018,2,1,16,34,4834.0
2018,2,1,17,43,4853.0
2018,2,1,18,14,4859.0
2018,2,1,19,40,4860.0
2018,2,1,20,102,4872.0
2018,2,1,21,42,4872.0
2018,2,1,22,36,4872.0
2018,2,1,23,41,4928.0
2018,2,1,24,82,5028.0
2018,2,1,25,21,5029.0
2018,2,1,26,45,5091.0
2018,2,1,27,61,5202.0
2018,2,1,28,63,5209.0
2018,2,1,29,65,5223.0
2018,2,1,30,38,5230.0
2018,2,1,31,86,5250.0
2018,2,1,32,75,5252.0
2018,2,1,33,66,5297.0
2018,2,1,34,84,5303.0
2018,2,1,35,83,5325.0
2018,2,1,36,88,5344.0
2018,2,1,37,99,5355.0
2018,2,1,38,39,5360.0
2018,2,1,39,69,5363.0
2018,2,1,40,62,5373.0
2018,2,1,41,67,5403.0
2018,2,1,42,44,5464.0
2018,2,1,43,89,5581.0
2018,2,1,44,92,5583.0
2018,2,1,45,90,5633.0
2018,2,1,46,94,5641.0
2018,2,1,47,87,5659.0
2018,2,1,48,95,5659.0
2018,2,1,49,70,5662.0
2018,2,1,50,68,5695.0
2018,2,1,51,73,5731.0
2018,2,1,52,76,5822.0
2018,2,1,53,93,5873.0
2018,2,1,54,33,6116.0
2018,2,1,55,96,6312.0
2018,2,1,56,100,6572.0
2018,2,1,57,85,7177.0
2018,2,1,58,101,7305.0
2018,2,1,59,81,7394.0
2018,2,1,60,46,7475.0
2018,2,1,61,72,7585.0
2018,2,1,62,71,7758.0
2018,2,1,63,91,7848.0
2018,2,1,64,98,8683.0
2018,2,1,65,97,8685.0
2018,2,2,1,5,4030.0
2018,2,2,2,11,4040.0
2018,2,2,3,4,4057.0
2018,2,2,4,9,4058.0
2018,2,2,5,6,4067.0
2018,2,2,6,12,4074.0
2018,2,2,7,7,4087.0
2018,2,2,8,1,4126.0
2018,2,2,9,3,4141.0
2018,2,2,10,8,4163.0
2018,2,2,11,2,4163.0
2018,2,2,12,35,4247.0
2018,2,2,13,31,4256.0
2018,2,2,14,32,4261.0
2018,2,2,15,42,4292.0
2018,2,2,16,43,4334.0
2018,2,2,17,33,4449.0
2018,2,2,18,85,4459.0
2018,2,2,19,81,4474.0
2018,2,2,20,102,4482.0
2018,2,2,21,82,4489.0
2018,2,2,22,83,4508.0
2018,2,2,23,34,4539.0
2018,2,2,24,63,4593.0
2018,2,2,25,86,4597.0
2018,2,2,26,76,4597.0
2018,2,2,27,88,4607.0
2018,2,2,28,61,4614.0
2018,2,2,29,14,4627.0
2018,2,2,30,36,4627.0
2018,2,2,31,44,4629.0
2018,2,2,32,89,4644.0
2018,2,2,33,90,4675.0
2018,2,2,34,62,4677.0
2018,2,2,35,84,4696.0
2018,2,2,36,69,4700.0
2018,2,2,37,99,4732.0
2018,2,2,38,66,4735.0
2018,2,2,39,67,4743.0
2018,2,2,40,92,4803.0
2018,2,2,41,98,4857.0
2018,2,2,42,94,4864.0
2018,2,2,43,73,4896.0
2018,2,2,44,87,4903.0
2018,2,2,45,75,4903.0
2018,2,2,46,97,4930.0
2018,2,2,47,72,4957.0
2018,2,2,48,70,4963.0
2018,2,2,49,46,5065.0
2018,2,2,50,68,5084.0
2018,2,2,51,71,5119.0
2018,2,2,52,100,5637.0
2018,2,2,53,10,5690.0
2018,2,2,54,93,5845.0
2018,2,2,55,45,5995.0
2018,2,2,56,96,6726.0
2018,2,2,57,101,6746.0
2018,2,2,58,38,7433.0
2018,2,2,59,21,7822.0
2018,2,2,60,65,7934.0
2018,2,3,1,9,1709.0
2018,2,3,2,4,1725.0
2018,2,3,3,11,1726.0
2018,2,3,4,5,1729.0
2018,2,3,5,7,1730.0
2018,2,3,6,8,1732.0
2018,2,3,7,6,1735.0
2018,2,3,8,12,1747.0
2018,2,3,9,3,1761.0
2018,2,3,10,10,1777.0
2018,2,3,11,31,1810.0
2018,2,3,12,34,1815.0
2018,2,3,13,35,1818.0
2018,2,3,14,32,1827.0
2018,2,3,15,42,1832.0
2018,2,3,16,102,1834.0
2018,2,3,17,14,1844.0
2018,2,3,18,36,1847.0
2018,2,3,19,43,1849.0
2018,2,3,20,83,1889.0
2018,2,3,21,38,1891.0
2018,2,3,22,85,1909.0
2018,2,3,23,45,1913.0
2018,2,3,24,82,1914.0
2018,2,3,25,61,1976.0
2018,2,3,26,65,1980.0
2018,2,3,27,63,1982.0
2018,2,3,28,44,1983.0
2018,2,3,29,1,1989.0
2018,2,3,30,99,1992.0
2018,2,3,31,86,2000.0
2018,2,3,32,76,2003.0
2018,2,3,33,81,2007.0
2018,2,3,34,33,2007.0
2018,2,3,35,89,2009.0
2018,2,3,36,75,2012.0
2018,2,3,37,69,2014.0
2018,2,3,38,90,2020.0
2018,2,3,39,2,2023.0
2018,2,3,40,67,2027.0
2018,2,3,41,62,2029.0
2018,2,3,42,66,2036.0
2018,2,3,43,84,2037.0
2018,2,3,44,73,2060.0
2018,2,3,45,92,2081.0
2018,2,3,46,94,2086.0
2018,2,3,47,70,2104.0
2018,2,3,48,98,2110.0
2018,2,3,49,93,2120.0
2018,2,3,50,97,2146.0
2018,2,3,51,71,2148.0
2018,2,3,52,68,2162.0
2018,2,3,53,72,2168.0
2018,2,3,54,87,2169.0
2018,2,3,55,46,2205.0
2018,2,3,56,96,2276.0
2018,2,3,57,101,2285.0
2018,2,3,58,100,2503.0
2018,2,3,59,88,2644.0
2018,3,1,1,6,6475.0
2018,3,1,2,11,6482.0
2018,3,1,3,8,6486.0
2018,3,1,4,10,6500.0
2018,3,1,5,1,6505.0
2018,3,1,6,4,6507.0
2018,3,1,7,5,6597.0
2018,3,1,8,31,6781.0
2018,3,1,9,38,6968.0
2018,3,1,10,39,7229.0
2018,3,1,11,35,7236.0
2018,3,1,12,7,7381.0
2018,3,1,13,81,7485.0
2018,3,1,14,84,7512.0
2018,3,1,15,83,7869.0
2018,3,1,16,85,8138.0
2018,3,1,17,82,8158.0
2018,3,1,18,9,8233.0
2018,3,1,19,3,8343.0
2018,3,1,20,89,8385.0
2018,3,1,21,88,8675.0
2018,3,1,22,90,8954.0
2018,3,1,23,32,9025.0
2018,3,1,24,86,9377.0
2018,3,1,25,61,10479.0
2018,3,1,26,33,10563.0
2018,3,1,27,36,10565.0
2018,3,1,28,87,11950.0
2018,3,2,1,1,5797.0
2018,3,2,2,10,5838.0
2018,3,2,3,6,5874.0
2018,3,2,4,7,5881.0
2018,3,2,5,4,5884.0
2018,3,2,6,9,5914.0
2018,3,2,7,3,5918.0
2018,3,2,8,11,5960.0
2018,3,2,9,5,5990.0
2018,3,2,10,33,6079.0
2018,3,2,11,31,6086.0
2018,3,2,12,38,6241.0
2018,3,2,13,39,6376.0
2018,3,2,14,35,6861.0
2018,3,2,15,86,7333.0
2018,3,2,16,89,7499.0
2018,3,2,17,61,7983.0
2018,3,2,18,88,8041.0
2018,3,2,19,83,8215.0
2018,3,2,20,32,8631.0
2018,3,2,21,36,8735.0
2018,3,2,22,90,9109.0
2018,3,2,23,8,9315.0
2018,3,2,24,81,10344.0
2018,3,3,1,7,1722.0
2018,3,3,2,1,1744.0
2018,3,3,3,11,1749.0
2018,3,3,4,4,1754.0
2018,3,3,5,9,1757.0
2018,3,3,6,6,1761.0
2018,3,3,7,3,1772.0
2018,3,3,8,10,1788.0
2018,3,3,9,33,1804.0
2018,3,3,10,31,1805.0
2018,3,3,11,32,1829.0
2018,3,3,12,36,1852.0
2018,3,3,13,38,1867.0
2018,3,3,14,39,1900.0
2018,3,3,15,35,1940.0
2018,3,3,16,81,1970.0
2018,3,3,17,5,2003.0
2018,3,3,18,8,2009.0
2018,3,3,19,83,2097.0
2018,3,3,20,86,2205.0
2018,3,3,21,88,2236.0
2018,3,3,22,90,2351.0
2018,4,1,1,1,4779.0
2018,4,1,2,5,4812.0
2018,4,1,3,10,4817.0
2018,4,1,4,8,4823.0
2018,4,1,5,9,4852.0
2018,4,1,6,2,4852.0
2018,4,1,7,6,4853.0
2018,4,1,8,7,4864.0
2018,4,1,9,4,4868.0
2018,4,1,10,3,4883.0
2018,4,1,11,31,5047.0
2018,4,1,12,40,5067.0
2018,4,1,13,33,5114.0
2018,4,1,14,38,5117.0
2018,4,1,15,39,5124.0
2018,4,1,16,41,5132.0
2018,4,1,17,84,5176.0
2018,4,1,18,35,5181.0
2018,4,1,19,25,5361.0
2018,4,1,20,24,5416.0
2018,4,1,21,81,5437.0
2018,4,1,22,66,5493.0
2018,4,1,23,65,5504.0
2018,4,1,24,105,5507.0
2018,4,1,25,63,5543.0
2018,4,1,26,67,5551.0
2018,4,1,27,61,5552.0
2018,4,1,28,71,5619.0
2018,4,1,29,37,5622.0
2018,4,1,30,88,5629.0
2018,4,1,31,26,5645.0
2018,4,1,32,70,5649.0
2018,4,1,33,97,5653.0
2018,4,1,34,104,5676.0
2018,4,1,35,74,5684.0
2018,4,1,36,72,5727.0
2018,4,1,37,69,5730.0
2018,4,1,38,82,5775.0
2018,4,1,39,73,5818.0
2018,4,1,40,42,5820.0
2018,4,1,41,108,5833.0
2018,4,1,42,68,5842.0
2018,4,1,43,92,5853.0
2018,4,1,44,75,5854.0
2018,4,1,45,113,5889.0
2018,4,1,46,119,5912.0
2018,4,1,47,102,5934.0
2018,4,1,48,91,5935.0
2018,4,1,49,128,5944.0
2018,4,1,50,116,5966.0
2018,4,1,51,62,5975.0
2018,4,1,52,123,5993.0
2018,4,1,53,121,6006.0
2018,4,1,54,93,6012.0
2018,4,1,55,11,6046.0
2018,4,1,56,118,6054.0
2018,4,1,57,106,6067.0
2018,4,1,58,122,6071.0
2018,4,1,59,125,6077.0
2018,4,1,60,27,6086.0
2018,4,1,61,89,6101.0
2018,4,1,62,95,6107.0
2018,4,1,63,107,6118.0
2018,4,1,64,64,6130.0
2018,4,1,65,115,6196.0
2018,4,1,66,110,6244.0
2018,4,1,67,120,6295.0
2018,4,1,68,83,6325.0
2018,4,1,69,96,6369.0
2018,4,1,70,100,6498.0
2018,4,1,71,90,6504.0
2018,4,1,72,112,6552.0
2018,4,1,73,124,6553.0
2018,4,1,74,98,6558.0
2018,4,1,75,94,6602.0
2018,4,1,76,99,6691.0
2018,4,1,77,114,6710.0
2018,4,1,78,36,6722.0
2018,4,1,79,32,6722.0
2018,4,1,80,127,6829.0
2018,4,1,81,87,6856.0
2018,4,1,82,103,6891.0
2018,4,1,83,21,7041.0
2018,4,1,84,126,7067.0
2018,4,1,85,101,7259.0
2018,4,1,86,117,7811.0
2018,4,2,1,9,4990.0
2018,4,2,2,11,4993.0
2018,4,2,3,1,5008.0
2018,4,2,4,8,5009.0
2018,4,2,5,5,5019.0
2018,4,2,6,6,5041.0
2018,4,2,7,2,5044.0
2018,4,2,8,4,5053.0
2018,4,2,9,31,5243.0
2018,4,2,10,40,5307.0
2018,4,2,11,41,5332.0
2018,4,2,12,42,5339.0
2018,4,2,13,37,5397.0
2018,4,2,14,33,5405.0
2018,4,2,15,36,5438.0
2018,4,2,16,32,5482.0
2018,4,2,17,81,5581.0
2018,4,2,18,10,5611.0
2018,4,2,19,24,5624.0
2018,4,2,20,84,5636.0
2018,4,2,21,65,5697.0
2018,4,2,22,66,5725.0
2018,4,2,23,105,5755.0
2018,4,2,24,67,5801.0
2018,4,2,25,64,5810.0
2018,4,2,26,63,5816.0
2018,4,2,27,61,5831.0
2018,4,2,28,69,5858.0
2018,4,2,29,97,5888.0
2018,4,2,30,71,5913.0
2018,4,2,31,87,5922.0
2018,4,2,32,68,5925.0
2018,4,2,33,88,5935.0
2018,4,2,34,104,5980.0
2018,4,2,35,74,5997.0
2018,4,2,36,25,6005.0
2018,4,2,37,90,6020.0
2018,4,2,38,108,6035.0
2018,4,2,39,92,6051.0
2018,4,2,40,116,6098.0
2018,4,2,41,119,6124.0
2018,4,2,42,128,6132.0
2018,4,2,43,73,6140.0
2018,4,2,44,89,6149.0
2018,4,2,45,26,6163.0
2018,4,2,46,91,6170.0
2018,4,2,47,82,6182.0
2018,4,2,48,98,6201.0
2018,4,2,49,27,6246.0
2018,4,2,50,72,6277.0
2018,4,2,51,125,6281.0
2018,4,2,52,102,6293.0
2018,4,2,53,118,6294.0
2018,4,2,54,106,6336.0
2018,4,2,55,62,6355.0
2018,4,2,56,95,6358.0
2018,4,2,57,121,6362.0
2018,4,2,58,75,6362.0
2018,4,2,59,122,6436.0
2018,4,2,60,39,6510.0
2018,4,2,61,96,6537.0
2018,4,2,62,115,6556.0
2018,4,2,63,117,6678.0
2018,4,2,64,93,6736.0
2018,4,2,65,94,6815.0
2018,4,2,66,70,6860.0
2018,4,2,67,112,6924.0
2018,4,2,68,114,6969.0
2018,4,2,69,127,7170.0
2018,4,2,70,113,7270.0
2018,4,2,71,103,7288.0
2018,4,2,72,100,7451.0
2018,4,2,73,126,7465.0
2018,4,2,74,35,7752.0
2018,4,2,75,123,7786.0
2018,4,2,76,110,8272.0
2018,4,2,77,120,8374.0
2018,4,2,78,124,9143.0
2018,4,3,1,8,2616.0
2018,4,3,2,10,2624.0
2018,4,3,3,1,2625.0
2018,4,3,4,11,2630.0
2018,4,3,5,6,2640.0
2018,4,3,6,2,2641.0
2018,4,3,7,5,2647.0
2018,4,3,8,4,2654.0
2018,4,3,9,33,2717.0
2018,4,3,10,9,2723.0
2018,4,3,11,31,2756.0
2018,4,3,12,41,2771.0
2018,4,3,13,39,2778.0
2018,4,3,14,40,2783.0
2018,4,3,15,84,2808.0
2018,4,3,16,32,2811.0
2018,4,3,17,37,2813.0
2018,4,3,18,35,2818.0
2018,4,3,19,81,2846.0
2018,4,3,20,36,2847.0
2018,4,3,21,87,2925.0
2018,4,3,22,25,2954.0
2018,4,3,23,24,2955.0
2018,4,3,24,65,2987.0
2018,4,3,25,66,3002.0
2018,4,3,26,105,3005.0
2018,4,3,27,64,3023.0
2018,4,3,28,63,3037.0
2018,4,3,29,97,3044.0
2018,4,3,30,69,3045.0
2018,4,3,31,71,3054.0
2018,4,3,32,61,3056.0
2018,4,3,33,26,3058.0
2018,4,3,34,72,3079.0
2018,4,3,35,82,3087.0
2018,4,3,36,108,3113.0
2018,4,3,37,74,3120.0
2018,4,3,38,119,3149.0
2018,4,3,39,118,3164.0
2018,4,3,40,102,3172.0
2018,4,3,41,116,3174.0
2018,4,3,42,73,3176.0
2018,4,3,43,90,3195.0
2018,4,3,44,98,3199.0
2018,4,3,45,67,3221.0
2018,4,3,46,106,3223.0
2018,4,3,47,104,3231.0
2018,4,3,48,75,3237.0
2018,4,3,49,91,3254.0
2018,4,3,50,68,3255.0
2018,4,3,51,95,3259.0
2018,4,3,52,27,3267.0
2018,4,3,53,122,3275.0
2018,4,3,54,62,3275.0
2018,4,3,55,125,3283.0
2018,4,3,56,123,3285.0
2018,4,3,57,121,3295.0
2018,4,3,58,110,3334.0
2018,4,3,59,92,3336.0
2018,4,3,60,115,3341.0
2018,4,3,61,117,3341.0
2018,4,3,62,96,3366.0
2018,4,3,63,112,3495.0
2018,4,3,64,120,3499.0
2018,4,3,65,114,3551.0
2018,4,3,66,70,3567.0
2018,4,3,67,103,3617.0
2018,4,3,68,127,3745.0
2018,4,3,69,126,3782.0
2018,4,3,70,124,3895.0
2018,4,3,71,89,4613.0
2018,5,1,1,8,5438.0
2018,5,1,2,10,5461.0
2018,5,1,3,5,5467.0
2018,5,1,4,6,5468.0
2018,5,1,5,1,5475.0
2018,5,1,6,11,5479.0
2018,5,1,7,4,5497.0
2018,5,1,8,9,5506.0
2018,5,1,9,2,5508.0
2018,5,1,10,3,5532.0
2018,5,1,11,31,5785.0
2018,5,1,12,35,5805.0
2018,5,1,13,81,5814.0
2018,5,1,14,32,5872.0
2018,5,1,15,12,5922.0
2018,5,1,16,83,6006.0
2018,5,1,17,33,6022.0
2018,5,1,18,38,6119.0
2018,5,1,19,82,6236.0
2018,5,1,20,34,6499.0
2018,5,1,21,37,6792.0
2018,5,1,22,36,7763.0
2018,5,1,23,88,8732.0
2018,5,2,1,8,5275.0
2018,5,2,2,5,5293.0
2018,5,2,3,6,5314.0
2018,5,2,4,4,5350.0
2018,5,2,5,1,5357.0
2018,5,2,6,9,5370.0
2018,5,2,7,2,5374.0
2018,5,2,8,3,5439.0
2018,5,2,9,10,5453.0
2018,5,2,10,35,5558.0
2018,5,2,11,31,5602.0
2018,5,2,12,32,5639.0
2018,5,2,13,81,5718.0
2018,5,2,14,36,5779.0
2018,5,2,15,33,5797.0
2018,5,2,16,37,5797.0
2018,5,2,17,83,5801.0
2018,5,2,18,12,5828.0
2018,5,2,19,38,6022.0
2018,5,2,20,82,6050.0
2018,5,2,21,88,7776.0
2018,5,3,1,4,2683.0
2018,5,3,2,5,2686.0
2018,5,3,3,1,2694.0
2018,5,3,4,8,2695.0
2018,5,3,5,10,2700.0
2018,5,3,6,6,2702.0
2018,5,3,7,2,2712.0
2018,5,3,8,31,2757.0
2018,5,3,9,3,2776.0
2018,5,3,10,9,2804.0
2018,5,3,11,83,2864.0
2018,5,3,12,36,2865.0
2018,5,3,13,33,2867.0
2018,5,3,14,82,2927.0
2018,5,3,15,12,2936.0
2018,5,3,16,38,2952.0
2018,5,3,17,81,2961.0
2018,5,3,18,32,3092.0
2018,5,3,19,88,4152.0
2018,6,1,1,5,5850.0
2018,6,1,2,2,5868.0
2018,6,1,3,3,5878.0
2018,6,1,4,16,5885.0
2018,6,1,5,12,5892.0
2018,6,1,6,9,5906.0
2018,6,1,7,10,5929.0
2018,6,1,8,11,5998.0
2018,6,1,9,32,6297.0
2018,6,1,10,37,6302.0
2018,6,1,11,42,6302.0
2018,6,1,12,33,6356.0
2018,6,1,13,31,6372.0
2018,6,1,14,38,6387.0
2018,6,1,15,39,6393.0
2018,6,1,16,40,6400.0
2018,6,1,17,43,6430.0
2018,6,1,18,81,6454.0
2018,6,1,19,83,6463.0
2018,6,1,20,21,6524.0
2018,6,1,21,47,6584.0
2018,6,1,22,61,6755.0
2018,6,1,23,63,6760.0
2018,6,1,24,45,6771.0
2018,6,1,25,67,6773.0
2018,6,1,26,65,6797.0
2018,6,1,27,87,7002.0
2018,6,1,28,121,7018.0
2018,6,1,29,71,7019.0
2018,6,1,30,93,7044.0
2018,6,1,31,117,7115.0
2018,6,1,32,91,7151.0
2018,6,1,33,72,7168.0
2018,6,1,34,73,7175.0
2018,6,1,35,68,7223.0
2018,6,1,36,4,7240.0
2018,6,1,37,111,7249.0
2018,6,1,38,94,7371.0
2018,6,1,39,112,7395.0
2018,6,1,40,99,7434.0
2018,6,1,41,119,7456.0
2018,6,1,42,118,7496.0
2018,6,1,43,70,7501.0
2018,6,1,44,85,7533.0
2018,6,1,45,122,7638.0
2018,6,1,46,96,7675.0
2018,6,1,47,95,7682.0
2018,6,1,48,74,7790.0
2018,6,1,49,114,7877.0
2018,6,1,50,123,7929.0
2018,6,1,51,1,7936.0
2018,6,1,52,127,8014.0
2018,6,1,53,41,8021.0
2018,6,1,54,110,8066.0
2018,6,1,55,35,8208.0
2018,6,1,56,34,8271.0
2018,6,1,57,44,8479.0
2018,6,1,58,128,8555.0
2018,6,1,59,46,8590.0
2018,6,1,60,92,8694.0
2018,6,1,61,90,8733.0
2018,6,1,62,7,8778.0
2018,6,1,63,36,8860.0
2018,6,1,64,66,8890.0
2018,6,1,65,113,8967.0
2018,6,1,66,82,9448.0
2018,6,1,67,98,9576.0
2018,6,1,68,62,9719.0
2018,6,1,69,88,9789.0
2018,6,1,70,102,10029.0
2018,6,1,71,69,10107.0
2018,6,2,1,5,5939.0
2018,6,2,2,7,5945.0
2018,6,2,3,1,5946.0
2018,6,2,4,2,5961.0
2018,6,2,5,9,5966.0
2018,6,2,6,16,5972.0
2018,6,2,7,3,5973.0
2018,6,2,8,4,6005.0
2018,6,2,9,11,6085.0
2018,6,2,10,12,6091.0
2018,6,2,11,31,6190.0
2018,6,2,12,39,6304.0
2018,6,2,13,36,6330.0
2018,6,2,14,40,6336.0
2018,6,2,15,37,6340.0
2018,6,2,16,34,6360.0
2018,6,2,17,43,6377.0
2018,6,2,18,42,6387.0
2018,6,2,19,35,6457.0
2018,6,2,20,47,6470.0
2018,6,2,21,81,6487.0
