,season,round,name,url,conditions
83,2005,12,61. Wales Rally GB 2005,/final/44-wales-rally-gb-2005/,"['gravel', 'cancelled']"
84,2005,13,Rally Japan 2005,/final/45-rally-japan-2005/,['gravel']
85,2005,14,49. Tour de Corse - Rallye de France 2005,/final/46-tour-de-corse-rallye-de-france-2005/,['asphalt']
86,2005,15,41. RallyRACC Catalunya - Costa Daurada 2005,/final/47-rallyracc-catalunya-costa-daurada-2005/,['asphalt']
87,2005,16,18. Telstra Rally Australia 2005,/final/48-telstra-rally-australia-2005/,['gravel']
88,2006,1,74. Rallye Automobile Monte-Carlo 2006,/final/1-rallye-automobile-monte-carlo-2006/,"['asphalt', 'snow', 'cancelled']"
89,2006,2,55. Uddeholm Swedish Rally 2006,/final/2-uddeholm-swedish-rally-2006/,"['snow', 'ice']"
90,2006,3,3. Corona Rally Mexico 2006,/final/3-corona-rally-mexico-2006/,['gravel']
91,2006,4,42. RallyRACC Catalunya - Costa Daurada 2006,/final/4-rallyracc-catalunya-costa-daurada-2006/,['asphalt']
92,2006,5,50. Tour de Corse - Rallye de France 2006,/final/5-tour-de-corse-rallye-de-france-2006/,['asphalt']
93,2006,6,26. Rally Argentina 2006,/final/6-rally-argentina-2006/,['gravel']
94,2006,7,3. Rally d'Italia Sardegna 2006,/final/7-rally-ditalia-sardegna-2006/,['gravel']
95,2006,8,53. BP Ultimate Acropolis Rally of Greece 2006,/final/8-bp-ultimate-acropolis-rally-of-greece-2006/,['gravel']
96,2006,9,25. OMV ADAC Rallye Deutschland 2006,/final/9-omv-adac-rallye-deutschland-2006/,['asphalt']
97,2006,10,56. Neste Rally Finland 2006,/final/10-neste-rally-finland-2006/,['gravel']
98,2006,11,Rally Japan 2006,/final/11-rally-japan-2006/,['gravel']
99,2006,12,34. Cyprus Rally 2006,/final/12-cyprus-rally-2006/,"['gravel', 'cancelled']"
100,2006,13,7. Rally of Turkey 2006,/final/13-rally-of-turkey-2006/,"['gravel', 'cancelled']"
101,2006,14,19. Telstra Rally Australia 2006,/final/14-telstra-rally-australia-2006/,['gravel']
102,2006,15,37. Propecia Rally New Zealand 2006,/final/15-propecia-rally-new-zealand-2006/,['gravel']
103,2006,16,62. Wales Rally GB 2006,/final/16-wales-rally-gb-2006/,['gravel']
104,2007,1,75. Rallye Automobile Monte-Carlo 2007,/final/17-rallye-automobile-monte-carlo-2007/,"['asphalt', 'snow']"
105,2007,2,56. Uddeholm Swedish Rally 2007,/final/18-uddeholm-swedish-rally-2007/,"['snow', 'ice']"
106,2007,3,Rally Norway 2007,/final/19-rally-norway-2007/,"['snow', 'ice']"
107,2007,4,4. Corona Rally Mexico 2007,/final/20-corona-rally-mexico-2007/,['gravel']
108,2007,5,41. Vodafone Rally de Portugal 2007,/final/21-vodafone-rally-de-portugal-2007/,['gravel']
109,2007,6,27. Rally Argentina 2007,/final/22-rally-argentina-2007/,"['gravel', 'cancelled']"
110,2007,7,4. Rally d'Italia Sardegna 2007,/final/23-rally-ditalia-sardegna-2007/,['gravel']
111,2007,8,54. BP Ultimate Acropolis Rally of Greece 2007,/final/24-bp-ultimate-acropolis-rally-of-greece-2007/,"['gravel', 'cancelled']"
112,2007,9,57. Neste Oil Rally Finland 2007,/final/25-neste-oil-rally-finland-2007/,['gravel']
113,2007,10,26. ADAC Rallye Deutschland 2007,/final/26-adac-rallye-deutschland-2007/,['asphalt']
114,2007,11,38. Rally New Zealand 2007,/final/27-rally-new-zealand-2007/,['gravel']
115,2007,12,43. RallyRACC Catalunya - Costa Daurada 2007,/final/28-rallyracc-catalunya-costa-daurada-2007/,['asphalt']
116,2007,13,51. Tour de Corse - Rallye de France 2007,/final/29-tour-de-corse-rallye-de-france-2007/,"['asphalt', 'cancelled']"
117,2007,14,Rally Japan 2007,/final/30-rally-japan-2007/,['gravel']
118,2007,15,3. Rally Ireland 2007,/final/31-rally-ireland-2007/,['asphalt']
119,2007,16,63. Wales Rally GB 2007,/final/32-wales-rally-gb-2007/,['gravel']
120,2008,1,76. Rallye Automobile Monte-Carlo 2008,/final/149-rallye-automobile-monte-carlo-2008/,"['asphalt', 'snow']"
121,2008,2,57. Uddeholm Swedish Rally 2008,/final/150-uddeholm-swedish-rally-2008/,"['snow', 'ice', 'cancelled']"
122,2008,3,5. Corona Rally Mexico 2008,/final/151-corona-rally-mexico-2008/,"['gravel', 'cancelled']"
123,2008,4,28. Rally Argentina 2008,/final/152-rally-argentina-2008/,['gravel']
124,2008,5,1. Jordan Rally 2008,/final/153-jordan-rally-2008/,['gravel']
125,2008,6,5. Rally d'Italia Sardegna 2008,/final/154-rally-ditalia-sardegna-2008/,['gravel']
126,2008,7,55. BP Ultimate Acropolis Rally of Greece 2008,/final/155-bp-ultimate-acropolis-rally-of-greece-2008/,['gravel']
127,2008,8,9. Rally of Turkey 2008,/final/156-rally-of-turkey-2008/,['gravel']
128,2008,9,58. Neste Oil Rally Finland 2008,/final/157-neste-oil-rally-finland-2008/,['gravel']
129,2008,10,27. ADAC Rallye Deutschland 2008,/final/158-adac-rallye-deutschland-2008/,['asphalt']
130,2008,11,39. Repco Rally New Zealand 2008,/final/159-repco-rally-new-zealand-2008/,['gravel']
131,2008,12,44. RallyRACC Catalunya - Costa Daurada 2008,/final/160-rallyracc-catalunya-costa-daurada-2008/,['asphalt']
132,2008,13,52. Tour de Corse - Rallye de France 2008,/final/161-tour-de-corse-rallye-de-france-2008/,['asphalt']
133,2008,14,Pioneer Carrozzeria Rally Japan 2008,/final/162-pioneer-carrozzeria-rally-japan-2008/,"['gravel', 'cancelled']"
134,2008,15,64. Wales Rally GB 2008,/final/163-wales-rally-gb-2008/,"['gravel', 'cancelled']"
135,2009,1,4. Rally Ireland 2009,/final/388-rally-ireland-2009/,"['asphalt', 'cancelled']"
136,2009,2,Rally Norway 2009,/final/389-rally-norway-2009/,"['snow', 'ice']"
137,2009,3,38. FxPro Cyprus Rally 2009,/final/390-fxpro-cyprus-rally-2009/,"['asphalt', 'gravel']"
138,2009,4,43. Vodafone Rally de Portugal 2009,/final/391-vodafone-rally-de-portugal-2009/,['gravel']
139,2009,5,29. Rally Argentina 2009,/final/392-rally-argentina-2009/,['gravel']
140,2009,6,6. Rally d'Italia Sardegna 2009,/final/393-rally-ditalia-sardegna-2009/,['gravel']
141,2009,7,56. Acropolis Rally of Greece 2009,/final/394-acropolis-rally-of-greece-2009/,"['gravel', 'cancelled']"
142,2009,8,66. Orlen Platinum Rally Poland - Rajd Polski 2009,/final/395-orlen-platinum-rally-poland-rajd-polski-2009/,['gravel']
143,2009,9,59. Neste Oil Rally Finland 2009,/final/396-neste-oil-rally-finland-2009/,['gravel']
144,2009,10,20. Repco Rally Australia 2009,/final/397-repco-rally-australia-2009/,"['gravel', 'cancelled']"
145,2009,11,45. RallyRACC Catalunya - Costa Daurada 2009,/final/398-rallyracc-catalunya-costa-daurada-2009/,['asphalt']
146,2009,12,65. Rally of Great Britain 2009,/final/399-rally-of-great-britain-2009/,['gravel']
147,2010,1,58. Rally Sweden 2010,/final/573-rally-sweden-2010/,"['snow', 'ice']"
148,2010,2,7. Rally Mexico 2010,/final/574-rally-mexico-2010/,"['gravel', 'cancelled']"
149,2010,3,2. Jordan Rally WRC 2010,/final/575-jordan-rally-wrc-2010/,['gravel']
150,2010,4,10. Rally of Turkey 2010,/final/576-rally-of-turkey-2010/,"['asphalt', 'gravel', 'cancelled']"
151,2010,5,40. Rally  New Zealand 2010,/final/577-rally-new-zealand-2010/,['gravel']
152,2010,6,44. Vodafone Rally de Portugal 2010,/final/578-vodafone-rally-de-portugal-2010/,['gravel']
153,2010,7,41. Rally Bulgaria 2010,/final/579-rally-bulgaria-2010/,"['asphalt', 'cancelled']"
154,2010,8,60. Neste Oil Rally Finland 2010,/final/580-neste-oil-rally-finland-2010/,['gravel']
155,2010,9,28. ADAC Rallye Deutschland 2010,/final/581-adac-rallye-deutschland-2010/,['asphalt']
156,2010,10,Rally Japan 2010,/final/582-rally-japan-2010/,['gravel']
157,2010,11,1. Rallye de France - Alsace 2010,/final/583-rallye-de-france-alsace-2010/,"['asphalt', 'cancelled']"
158,2010,12,46. RallyRACC Catalunya - Costa Daurada 2010,/final/584-rallyracc-catalunya-costa-daurada-2010/,"['asphalt', 'gravel']"
159,2010,13,66. Wales Rally GB 2010,/final/585-wales-rally-gb-2010/,['gravel']
160,2011,1,59. Rally Sweden 2011,/final/2224-rally-sweden-2011/,"['snow', 'ice']"
161,2011,2,8. Rally Guanajuato Mexico 2011,/final/2225-rally-guanajuato-mexico-2011/,['gravel']
162,2011,3,45. Vodafone Rally de Portugal 2011,/final/2326-vodafone-rally-de-portugal-2011/,['gravel']
163,2011,4,3. Jordan Rally WRC 2011,/final/2364-jordan-rally-wrc-2011/,"['gravel', 'cancelled']"
164,2011,5,8. Rally d'Italia Sardegna 2011,/final/2365-rally-ditalia-sardegna-2011/,['gravel']
165,2011,6,31. Rally Argentina 2011,/final/2366-rally-argentina-2011/,['gravel']
166,2011,7,57. Acropolis Rally 2011,/final/2367-acropolis-rally-2011/,['gravel']
167,2011,8,61. Neste Oil Rally Finland 2011,/final/2368-neste-oil-rally-finland-2011/,['gravel']
168,2011,9,29. ADAC Rallye Deutschland 2011,/final/2369-adac-rallye-deutschland-2011/,['asphalt']
169,2011,10,21. Repco Rally Australia 2011,/final/2370-repco-rally-australia-2011/,['gravel']
170,2011,11,2. Rallye de France - Alsace 2011,/final/2371-rallye-de-france-alsace-2011/,['asphalt']
171,2011,12,47. RallyRACC Catalunya - Costa Daurada 2011,/final/2372-rallyracc-catalunya-costa-daurada-2011/,"['asphalt', 'gravel']"
172,2011,13,67. Wales Rally GB 2011,/final/2373-wales-rally-gb-2011/,['gravel']
173,2012,1,80. Rallye Automobile Monte-Carlo 2012,/final/3363-rallye-automobile-monte-carlo-2012/,"['asphalt', 'snow']"
174,2012,2,60. Rally Sweden 2012,/final/3488-rally-sweden-2012/,"['snow', 'ice']"
175,2012,3,9. Rally Guanajuato Mexico 2012,/final/3489-rally-guanajuato-mexico-2012/,"['gravel', 'cancelled']"
176,2012,4,46. Vodafone Rally de Portugal 2012,/final/3490-vodafone-rally-de-portugal-2012/,"['gravel', 'cancelled']"
177,2012,5,32. Philips Rally Argentina 2012,/final/3491-philips-rally-argentina-2012/,['gravel']
178,2012,6,58. Acropolis Rally 2012,/final/3492-acropolis-rally-2012/,['gravel']
179,2012,7,42. Brother Rally New Zealand 2012,/final/3493-brother-rally-new-zealand-2012/,['gravel']
180,2012,8,62. Neste Oil Rally Finland 2012,/final/3494-neste-oil-rally-finland-2012/,['gravel']
181,2012,9,30. ADAC Rallye Deutschland 2012,/final/3497-adac-rallye-deutschland-2012/,['asphalt']
182,2012,10,68. Wales Rally GB 2012,/final/3498-wales-rally-gb-2012/,['gravel']
183,2012,11,3. Rallye de France - Alsace 2012,/final/3499-rallye-de-france-alsace-2012/,"['asphalt', 'cancelled']"
