,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,25. 1. 17:50,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642063/,1,Ogier Sébastien,Ingrassia Julien,Ford Fiesta WRC
1,1,2,25. 1. 17:52,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642081/,5,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
2,1,3,25. 1. 17:54,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642087/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
3,1,4,25. 1. 17:56,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642089/,7,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
4,1,5,25. 1. 17:58,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642074/,2,Evans Elfyn,Barritt Daniel,Ford Fiesta WRC
5,1,6,25. 1. 18:00,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642086/,6,Sordo Dani,del Barrio Carlos,Hyundai i20 Coupe WRC
6,1,7,25. 1. 18:02,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642095/,10,Meeke Kris,Nagle Paul,Citroën C3 WRC
7,1,8,25. 1. 18:04,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642098/,11,Breen Craig,Martin Scott,Citroën C3 WRC
8,1,9,25. 1. 18:06,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642090/,9,Lappi Esapekka,Ferm Janne,Toyota Yaris WRC
9,1,10,25. 1. 18:08,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642085/,4,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
10,1,11,25. 1. 18:10,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1679412/,3,Bouffier Bryan,Panseri Xavier,Ford Fiesta WRC
11,1,12,25. 1. 18:11,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642075/,31,Camilli Eric,Veillas Benjamin,Ford Fiesta R5
12,1,13,25. 1. 18:12,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1676422/,33,Suninen Teemu,Markkula Mikko,Ford Fiesta R5
13,1,14,25. 1. 18:13,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1662882/,32,Kopecký Jan,Dresler Pavel,Škoda Fabia R5
14,1,15,25. 1. 18:14,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1676248/,34,Abbring Kevin,Tsjoen Pieter,Ford Fiesta R5
15,1,16,25. 1. 18:15,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1676755/,35,de Mevius Guillaume,Louka Louis,Peugeot 208 T16
16,1,17,25. 1. 18:16,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1681504/,36,Sciessere Eddie,Zanella Flavio,Citroën DS3 R5
17,1,18,25. 1. 18:17,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1678968/,23,Ciamin Nicolas,de la Haye Thibault,Abarth 124 Rally RGT
18,1,19,25. 1. 18:18,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1684146/,25,Nucita Andrea,Vozzo Marco,Abarth 124 Rally RGT
19,1,20,25. 1. 18:19,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1678903/,61,Brazzoli Enrico,Beltrame Luca,Peugeot 208 R2
20,1,21,25. 1. 18:20,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1678956/,62,Lario Taisko,Hämäläinen Tatu,Peugeot 208 R2
21,1,22,25. 1. 18:21,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1676765/,63,Franceschi Jean-Baptiste,Courbon Romain,Ford Fiesta R2T
22,1,23,25. 1. 18:22,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1676976/,64,Molle Amaury,Herman Renaud,Peugeot 208 R2
23,1,24,25. 1. 18:26,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1699108/,18,Villa Manuel,Michi Daniele,Ford Fiesta RS WRC
24,1,25,25. 1. 18:29,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1678962/,71,Veiby Ole Christian,Skjærmoen Stig Rune,Škoda Fabia R5
25,1,26,25. 1. 18:30,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1676754/,72,Burri Olivier,Levratti Anderson,Škoda Fabia R5
26,1,27,25. 1. 18:31,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1662881/,73,Rovanperä Kalle,Halttunen Jonne,Škoda Fabia R5
27,1,28,25. 1. 18:32,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1676583/,74,Giordano Quentin,Landais Vincent,Škoda Fabia R5
28,1,29,25. 1. 18:33,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1676573/,75,Arzeno Mathieu,Roche Romain,Škoda Fabia R5
29,1,30,25. 1. 18:34,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1676582/,76,Sarrazin Stéphane,Renucci Jacques-Julien,Hyundai i20 R5
30,1,31,25. 1. 18:35,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1676566/,78,Carret Claude,Mathias Olivier,Škoda Fabia R5
