,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,26. 2. 13:30,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918694/,1,Ogier Sébastien,Ingrassia Julien,Toyota Yaris WRC
1,1,2,26. 2. 13:33,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918695/,33,Evans Elfyn,Martin Scott,Toyota Yaris WRC
2,1,3,26. 2. 13:36,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918696/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 Coupe WRC
3,1,4,26. 2. 13:39,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918697/,69,Rovanperä Kalle,Halttunen Jonne,Toyota Yaris WRC
4,1,5,26. 2. 13:42,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918698/,18,Katsuta Takamoto,Barritt Daniel,Toyota Yaris WRC
5,1,6,26. 2. 13:45,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918699/,44,Greensmith Gus,Edmondson Elliott,Ford Fiesta WRC
6,1,7,26. 2. 13:48,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918701/,8,Tänak Ott,Järveoja Martin,Hyundai i20 Coupe WRC
7,1,8,26. 2. 13:51,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918702/,3,Suninen Teemu,Markkula Mikko,Ford Fiesta WRC
8,1,9,26. 2. 13:54,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918703/,42,Breen Craig,Nagle Paul,Hyundai i20 Coupe WRC
9,1,10,26. 2. 13:57,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2919243/,2,Solberg Oliver,Marshall Sebastian,Hyundai i20 Coupe WRC
10,1,11,26. 2. 14:00,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918700/,7,Loubet Pierre-Louis,Landais Vincent,Hyundai i20 Coupe WRC
11,1,12,26. 2. 14:03,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918704/,12,Tuohino Janne,Hämäläinen Reeta,Ford Fiesta WRC
12,1,13,26. 2. 14:06,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2931241/,37,Bertelli Lorenzo,Scattolin Simone,Ford Fiesta WRC
13,1,14,26. 2. 14:08,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2919253/,20,Mikkelsen Andreas,Fløene Ola,Škoda Fabia Rally2 evo
14,1,15,26. 2. 14:09,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944702/,21,Fourmaux Adrien,Jamoul Renaud,Ford Fiesta Rally2
15,1,16,26. 2. 14:10,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944704/,23,Johnston Sean,Kihurani Alexander,Citroën C3 Rally2
16,1,17,26. 2. 14:11,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2919266/,22,Brynildsen Eyvind,Gulbæk Engan Veronica,Škoda Fabia Rally2 evo
17,1,18,26. 2. 14:12,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944705/,24,Huttunen Jari,Lukka Mikko,Hyundai i20 R5
18,1,19,26. 2. 14:13,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2938338/,25,Lappi Esapekka,Ferm Janne,Volkswagen Polo GTI R5
19,1,20,26. 2. 14:14,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2919248/,26,Veiby Ole Christian,Andersson Jonas,Hyundai i20 R5
20,1,21,26. 2. 14:15,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2919309/,27,Gryazin Nikolay,Aleksandrov Konstantin,Volkswagen Polo GTI R5
21,1,22,26. 2. 14:16,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944709/,28,Linnamäe Georg,Korsia Volodymyr,Volkswagen Polo GTI R5
22,1,23,26. 2. 14:17,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944710/,29,Prokop Martin,Ernst Michal,Ford Fiesta Rally2
23,1,24,26. 2. 14:19,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2919306/,30,Asunmaa Teemu,Salminen Marko,Škoda Fabia Rally2 evo
24,1,25,26. 2. 14:20,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2919307/,31,Lindholm Emil,Korhonen Mikael,Škoda Fabia Rally2 evo
25,1,26,26. 2. 14:21,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2943193/,32,Heikkilä Mikko,Luhtinen Topi Matias,Škoda Fabia Rally2 evo
26,1,27,26. 2. 14:22,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2943181/,34,Pietarinen Eerik,Linnaketo Antti,Škoda Fabia R5
27,1,28,26. 2. 14:23,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944711/,35,Kristoffersson Johan,Barth Patrik,Volkswagen Polo GTI R5
28,1,29,26. 2. 14:24,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2942630/,36,Ekström Mattias,Bergkvist Emil,Škoda Fabia Rally2 evo
29,1,30,26. 2. 14:25,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944712/,38,Kaur Egon,Simm Silver,Volkswagen Polo GTI R5
30,1,31,26. 2. 14:26,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944713/,39,Jeets Gregor,Toom Andrus,Škoda Fabia Rally2 evo
31,1,32,26. 2. 14:27,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944714/,40,Ruokanen Ville,Pallari Timo,Škoda Fabia Rally2 evo
32,1,33,26. 2. 14:28,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944715/,41,Keski-Korsu Pekka,Silfvast Markus,Škoda Fabia R5
33,1,34,26. 2. 14:29,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944716/,43,Skantz Tuomas,Kallio Kari,Škoda Fabia R5
34,1,35,26. 2. 14:30,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944825/,45,Keskiniva Jussi,Kaikkonen Mikko,Škoda Fabia R5
35,1,36,26. 2. 14:31,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944827/,46,Koivisto Ari-Pekka,Kärpijoki Jussi,Škoda Fabia R5
36,1,37,26. 2. 14:32,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2925109/,47,Zaldivar Fabrizio,del Barrio Carlos,Škoda Fabia Rally2 evo
37,1,38,26. 2. 14:33,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944833/,48,Stugemo Lars,Lexe Kalle,Škoda Fabia R5
38,1,39,26. 2. 14:34,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944835/,49,Al-Rashed Rakan,Magalhães Hugo,Volkswagen Polo GTI R5
39,1,40,26. 2. 14:35,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944839/,50,von Thurn und Taxis Albert,Ettel Bernhard,Škoda Fabia Rally2 evo
40,1,41,26. 2. 14:36,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944843/,51,Sołowow Michał,Baran Maciej,Citroën C3 Rally2
41,1,42,26. 2. 14:37,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944840/,52,Jurkevičius Vladas,Paliukėnas Aisvydas,Škoda Fabia Rally2 evo
42,1,43,26. 2. 14:38,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944838/,53,Viitanen Marko,Suominen Tapio,Škoda Fabia R5
43,1,44,26. 2. 14:39,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2942868/,54,Miele Mauro,Beltrame Luca,Škoda Fabia R5
44,1,45,26. 2. 14:40,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944837/,55,Díaz-Aboitiz Miguel,Sanjuan de Eusebio Rodrigo,Škoda Fabia Rally2 evo
45,1,46,26. 2. 14:41,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944079/,56,Chwietczuk Adrian,Baran Jarosław,Škoda Fabia R5
46,1,47,26. 2. 14:43,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944834/,57,Hanhisuanto Ville,Toppinen Matias,Ford Fiesta Rally2
47,1,48,26. 2. 14:44,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944831/,59,Hoelbling Luca,Fiorini Federico,Hyundai i20 R5
48,1,49,26. 2. 14:45,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944830/,60,Cracco Pieter Jan Michiel,Vermeulen Jasper,Škoda Fabia R5
49,1,50,26. 2. 14:46,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944829/,61,Pierrat Bertrand,Chevalier Aurélia,Hyundai i20 R5
50,1,51,26. 2. 14:47,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944828/,62,Karppanen Mika,Heinonen Anne,Citroën DS3 R5
51,1,52,26. 2. 14:49,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2943205/,63,Joona Lauri,Koponen Ari,Ford Fiesta Rally4
52,1,53,26. 2. 14:50,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2943201/,64,Pajari Sami,Mälkönen Enni,Ford Fiesta Rally4
53,1,54,26. 2. 14:51,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2943208/,65,Herranen Toni,Virtanen Sebastian,Ford Fiesta Rally4
54,1,55,26. 2. 14:52,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2944826/,66,Kortesalmi Teemu,Kuruaho Samuli,Ford Fiesta Rally4
55,2,1,27. 2. 07:35,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918700/,7,Loubet Pierre-Louis,Landais Vincent,Hyundai i20 Coupe WRC
56,2,2,27. 2. 07:38,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918704/,12,Tuohino Janne,Hämäläinen Reeta,Ford Fiesta WRC
57,2,3,27. 2. 07:41,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2931241/,37,Bertelli Lorenzo,Scattolin Simone,Ford Fiesta WRC
