,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,21. 5. 06:50,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005272/,1,Ogier Sébastien,Ingrassia Julien,Toyota Yaris WRC
1,1,2,21. 5. 06:53,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005266/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 Coupe WRC
2,1,3,21. 5. 06:56,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005270/,33,Evans Elfyn,Martin Scott,Toyota Yaris WRC
3,1,4,21. 5. 06:59,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005268/,8,Tänak Ott,Järveoja Martin,Hyundai i20 Coupe WRC
4,1,5,21. 5. 07:02,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005269/,69,Rovanperä Kalle,Halttunen Jonne,Toyota Yaris WRC
5,1,6,21. 5. 07:05,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005271/,18,Katsuta Takamoto,Barritt Daniel,Toyota Yaris WRC
6,1,7,21. 5. 07:08,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014617/,16,Fourmaux Adrien,Jamoul Renaud,Ford Fiesta WRC
7,1,8,21. 5. 07:11,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005273/,44,Greensmith Gus,Patterson Chris,Ford Fiesta WRC
8,1,9,21. 5. 07:14,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005267/,6,Sordo Dani,Rozada Borja,Hyundai i20 Coupe WRC
9,1,10,21. 5. 07:17,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005274/,7,Loubet Pierre-Louis,Haut-Labourdette Florian,Hyundai i20 Coupe WRC
10,1,11,21. 5. 07:19,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014615/,21,Bulacia Marco,Der Ohannesian Marcelo,Škoda Fabia Rally2 evo
11,1,12,21. 5. 07:21,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014597/,22,Lappi Esapekka,Ferm Janne,Volkswagen Polo GTI R5
12,1,13,21. 5. 07:23,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014618/,23,Østberg Mads,Eriksen Torstein,Citroën C3 Rally2
13,1,14,21. 5. 07:25,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005275/,24,Suninen Teemu,Markkula Mikko,Ford Fiesta Rally2
14,1,15,21. 5. 07:27,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014619/,25,Gryazin Nikolay,Aleksandrov Konstantin,Volkswagen Polo GTI R5
15,1,16,21. 5. 07:29,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014630/,26,Camilli Eric,Veillas Benjamin,Citroën C3 Rally2
16,1,17,21. 5. 07:31,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014627/,28,Prokop Martin,Chytka Viktor,Ford Fiesta Rally2
17,1,18,21. 5. 07:33,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014596/,30,Solberg Oliver,Johnston Aaron,Hyundai i20 R5
18,1,19,21. 5. 07:35,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014621/,31,Kristensson Tom,Arhusiander David,Ford Fiesta Rally2
19,1,20,21. 5. 07:37,/entryinfo/68111-vodafone-rally-de-portugal-2021/3019317/,32,Rossel Yohan,Coria Alexandre,Citroën C3 Rally2
20,1,21,21. 5. 07:39,/entryinfo/68111-vodafone-rally-de-portugal-2021/3019320/,34,Ciamin Nicolas,Roche Yannick,Citroën C3 Rally2
21,1,22,21. 5. 07:41,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014623/,35,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia Rally2 evo
22,1,23,21. 5. 07:43,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014589/,36,Kaur Egon,Simm Silver,Volkswagen Polo GTI R5
23,1,24,21. 5. 07:45,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014624/,37,Lindholm Emil,Hämäläinen Reeta,Škoda Fabia Rally2 evo
24,1,25,21. 5. 07:47,/entryinfo/68111-vodafone-rally-de-portugal-2021/3016007/,38,Ingram Chris,Whittock Ross,Škoda Fabia Rally2 evo
25,1,26,21. 5. 07:49,/entryinfo/68111-vodafone-rally-de-portugal-2021/3019330/,39,Zaldivar Fabrizio,del Barrio Carlos,Škoda Fabia Rally2 evo
26,1,27,21. 5. 07:51,/entryinfo/68111-vodafone-rally-de-portugal-2021/3019335/,40,Jeets Gregor,Toom Andrus,Škoda Fabia Rally2 evo
27,1,28,21. 5. 07:53,/entryinfo/68111-vodafone-rally-de-portugal-2021/3019341/,41,Mayr-Melnhof Niki,Welsersheimb Leopold,Ford Fiesta Rally2
28,1,29,21. 5. 07:55,/entryinfo/68111-vodafone-rally-de-portugal-2021/3014636/,42,Araújo Armindo,Ramalho Luís,Škoda Fabia Rally2 evo
