,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,14. 2. 07:02,/entryinfo/60140-rally-sweden-2020/2494762/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
1,1,2,14. 2. 07:05,/entryinfo/60140-rally-sweden-2020/2496931/,17,Ogier Sébastien,Ingrassia Julien,Toyota Yaris WRC
2,1,3,14. 2. 07:08,/entryinfo/60140-rally-sweden-2020/2496932/,33,Evans Elfyn,Martin Scott,Toyota Yaris WRC
3,1,4,14. 2. 07:11,/entryinfo/60140-rally-sweden-2020/2501811/,4,Lappi Esapekka,Ferm Janne,Ford Fiesta WRC
4,1,5,14. 2. 07:14,/entryinfo/60140-rally-sweden-2020/2496933/,69,Rovanperä Kalle,Halttunen Jonne,Toyota Yaris WRC
5,1,6,14. 2. 07:17,/entryinfo/60140-rally-sweden-2020/2501812/,3,Suninen Teemu,Lehtinen Jarmo,Ford Fiesta WRC
6,1,7,14. 2. 07:20,/entryinfo/60140-rally-sweden-2020/2496941/,18,Katsuta Takamoto,Barritt Daniel,Toyota Yaris WRC
7,1,8,14. 2. 07:23,/entryinfo/60140-rally-sweden-2020/2494761/,8,Tänak Ott,Järveoja Martin,Hyundai i20 Coupe WRC
8,1,9,14. 2. 07:26,/entryinfo/60140-rally-sweden-2020/2494760/,10,Latvala Jari-Matti,Hänninen Juho,Toyota Yaris WRC
9,1,10,14. 2. 07:29,/entryinfo/60140-rally-sweden-2020/2494764/,16,Breen Craig,Nagle Paul,Hyundai i20 Coupe WRC
10,1,11,14. 2. 07:32,/entryinfo/60140-rally-sweden-2020/2498361/,20,Østberg Mads,Eriksen Torstein,Citroën C3 R5
11,1,12,14. 2. 07:35,/entryinfo/60140-rally-sweden-2020/2501803/,23,Fourmaux Adrien,Jamoul Renaud,Ford Fiesta Rally2
12,1,13,14. 2. 07:38,/entryinfo/60140-rally-sweden-2020/2501203/,21,Gryazin Nikolay,Fedorov Yaroslav,Hyundai i20 R5
13,1,14,14. 2. 07:41,/entryinfo/60140-rally-sweden-2020/2501805/,24,Yates Rhys,Morgan James,Ford Fiesta Rally2
14,1,15,14. 2. 07:44,/entryinfo/60140-rally-sweden-2020/2501199/,22,Veiby Ole Christian,Andersson Jonas,Hyundai i20 R5
15,1,16,14. 2. 07:47,/entryinfo/60140-rally-sweden-2020/2501786/,25,Tidemand Pontus,Barth Patrik,Škoda Fabia Rally2 evo
16,1,17,14. 2. 07:48,/entryinfo/60140-rally-sweden-2020/2501903/,28,Lindholm Emil,Korhonen Mikael,Škoda Fabia Rally2 evo
17,1,18,14. 2. 07:49,/entryinfo/60140-rally-sweden-2020/2501225/,26,Kristoffersson Johan,Skjærmoen Stig Rune,Volkswagen Polo GTI R5
18,1,19,14. 2. 07:50,/entryinfo/60140-rally-sweden-2020/2501348/,58,Huttunen Jari,Lukka Mikko,Hyundai i20 R5
