,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,10. 5. 06:20,/entryinfo/54463-copec-rally-chile-2019/2207908/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
1,1,2,10. 5. 06:22,/entryinfo/54463-copec-rally-chile-2019/2208904/,1,Ogier Sébastien,Ingrassia Julien,Citroën C3 WRC
2,1,3,10. 5. 06:24,/entryinfo/54463-copec-rally-chile-2019/2208909/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
3,1,4,10. 5. 06:26,/entryinfo/54463-copec-rally-chile-2019/2208907/,5,Meeke Kris,Marshall Sebastian,Toyota Yaris WRC
4,1,5,10. 5. 06:28,/entryinfo/54463-copec-rally-chile-2019/2208912/,33,Evans Elfyn,Martin Scott,Ford Fiesta WRC
5,1,6,10. 5. 06:30,/entryinfo/54463-copec-rally-chile-2019/2207912/,89,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
6,1,7,10. 5. 06:32,/entryinfo/54463-copec-rally-chile-2019/2208910/,10,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
7,1,8,10. 5. 06:34,/entryinfo/54463-copec-rally-chile-2019/2208906/,4,Lappi Esapekka,Ferm Janne,Citroën C3 WRC
8,1,9,10. 5. 06:36,/entryinfo/54463-copec-rally-chile-2019/2207914/,19,Loeb Sébastien,Elena Daniel,Hyundai i20 Coupe WRC
9,1,10,10. 5. 06:38,/entryinfo/54463-copec-rally-chile-2019/2208905/,3,Suninen Teemu,Salminen Marko,Ford Fiesta WRC
10,1,11,10. 5. 06:40,/entryinfo/54463-copec-rally-chile-2019/2235698/,37,Bertelli Lorenzo,Scattolin Simone,Ford Fiesta WRC
11,1,12,10. 5. 06:42,/entryinfo/54463-copec-rally-chile-2019/2240634/,21,Greensmith Gus,Edmondson Elliott,Ford Fiesta R5
12,1,13,10. 5. 06:44,/entryinfo/54463-copec-rally-chile-2019/2240636/,23,Østberg Mads,Eriksen Torstein,Citroën C3 R5
13,1,14,10. 5. 06:46,/entryinfo/54463-copec-rally-chile-2019/2240635/,22,Rovanperä Kalle,Halttunen Jonne,Škoda Fabia R5
14,1,15,10. 5. 06:48,/entryinfo/54463-copec-rally-chile-2019/2240637/,24,Bulacia Marco,Cretu Fabian,Škoda Fabia R5
15,1,16,10. 5. 06:50,/entryinfo/54463-copec-rally-chile-2019/2240638/,41,Guerra jr. Benito,Zapata Ortega Jaime,Škoda Fabia R5
16,1,17,10. 5. 06:52,/entryinfo/54463-copec-rally-chile-2019/2240641/,42,Heller Alberto,Díaz José Luis,Ford Fiesta R5
17,1,18,10. 5. 06:54,/entryinfo/54463-copec-rally-chile-2019/2240642/,45,Heller Pedro,Martí Marc,Ford Fiesta R5
18,1,19,10. 5. 06:56,/entryinfo/54463-copec-rally-chile-2019/2240640/,44,Katsuta Takamoto,Barritt Daniel,Ford Fiesta R5
19,1,20,10. 5. 06:58,/entryinfo/54463-copec-rally-chile-2019/2240643/,46,Nobre Paulo,Morales Gabriel,Škoda Fabia R5
20,1,21,10. 5. 07:00,/entryinfo/54463-copec-rally-chile-2019/2240648/,51,Martínez Fontena Jorge,Alvarez Nicholson Alberto,Škoda Fabia R5
21,1,22,10. 5. 07:02,/entryinfo/54463-copec-rally-chile-2019/2240649/,52,Cancio Alejandro,Garcia Santiago,Škoda Fabia R5
22,1,23,10. 5. 07:04,/entryinfo/54463-copec-rally-chile-2019/2240645/,48,Israel Benjamin,Der Ohannesian Marcelo,Citroën C3 R5
23,1,24,10. 5. 07:06,/entryinfo/54463-copec-rally-chile-2019/2240650/,53,Vidaurre Cristóbal,Garcia Ruben,Škoda Fabia R5
24,1,25,10. 5. 07:08,/entryinfo/54463-copec-rally-chile-2019/2240646/,49,Israel Vicente,Ramos Matias,Citroën C3 R5
25,1,26,10. 5. 07:10,/entryinfo/54463-copec-rally-chile-2019/2240656/,59,Etcheverry Tomas,Vera Sebastian,Hyundai i20 R5
26,1,27,10. 5. 07:12,/entryinfo/54463-copec-rally-chile-2019/2240651/,54,Rossi Felipe,Allende Luis Ernesto,Ford Fiesta R5
27,1,28,10. 5. 07:14,/entryinfo/54463-copec-rally-chile-2019/2240655/,58,Scuncio Martin,Roman Javiera,Hyundai i20 R5
28,1,29,10. 5. 07:16,/entryinfo/54463-copec-rally-chile-2019/2240653/,56,Lyon Germán,Uez Ahumada Ignacio,Citroën DS3 R5
29,1,30,10. 5. 07:18,/entryinfo/54463-copec-rally-chile-2019/2240652/,55,Lopez Francisco,Levalle Nicolas,Peugeot 208 T16
30,1,31,10. 5. 07:20,/entryinfo/54463-copec-rally-chile-2019/2240644/,47,Fernández Emilio,Riquelme Joaquin,Škoda Fabia R5
31,1,32,10. 5. 07:22,/entryinfo/54463-copec-rally-chile-2019/2240654/,57,Castro Eduardo,Echazú Puente Julio,Citroën C3 R5
32,1,33,10. 5. 07:24,/entryinfo/54463-copec-rally-chile-2019/2240647/,50,Israel Samuel,Garcia Nicolás,Citroën C3 R5
33,1,34,10. 5. 07:26,/entryinfo/54463-copec-rally-chile-2019/2240657/,71,Rosselot Luis Ignacio,Brizio Marcelo,Mitsubishi Mirage R5
34,1,35,10. 5. 07:28,/entryinfo/54463-copec-rally-chile-2019/2240662/,75,Rosselot Emilio,Cañete Tomas,Citroën DS3 R3T
35,1,36,10. 5. 07:30,/entryinfo/54463-copec-rally-chile-2019/2240665/,77,Hart Mario,Leiva Matias,Citroën DS3 R3T
36,1,37,10. 5. 07:32,/entryinfo/54463-copec-rally-chile-2019/2240661/,74,Marini Lautaro,Arancibia Sebastian,Citroën DS3 R3T
37,1,38,10. 5. 07:34,/entryinfo/54463-copec-rally-chile-2019/2240666/,79,Sierlecki Soenens Ian,Carbone Oswaldo,Citroën DS3 R3T
38,1,39,10. 5. 07:36,/entryinfo/54463-copec-rally-chile-2019/2240664/,76,Rosselot Tadeo,Carvallo Eugenio,Citroën DS3 R3T Max
39,1,40,10. 5. 07:38,/entryinfo/54463-copec-rally-chile-2019/2240660/,73,Ibarra Ramón,Cruz Varela Juan,Renault Clio R3
40,1,41,10. 5. 07:40,/entryinfo/54463-copec-rally-chile-2019/2240689/,99,Vildosola Marcelo,Diaz Gonzalo,Peugeot 208 R2
41,1,42,10. 5. 07:42,/entryinfo/54463-copec-rally-chile-2019/2240685/,95,Muñoz Patricio,Recalt Miguel,Peugeot 208 R2
42,1,43,10. 5. 07:44,/entryinfo/54463-copec-rally-chile-2019/2240680/,90,Kovacs Eduardo,Carrera Juan Pablo,Opel Adam R2
43,1,44,10. 5. 07:46,/entryinfo/54463-copec-rally-chile-2019/2240681/,91,Quezada Jose David,Rosas Alvaro,Ford Fiesta R2
44,1,45,10. 5. 07:48,/entryinfo/54463-copec-rally-chile-2019/2240687/,97,Prieto Carlos,Del Riego Mario Javier,Peugeot 208 R2
45,1,46,10. 5. 07:50,/entryinfo/54463-copec-rally-chile-2019/2240684/,94,Fernandez Jose Tomas,Garrafa Carlos,Ford Fiesta R2T
46,1,47,10. 5. 07:52,/entryinfo/54463-copec-rally-chile-2019/2240682/,92,Martínez Rodríguez Luis Fernando,Sanhueza Juan Manuel,Opel Adam R2
47,1,48,10. 5. 07:54,/entryinfo/54463-copec-rally-chile-2019/2240678/,87,Contin Luigi,Bouvier Sebastián,Peugeot 208 R2
48,1,49,10. 5. 07:56,/entryinfo/54463-copec-rally-chile-2019/2240679/,88,Bastidas Jonathan,Del Solar Arturo,Ford Fiesta R2
49,1,50,10. 5. 07:58,/entryinfo/54463-copec-rally-chile-2019/2240674/,84,Devaud Pedro,Cardenas Diego,Peugeot 208 R2
50,1,51,10. 5. 08:00,/entryinfo/54463-copec-rally-chile-2019/2240677/,86,Gonzalo Tirso,Braun Augusto,Ford Fiesta R2
51,1,52,10. 5. 08:02,/entryinfo/54463-copec-rally-chile-2019/2240683/,93,Nuñez Luis,De Gavardo Antonio,Peugeot 208 R2
52,1,53,10. 5. 08:04,/entryinfo/54463-copec-rally-chile-2019/2240669/,81,Perez Nicolás,Perez Enrique,Peugeot 208 R2
53,1,54,10. 5. 08:06,/entryinfo/54463-copec-rally-chile-2019/2240676/,85,Aguilar Brstilo Diego,Oyarzo Moreno Juan Pablo,Peugeot 208 R2
54,1,55,10. 5. 08:08,/entryinfo/54463-copec-rally-chile-2019/2240671/,82,Perez Diego,Perez Pablo,Peugeot 208 R2
55,2,1,11. 5. 06:30,/entryinfo/54463-copec-rally-chile-2019/2235698/,37,Bertelli Lorenzo,Scattolin Simone,Ford Fiesta WRC
