,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,10. 9. 09:00,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096437/,1,Ogier Sébastien,Ingrassia Julien,Toyota Yaris WRC
1,1,2,10. 9. 09:03,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096438/,33,Evans Elfyn,Martin Scott,Toyota Yaris WRC
2,1,3,10. 9. 09:06,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096434/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 Coupe WRC
3,1,4,10. 9. 09:09,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096440/,69,Rovanperä Kalle,Halttunen Jonne,Toyota Yaris WRC
4,1,5,10. 9. 09:12,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096433/,8,Tänak Ott,Järveoja Martin,Hyundai i20 Coupe WRC
5,1,6,10. 9. 09:15,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096443/,44,Greensmith Gus,Patterson Chris,Ford Fiesta WRC
6,1,7,10. 9. 09:18,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096435/,6,Sordo Dani,Carrera Cándido,Hyundai i20 Coupe WRC
7,1,8,10. 9. 09:21,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103178/,16,Fourmaux Adrien,Jamoul Renaud,Ford Fiesta WRC
8,1,9,10. 9. 09:24,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096476/,7,Loubet Pierre-Louis,Haut-Labourdette Florian,Hyundai i20 Coupe WRC
9,1,10,10. 9. 09:27,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096442/,9,Serderidis Jourdan,Miclotte Frédéric,Ford Fiesta WRC
10,1,11,10. 9. 09:31,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096445/,20,Mikkelsen Andreas,Edmondson Elliott,Škoda Fabia Rally2 evo
11,1,12,10. 9. 09:33,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096469/,21,Østberg Mads,Eriksen Torstein,Citroën C3 Rally2
12,1,13,10. 9. 09:35,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096444/,22,Bulacia Marco,Der Ohannesian Marcelo,Škoda Fabia Rally2 evo
13,1,14,10. 9. 09:37,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096446/,23,Gryazin Nikolay,Aleksandrov Konstantin,Ford Fiesta Rally2
14,1,15,10. 9. 09:39,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3101101/,25,Prokop Martin,Ernst Michal,Ford Fiesta Rally2
15,1,16,10. 9. 09:41,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096473/,26,Johnston Sean,Kihurani Alexander,Citroën C3 Rally2
16,1,17,10. 9. 09:43,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103176/,27,Linnamäe Georg,Morgan James,Škoda Fabia Rally2 evo
17,1,18,10. 9. 09:45,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096461/,28,Solberg Oliver,Johnston Aaron,Hyundai i20 N Rally2
18,1,19,10. 9. 09:47,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103170/,29,"""Crazy Leo""",Woodburn Tom,Citroën C3 Rally2
19,1,20,10. 9. 09:50,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103169/,30,Rossel Yohan,Coria Alexandre,Citroën C3 Rally2
20,1,21,10. 9. 09:52,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096466/,31,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia Rally2 evo
21,1,22,10. 9. 09:54,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103177/,32,Zaldivar Fabrizio,del Barrio Carlos,Škoda Fabia Rally2 evo
22,1,23,10. 9. 09:56,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103175/,34,Ingram Chris,Whittock Ross,Škoda Fabia Rally2 evo
23,1,24,10. 9. 09:58,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103183/,35,Lindholm Emil,Hämäläinen Reeta,Škoda Fabia Rally2 evo
24,1,25,10. 9. 10:00,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103171/,39,Díaz-Aboitiz Miguel,Sanjuan de Eusebio Diego,Škoda Fabia Rally2 evo
25,1,26,10. 9. 10:03,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096465/,40,Athanassoulas Lambros,Zakheos Nikolaos,Hyundai i20 N Rally2
26,1,27,10. 9. 10:05,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096448/,41,Tsouloftas Alexandros,Elia Stelios,Volkswagen Polo GTI R5
27,1,28,10. 9. 10:07,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103181/,43,Nobre Paulo,Morales Gabriel,Škoda Fabia R5
28,1,29,10. 9. 10:09,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096436/,45,Kehagias Giorgos,Tsaousoglou Marios,Škoda Fabia Rally2 evo
29,1,30,10. 9. 10:11,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096451/,46,"""Panagiotis Roustemis""",Nikolopoulos Konstantinos,Citroën DS3 R5
30,1,31,10. 9. 10:13,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096455/,47,Hatzitsopanis Panagiotis,Petropoulos Nikolaos,Ford Fiesta Rally2
31,1,32,10. 9. 10:15,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096452/,48,Velanis Vassileios,Velanis Ioannis,Škoda Fabia Rally2 evo
32,1,33,10. 9. 10:17,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096453/,49,Plagos Ioannis,Rentis Alkis,Citroën C3 Rally2
33,1,34,10. 9. 10:20,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096449/,51,Galatariotis Simos,Ioannou Antonis,Volkswagen Polo GTI R5
34,1,35,10. 9. 10:22,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096468/,52,Halkias Efthimios,Vigkos Andreas,Ford Fiesta R5
35,1,36,10. 9. 10:24,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096450/,53,Panteli Petros,Laos Pambos,Citroën DS3 R5
36,1,37,10. 9. 10:26,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096464/,54,Panagiotis Yannick,Panagiotis Valérie,Citroën C3 Rally2
37,1,38,10. 9. 10:28,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3100261/,55,Iliopoulos Panagiotis,Intzoglou Nikos,Škoda Fabia R5
38,1,39,10. 9. 10:30,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096463/,56,Pyck Filip,Dehouck Peter,Škoda Fabia R5
39,1,40,10. 9. 10:32,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103182/,57,Spanos Dionyssis,Gotovos Sotiris,Škoda Fabia R5
40,1,41,10. 9. 10:34,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096454/,60,Karanikolas Epaminondas,Vassilakis George,Ford Fiesta R5
41,1,42,10. 9. 10:36,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096460/,58,Taylor Molly,Marshall Sebastian,Ford Fiesta Rally3
42,1,43,10. 9. 10:38,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096459/,59,Ziovas Nikolaos,Kouzionis Christos,Ford Fiesta Rally3
43,1,44,10. 9. 10:40,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096457/,61,Lefkaditis Savvas,Kontos Kostas,Peugeot 208 Rally4
44,1,45,10. 9. 10:42,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096458/,62,Papageorgiou Louis,Kougias Vassileios,Peugeot 208 Rally4
45,1,46,10. 9. 10:44,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096478/,63,Theocharopoulos Stephanos,Kotsalis Giorgos,Ford Fiesta R2
46,1,47,10. 9. 10:46,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3103174/,64,Covi Carlo,Lorigiola Michela,Peugeot 208 R2
47,1,48,10. 9. 10:48,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096456/,65,Kaltsounis Haris,Peridis Andreas,Opel Adam R2
48,2,1,11. 9. 07:15,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096476/,7,Loubet Pierre-Louis,Haut-Labourdette Florian,Hyundai i20 Coupe WRC
49,2,2,11. 9. 07:18,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096442/,9,Serderidis Jourdan,Miclotte Frédéric,Ford Fiesta WRC
