,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,9. 3. 09:30,/entryinfo/44257-rally-guanajuato-mexico-2018/1712023/,5,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
1,1,2,9. 3. 09:33,/entryinfo/44257-rally-guanajuato-mexico-2018/1711924/,1,Ogier Sébastien,Ingrassia Julien,Ford Fiesta WRC
2,1,3,9. 3. 09:36,/entryinfo/44257-rally-guanajuato-mexico-2018/1712026/,7,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
3,1,4,9. 3. 09:39,/entryinfo/44257-rally-guanajuato-mexico-2018/1712027/,9,Lappi Esapekka,Ferm Janne,Toyota Yaris WRC
4,1,5,9. 3. 09:42,/entryinfo/44257-rally-guanajuato-mexico-2018/1712025/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
5,1,6,9. 3. 09:45,/entryinfo/44257-rally-guanajuato-mexico-2018/1712022/,4,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
6,1,7,9. 3. 09:48,/entryinfo/44257-rally-guanajuato-mexico-2018/1712038/,10,Meeke Kris,Nagle Paul,Citroën C3 WRC
7,1,8,9. 3. 09:51,/entryinfo/44257-rally-guanajuato-mexico-2018/1711945/,2,Evans Elfyn,Barritt Daniel,Ford Fiesta WRC
8,1,9,9. 3. 09:54,/entryinfo/44257-rally-guanajuato-mexico-2018/1711951/,3,Suninen Teemu,Markkula Mikko,Ford Fiesta WRC
9,1,10,9. 3. 09:57,/entryinfo/44257-rally-guanajuato-mexico-2018/1712024/,6,Sordo Dani,del Barrio Carlos,Hyundai i20 Coupe WRC
10,1,11,9. 3. 10:00,/entryinfo/44257-rally-guanajuato-mexico-2018/1712039/,11,Loeb Sébastien,Elena Daniel,Citroën C3 WRC
11,1,12,9. 3. 10:03,/entryinfo/44257-rally-guanajuato-mexico-2018/1727942/,31,Tidemand Pontus,Andersson Jonas,Škoda Fabia R5
12,1,13,9. 3. 10:06,/entryinfo/44257-rally-guanajuato-mexico-2018/1727939/,32,Huttunen Jari,Linnaketo Antti,Hyundai i20 R5
13,1,14,9. 3. 10:09,/entryinfo/44257-rally-guanajuato-mexico-2018/1727940/,33,Rovanperä Kalle,Halttunen Jonne,Škoda Fabia R5
14,1,15,9. 3. 10:12,/entryinfo/44257-rally-guanajuato-mexico-2018/1727946/,35,Bulacia Marco,Mussano Fernando,Ford Fiesta R5
15,1,16,9. 3. 10:15,/entryinfo/44257-rally-guanajuato-mexico-2018/1717761/,36,Solans Nil,Ibáñez Sotos Miquel,Ford Fiesta R5
16,1,17,9. 3. 10:18,/entryinfo/44257-rally-guanajuato-mexico-2018/1727947/,38,Greensmith Gus,Parry Craig,Ford Fiesta R5
17,1,18,9. 3. 10:21,/entryinfo/44257-rally-guanajuato-mexico-2018/1727951/,39,Heller Pedro,Olmos Pablo,Ford Fiesta R5
