,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,26. 10. 08:00,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975186/,5,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
1,1,2,26. 10. 08:03,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975182/,1,Ogier Sébastien,Ingrassia Julien,Ford Fiesta WRC
2,1,3,26. 10. 08:06,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975189/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
3,1,4,26. 10. 08:09,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975190/,9,Lappi Esapekka,Ferm Janne,Toyota Yaris WRC
4,1,5,26. 10. 08:12,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975188/,7,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
5,1,6,26. 10. 08:15,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975185/,4,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
6,1,7,26. 10. 08:18,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975187/,6,Sordo Dani,del Barrio Carlos,Hyundai i20 Coupe WRC
7,1,8,26. 10. 08:21,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975191/,11,Breen Craig,Martin Scott,Citroën C3 WRC
8,1,9,26. 10. 08:24,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975184/,3,Suninen Teemu,Markkula Mikko,Ford Fiesta WRC
9,1,10,26. 10. 08:27,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975183/,2,Evans Elfyn,Barritt Daniel,Ford Fiesta WRC
10,1,11,26. 10. 08:30,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975192/,10,Loeb Sébastien,Elena Daniel,Citroën C3 WRC
11,1,12,26. 10. 08:33,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1992871/,12,Al-Qassimi Khalid,Patterson Chris,Citroën C3 WRC
12,1,13,26. 10. 08:36,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1978536/,43,Block Ken,Gelsomino Alessandro,Ford Fiesta WRC
13,1,14,26. 10. 08:38,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1992872/,31,Kopecký Jan,Dresler Pavel,Škoda Fabia R5
14,1,15,26. 10. 08:40,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1992873/,32,Rovanperä Kalle,Halttunen Jonne,Škoda Fabia R5
15,1,16,26. 10. 08:42,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1992910/,33,Pieniążek Łukasz,Mazur Przemysław,Škoda Fabia R5
16,1,17,26. 10. 08:44,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1992912/,34,Andolfi Fabio,Scattolin Simone,Škoda Fabia R5
17,1,18,26. 10. 08:46,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1992874/,35,Huttunen Jari,Linnaketo Antti,Hyundai i20 R5
