,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,9. 9. 07:30,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424290/,69,Rovanperä Kalle,Halttunen Jonne,Toyota GR Yaris Rally1
1,1,2,9. 9. 07:33,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424302/,8,Tänak Ott,Järveoja Martin,Hyundai i20 N Rally1
2,1,3,9. 9. 07:36,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424294/,33,Evans Elfyn,Martin Scott,Toyota GR Yaris Rally1
3,1,4,9. 9. 07:39,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424298/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 N Rally1
4,1,5,9. 9. 07:42,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424300/,18,Katsuta Takamoto,Johnston Aaron,Toyota GR Yaris Rally1
5,1,6,9. 9. 07:45,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424299/,42,Breen Craig,Nagle Paul,Ford Puma Rally1
6,1,7,9. 9. 07:48,/entryinfo/73366-eko-acropolis-rally-greece-2022/3436850/,4,Lappi Esapekka,Ferm Janne,Toyota GR Yaris Rally1
7,1,8,9. 9. 07:51,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424301/,19,Loeb Sébastien,Galmiche Isabelle,Ford Puma Rally1
8,1,9,9. 9. 07:54,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424303/,6,Sordo Dani,Carrera Cándido,Hyundai i20 N Rally1
9,1,10,9. 9. 07:57,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424295/,44,Greensmith Gus,Andersson Jonas,Ford Puma Rally1
10,1,11,9. 9. 08:00,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424304/,7,Loubet Pierre-Louis,Landais Vincent,Ford Puma Rally1
11,1,12,9. 9. 08:03,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424149/,9,Serderidis Jourdan,Miclotte Frédéric,Ford Puma Rally1
12,1,13,9. 9. 08:06,/entryinfo/73366-eko-acropolis-rally-greece-2022/3437171/,20,Mikkelsen Andreas,Eriksen Torstein,Škoda Fabia Rally2 evo
13,1,14,9. 9. 08:08,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448669/,21,Rossel Yohan,Sarreaud Valentin,Citroën C3 Rally2
14,1,15,9. 9. 08:10,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441025/,22,Suninen Teemu,Markkula Mikko,Hyundai i20 N Rally2
15,1,16,9. 9. 08:12,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441020/,23,Gryazin Nikolay,Aleksandrov Konstantin,Škoda Fabia Rally2 evo
16,1,17,9. 9. 08:14,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441019/,24,Brynildsen Eyvind,Eilertsen Roger,Škoda Fabia Rally2 evo
17,1,18,9. 9. 08:16,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448667/,25,Lindholm Emil,Hämäläinen Reeta,Škoda Fabia Rally2 evo
18,1,19,9. 9. 08:18,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448671/,26,Ingram Chris,Drew Craig,Škoda Fabia Rally2 evo
19,1,20,9. 9. 08:20,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448658/,27,Bulacia Bruno,Martí Marc,Škoda Fabia Rally2 evo
20,1,21,9. 9. 08:22,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441022/,28,Linnamäe Georg,Morgan James,Volkswagen Polo GTI R5
21,1,22,9. 9. 08:24,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424307/,29,Zaldivar Fabrizio,Der Ohannesian Marcelo,Hyundai i20 N Rally2
22,1,23,9. 9. 08:26,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448674/,30,Gill Gaurav,Morales Gabriel,Škoda Fabia R5
23,1,24,9. 9. 08:28,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448663/,31,Munster Grégoire,Louka Louis,Hyundai i20 N Rally2
24,1,25,9. 9. 08:30,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448665/,32,Prokop Martin,Ernst Michal,Ford Fiesta Rally2
25,1,26,9. 9. 08:32,/entryinfo/73366-eko-acropolis-rally-greece-2022/3449419/,35,Kremer Armin,Gottschalk Timo,Škoda Fabia Rally2 evo
26,1,27,9. 9. 08:34,/entryinfo/73366-eko-acropolis-rally-greece-2022/3449417/,36,Martínez Fontena Jorge,Alvarez Nicholson Alberto,Škoda Fabia Rally2 evo
27,1,28,9. 9. 08:36,/entryinfo/73366-eko-acropolis-rally-greece-2022/3449416/,37,Raoux Jean-Michel,Magat Laurent,Volkswagen Polo GTI R5
28,1,29,9. 9. 08:38,/entryinfo/73366-eko-acropolis-rally-greece-2022/3449414/,38,Rieu Jonathan,Escartefigue Jules,Citroën C3 Rally2
29,1,30,9. 9. 08:40,/entryinfo/73366-eko-acropolis-rally-greece-2022/3449415/,39,Rosati Frédéric,Pascaud Loris,Hyundai i20 N Rally2
30,1,31,9. 9. 08:42,/entryinfo/73366-eko-acropolis-rally-greece-2022/3449413/,40,Arengi Bentivoglio Fabrizio,Bosi Massimiliano,Škoda Fabia Rally2 evo
31,1,32,9. 9. 08:44,/entryinfo/73366-eko-acropolis-rally-greece-2022/3449412/,41,Castro Eduardo,Mussano Fernando,Škoda Fabia Rally2 evo
32,1,33,9. 9. 08:46,/entryinfo/73366-eko-acropolis-rally-greece-2022/3449411/,43,Covi Carlo,Lorigiola Michela,Škoda Fabia R5
33,1,34,9. 9. 08:48,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441075/,45,Salvi Diogo,Magalhães Hugo,Škoda Fabia Rally2 evo
34,1,35,9. 9. 08:50,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424146/,47,Kehagias Giorgos,Sainis Dimitris,Škoda Fabia Rally2 evo
35,1,36,9. 9. 08:52,/entryinfo/73366-eko-acropolis-rally-greece-2022/3436155/,48,"""Panagiotis Roustemis""",Bakloris Christos,Škoda Fabia Rally2 evo
36,1,37,9. 9. 08:54,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424140/,49,Athanassoulas Lambros,Zakheos Nikolaos,Hyundai i20 N Rally2
37,1,38,9. 9. 08:56,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441017/,50,Tsouloftas Alexandros,Whittock Ross,Volkswagen Polo GTI R5
38,1,39,9. 9. 08:58,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424277/,51,Karellis Chrisostomos,Mahaeras Leonidas,Citroën C3 Rally2
39,1,40,9. 9. 09:00,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424141/,52,Stefanis Manos,Stefanis Konstantinos,Hyundai i20 N Rally2
40,1,41,9. 9. 09:02,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424143/,53,Velanis Vassileios,Velanis Ioannis,Škoda Fabia Rally2 evo
41,1,42,9. 9. 09:04,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424147/,54,Halkias Efthimios,Vigkos Andreas,Škoda Fabia Rally2 evo
42,1,43,9. 9. 09:06,/entryinfo/73366-eko-acropolis-rally-greece-2022/3449410/,55,Puskádi János,Gódor Barnabás,Škoda Fabia Rally2 evo
43,1,44,9. 9. 09:08,/entryinfo/73366-eko-acropolis-rally-greece-2022/3425237/,56,Vassilakis George,Soukoulis Konstantinos,Ford Fiesta R5
44,1,45,9. 9. 09:10,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448657/,46,Díaz-Aboitiz Miguel,Hereu Jordi,Škoda Fabia Rally2 evo
45,1,46,9. 9. 09:12,/entryinfo/73366-eko-acropolis-rally-greece-2022/3447155/,57,Spanos Dionyssis,Gotovos Sotiris,Škoda Fabia Rally2 evo
46,1,47,9. 9. 09:16,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441028/,58,Pajari Sami,Mälkönen Enni,Ford Fiesta Rally3
47,1,48,9. 9. 09:18,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441030/,59,Armstrong Jon,Hoy Brian,Ford Fiesta Rally3
48,1,49,9. 9. 09:20,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441029/,60,Virves Robert,Thulin Julia,Ford Fiesta Rally3
49,1,50,9. 9. 09:22,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441027/,61,Joona Lauri,Korhonen Mikael,Ford Fiesta Rally3
50,1,51,9. 9. 09:24,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441031/,62,Creighton William,Regan Liam,Ford Fiesta Rally3
51,1,52,9. 9. 09:26,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448675/,64,Domínguez Jr. Diego,Peñate Rogelio,Ford Fiesta Rally3
52,1,53,9. 9. 09:28,/entryinfo/73366-eko-acropolis-rally-greece-2022/3425235/,65,Karanikolas Epaminondas,Kakavas Giorgos,Ford Fiesta Rally3
53,1,54,9. 9. 09:30,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424279/,66,Ismailos Panos,Harryman Allan,Ford Fiesta Rally3
54,1,55,9. 9. 09:32,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441032/,63,Kimathi McRae,Kioni Mwangi,Ford Fiesta Rally3
55,1,56,9. 9. 09:35,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441016/,68,Panteli Petros,Laos Pambos,Citroën DS3 R5
56,1,57,9. 9. 09:37,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448656/,70,Pyck Filip,Dehouck Peter,Škoda Fabia R5
57,1,58,9. 9. 09:39,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424148/,71,Athanassopoulos Giorgos,Bardakis Spyros,Škoda Fabia R5
58,1,59,9. 9. 09:41,/entryinfo/73366-eko-acropolis-rally-greece-2022/3437208/,72,Campagnoli Gabriele,Arena Nicola,Ford Fiesta Rally3
59,1,60,9. 9. 09:43,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424145/,73,Lefkaditis Savvas,Akratos Evangelos,Peugeot 208 Rally4
60,1,61,9. 9. 09:45,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424142/,74,Chatzimarkos Paschalis,Tsaousoglou Marios,Peugeot 208 Rally4
61,1,62,9. 9. 09:47,/entryinfo/73366-eko-acropolis-rally-greece-2022/3434020/,75,Theocharopoulos Stephanos,Kotsalis Giorgos,Ford Fiesta Rally4
62,1,63,9. 9. 09:49,/entryinfo/73366-eko-acropolis-rally-greece-2022/3449421/,76,Mauro Sánchez Alejandro,Sanjuan de Eusebio Diego,Renault Clio Rally4
63,1,64,9. 9. 09:51,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424144/,77,Papageorgiou Louis,Kougias Vassileios,Citroën DS3 R3T Max
64,1,65,9. 9. 09:53,/entryinfo/73366-eko-acropolis-rally-greece-2022/3425239/,78,Kalamaras Teo,Psaraki Vicky,Peugeot 208 Rally4
65,1,66,9. 9. 09:55,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424151/,79,Kanellopoulos Anastasios,Kofinas Konstantinos,Peugeot 208 Rally4
66,1,67,9. 9. 09:57,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424150/,80,Kaltsounis Haris,Mataliotakis Alexandros,Opel Corsa Rally4
67,2,1,10. 9. 07:15,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424149/,9,Serderidis Jourdan,Miclotte Frédéric,Ford Puma Rally1
68,2,2,10. 9. 07:19,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424299/,42,Breen Craig,Nagle Paul,Ford Puma Rally1
69,2,3,10. 9. 07:22,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424300/,18,Katsuta Takamoto,Johnston Aaron,Toyota GR Yaris Rally1
70,2,4,10. 9. 07:25,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424290/,69,Rovanperä Kalle,Halttunen Jonne,Toyota GR Yaris Rally1
71,2,5,10. 9. 07:28,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424294/,33,Evans Elfyn,Martin Scott,Toyota GR Yaris Rally1
72,2,6,10. 9. 07:31,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424295/,44,Greensmith Gus,Andersson Jonas,Ford Puma Rally1
73,2,7,10. 9. 07:34,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424302/,8,Tänak Ott,Järveoja Martin,Hyundai i20 N Rally1
74,2,8,10. 9. 07:37,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424303/,6,Sordo Dani,Carrera Cándido,Hyundai i20 N Rally1
75,2,9,10. 9. 07:40,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424298/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 N Rally1
76,2,10,10. 9. 07:43,/entryinfo/73366-eko-acropolis-rally-greece-2022/3436850/,4,Lappi Esapekka,Ferm Janne,Toyota GR Yaris Rally1
77,2,11,10. 9. 07:46,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424304/,7,Loubet Pierre-Louis,Landais Vincent,Ford Puma Rally1
78,2,12,10. 9. 07:49,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424301/,19,Loeb Sébastien,Galmiche Isabelle,Ford Puma Rally1
79,2,13,10. 9. 07:51,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448667/,25,Lindholm Emil,Hämäläinen Reeta,Škoda Fabia Rally2 evo
80,2,14,10. 9. 07:53,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441020/,23,Gryazin Nikolay,Aleksandrov Konstantin,Škoda Fabia Rally2 evo
81,2,15,10. 9. 07:55,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441025/,22,Suninen Teemu,Markkula Mikko,Hyundai i20 N Rally2
82,2,16,10. 9. 07:57,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448669/,21,Rossel Yohan,Sarreaud Valentin,Citroën C3 Rally2
83,2,17,10. 9. 07:59,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441019/,24,Brynildsen Eyvind,Eilertsen Roger,Škoda Fabia Rally2 evo
84,2,18,10. 9. 08:01,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441022/,28,Linnamäe Georg,Morgan James,Volkswagen Polo GTI R5
85,2,19,10. 9. 08:03,/entryinfo/73366-eko-acropolis-rally-greece-2022/3448658/,27,Bulacia Bruno,Martí Marc,Škoda Fabia Rally2 evo
86,2,20,10. 9. 08:05,/entryinfo/73366-eko-acropolis-rally-greece-2022/3437171/,20,Mikkelsen Andreas,Eriksen Torstein,Škoda Fabia Rally2 evo
87,2,21,10. 9. 08:07,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424140/,49,Athanassoulas Lambros,Zakheos Nikolaos,Hyundai i20 N Rally2
88,2,22,10. 9. 08:09,/entryinfo/73366-eko-acropolis-rally-greece-2022/3441017/,50,Tsouloftas Alexandros,Whittock Ross,Volkswagen Polo GTI R5
