,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,9. 10. 05:45,/entryinfo/60433-rally-italia-sardegna-2020/2789324/,33,Evans Elfyn,Martin Scott,Toyota Yaris WRC
1,1,2,9. 10. 05:48,/entryinfo/60433-rally-italia-sardegna-2020/2789318/,17,Ogier Sébastien,Ingrassia Julien,Toyota Yaris WRC
2,1,3,9. 10. 05:51,/entryinfo/60433-rally-italia-sardegna-2020/2789334/,8,Tänak Ott,Järveoja Martin,Hyundai i20 Coupe WRC
3,1,4,9. 10. 05:54,/entryinfo/60433-rally-italia-sardegna-2020/2789333/,69,Rovanperä Kalle,Halttunen Jonne,Toyota Yaris WRC
4,1,5,9. 10. 05:57,/entryinfo/60433-rally-italia-sardegna-2020/2789335/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
5,1,6,9. 10. 06:00,/entryinfo/60433-rally-italia-sardegna-2020/2789655/,4,Lappi Esapekka,Ferm Janne,Ford Fiesta WRC
6,1,7,9. 10. 06:03,/entryinfo/60433-rally-italia-sardegna-2020/2789656/,3,Suninen Teemu,Lehtinen Jarmo,Ford Fiesta WRC
7,1,8,9. 10. 06:06,/entryinfo/60433-rally-italia-sardegna-2020/2797376/,44,Greensmith Gus,Edmondson Elliott,Ford Fiesta WRC
8,1,9,9. 10. 06:09,/entryinfo/60433-rally-italia-sardegna-2020/2789657/,18,Katsuta Takamoto,Barritt Daniel,Toyota Yaris WRC
9,1,10,9. 10. 06:12,/entryinfo/60433-rally-italia-sardegna-2020/2791653/,6,Sordo Dani,del Barrio Carlos,Hyundai i20 Coupe WRC
10,1,11,9. 10. 06:15,/entryinfo/60433-rally-italia-sardegna-2020/2790967/,7,Loubet Pierre-Louis,Landais Vincent,Hyundai i20 Coupe WRC
11,1,12,9. 10. 06:17,/entryinfo/60433-rally-italia-sardegna-2020/2804735/,23,Tidemand Pontus,Barth Patrik,Škoda Fabia Rally2 evo
12,1,13,9. 10. 06:19,/entryinfo/60433-rally-italia-sardegna-2020/2804737/,24,Østberg Mads,Eriksen Torstein,Citroën C3 R5
13,1,14,9. 10. 06:21,/entryinfo/60433-rally-italia-sardegna-2020/2804739/,25,Fourmaux Adrien,Jamoul Renaud,Ford Fiesta Rally2
14,1,15,9. 10. 06:23,/entryinfo/60433-rally-italia-sardegna-2020/2804743/,26,Gryazin Nikolay,Aleksandrov Konstantin,Hyundai i20 R5
15,1,16,9. 10. 06:25,/entryinfo/60433-rally-italia-sardegna-2020/2804741/,27,Veiby Ole Christian,Andersson Jonas,Hyundai i20 R5
16,1,17,9. 10. 06:27,/entryinfo/60433-rally-italia-sardegna-2020/2797322/,28,Brynildsen Eyvind,Minor Ilka,Škoda Fabia Rally2 evo
17,1,18,9. 10. 06:29,/entryinfo/60433-rally-italia-sardegna-2020/2804732/,22,Prokop Martin,Jůrka Zdeněk,Ford Fiesta RS WRC
18,1,19,9. 10. 06:31,/entryinfo/60433-rally-italia-sardegna-2020/2797328/,29,Bulacia Marco,Der Ohannesian Marcelo,Citroën C3 R5
19,1,20,9. 10. 06:33,/entryinfo/60433-rally-italia-sardegna-2020/2791636/,30,Huttunen Jari,Lukka Mikko,Hyundai i20 R5
20,1,21,9. 10. 06:35,/entryinfo/60433-rally-italia-sardegna-2020/2804750/,31,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia Rally2 evo
21,1,22,9. 10. 06:37,/entryinfo/60433-rally-italia-sardegna-2020/2804742/,32,Solberg Oliver,Johnston Aaron,Škoda Fabia Rally2 evo
22,1,23,9. 10. 06:39,/entryinfo/60433-rally-italia-sardegna-2020/2804745/,34,Ciamin Nicolas,Roche Yannick,Citroën C3 R5
23,1,24,9. 10. 06:41,/entryinfo/60433-rally-italia-sardegna-2020/2804747/,35,Camilli Eric,Buresi François-Xavier,Citroën C3 R5
