,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,18. 9. 15:50,/entryinfo/60436-rally-turkey-marmaris-2020/2777495/,17,Ogier Sébastien,Ingrassia Julien,Toyota Yaris WRC
1,1,2,18. 9. 15:53,/entryinfo/60436-rally-turkey-marmaris-2020/2777496/,33,Evans Elfyn,Martin Scott,Toyota Yaris WRC
2,1,3,18. 9. 15:56,/entryinfo/60436-rally-turkey-marmaris-2020/2777493/,8,Tänak Ott,Järveoja Martin,Hyundai i20 Coupe WRC
3,1,4,18. 9. 15:59,/entryinfo/60436-rally-turkey-marmaris-2020/2777497/,69,Rovanperä Kalle,Halttunen Jonne,Toyota Yaris WRC
4,1,5,18. 9. 16:02,/entryinfo/60436-rally-turkey-marmaris-2020/2777492/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
5,1,6,18. 9. 16:05,/entryinfo/60436-rally-turkey-marmaris-2020/2777498/,3,Suninen Teemu,Lehtinen Jarmo,Ford Fiesta WRC
6,1,7,18. 9. 16:08,/entryinfo/60436-rally-turkey-marmaris-2020/2777499/,4,Lappi Esapekka,Ferm Janne,Ford Fiesta WRC
7,1,8,18. 9. 16:11,/entryinfo/60436-rally-turkey-marmaris-2020/2777494/,9,Loeb Sébastien,Elena Daniel,Hyundai i20 Coupe WRC
8,1,9,18. 9. 16:14,/entryinfo/60436-rally-turkey-marmaris-2020/2781615/,44,Greensmith Gus,Edmondson Elliott,Ford Fiesta WRC
9,1,10,18. 9. 16:17,/entryinfo/60436-rally-turkey-marmaris-2020/2781612/,7,Loubet Pierre-Louis,Landais Vincent,Hyundai i20 Coupe WRC
10,1,11,18. 9. 16:20,/entryinfo/60436-rally-turkey-marmaris-2020/2781613/,21,Tidemand Pontus,Barth Patrik,Škoda Fabia Rally2 evo
11,1,12,18. 9. 16:23,/entryinfo/60436-rally-turkey-marmaris-2020/2781614/,22,Fourmaux Adrien,Jamoul Renaud,Ford Fiesta Rally2
12,1,13,18. 9. 16:26,/entryinfo/60436-rally-turkey-marmaris-2020/2781618/,23,Brynildsen Eyvind,Minor Ilka,Škoda Fabia Rally2 evo
13,1,14,18. 9. 16:29,/entryinfo/60436-rally-turkey-marmaris-2020/2781616/,24,Bulacia Marco,Der Ohannesian Marcelo,Citroën C3 R5
14,1,15,18. 9. 16:32,/entryinfo/60436-rally-turkey-marmaris-2020/2781619/,25,Fernández Emilio,Garcia Ruben,Škoda Fabia Rally2 evo
15,1,16,18. 9. 16:35,/entryinfo/60436-rally-turkey-marmaris-2020/2781620/,26,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia Rally2 evo
16,1,17,18. 9. 16:38,/entryinfo/60436-rally-turkey-marmaris-2020/2781627/,34,Johnston Sean,Kihurani Alexander,Citroën C3 R5
17,1,18,18. 9. 16:41,/entryinfo/60436-rally-turkey-marmaris-2020/2781624/,28,Avci Yağiz,Vatansever Onur,Citroën C3 R5
18,1,19,18. 9. 16:44,/entryinfo/60436-rally-turkey-marmaris-2020/2781625/,29,Çukurova Burak,Akcay Burak,Škoda Fabia R5
19,1,20,18. 9. 16:47,/entryinfo/60436-rally-turkey-marmaris-2020/2781628/,31,Heller Alberto,Martí Marc,Ford Fiesta Rally2
