,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,23. 4. 07:46,/entryinfo/67214-croatia-rally-2021/2945123/,69,Rovanperä Kalle,Halttunen Jonne,Toyota Yaris WRC
1,1,2,23. 4. 07:49,/entryinfo/67214-croatia-rally-2021/2945122/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 Coupe WRC
2,1,3,23. 4. 07:52,/entryinfo/67214-croatia-rally-2021/2945120/,1,Ogier Sébastien,Ingrassia Julien,Toyota Yaris WRC
3,1,4,23. 4. 07:55,/entryinfo/67214-croatia-rally-2021/2945121/,33,Evans Elfyn,Martin Scott,Toyota Yaris WRC
4,1,5,23. 4. 07:58,/entryinfo/67214-croatia-rally-2021/2945126/,8,Tänak Ott,Järveoja Martin,Hyundai i20 Coupe WRC
5,1,6,23. 4. 08:01,/entryinfo/67214-croatia-rally-2021/2969686/,42,Breen Craig,Nagle Paul,Hyundai i20 Coupe WRC
6,1,7,23. 4. 08:04,/entryinfo/67214-croatia-rally-2021/2945125/,18,Katsuta Takamoto,Barritt Daniel,Toyota Yaris WRC
7,1,8,23. 4. 08:07,/entryinfo/67214-croatia-rally-2021/2945127/,44,Greensmith Gus,Patterson Chris,Ford Fiesta WRC
8,1,9,23. 4. 08:10,/entryinfo/67214-croatia-rally-2021/2945128/,16,Fourmaux Adrien,Jamoul Renaud,Ford Fiesta WRC
9,1,10,23. 4. 08:13,/entryinfo/67214-croatia-rally-2021/2945129/,7,Loubet Pierre-Louis,Landais Vincent,Hyundai i20 Coupe WRC
10,1,11,23. 4. 08:15,/entryinfo/67214-croatia-rally-2021/2968297/,20,Mikkelsen Andreas,Fløene Ola,Škoda Fabia Rally2 evo
11,1,12,23. 4. 08:17,/entryinfo/67214-croatia-rally-2021/2990621/,21,Gryazin Nikolay,Aleksandrov Konstantin,Volkswagen Polo GTI R5
12,1,13,23. 4. 08:19,/entryinfo/67214-croatia-rally-2021/3001683/,22,Bulacia Marco,Der Ohannesian Marcelo,Škoda Fabia Rally2 evo
13,1,14,23. 4. 08:21,/entryinfo/67214-croatia-rally-2021/2991477/,23,Brazzoli Enrico,Barone Maurizio,Škoda Fabia R5
14,1,15,23. 4. 08:24,/entryinfo/67214-croatia-rally-2021/2970868/,24,Østberg Mads,Eriksen Torstein,Citroën C3 Rally2
15,1,16,23. 4. 08:26,/entryinfo/67214-croatia-rally-2021/3000475/,25,Suninen Teemu,Markkula Mikko,Ford Fiesta Rally2
16,1,17,23. 4. 08:28,/entryinfo/67214-croatia-rally-2021/2984026/,26,Kristensson Tom,Arhusiander David,Ford Fiesta Rally2
17,1,18,23. 4. 08:29,/entryinfo/67214-croatia-rally-2021/2993294/,27,Rossel Yohan,Coria Alexandre,Citroën C3 Rally2
18,1,19,23. 4. 08:30,/entryinfo/67214-croatia-rally-2021/3001680/,28,Ciamin Nicolas,Roche Yannick,Citroën C3 Rally2
19,1,20,23. 4. 08:31,/entryinfo/67214-croatia-rally-2021/2977283/,29,Neubauer Hermann,Ettel Bernhard,Ford Fiesta Rally2
20,1,21,23. 4. 08:32,/entryinfo/67214-croatia-rally-2021/3001679/,30,De Cecco Cédric,Humblet Jérôme,Škoda Fabia Rally2 evo
21,1,22,23. 4. 08:33,/entryinfo/67214-croatia-rally-2021/2977329/,31,Keferböck Johannes,Minor Ilka,Škoda Fabia Rally2 evo
22,1,23,23. 4. 08:35,/entryinfo/67214-croatia-rally-2021/2987340/,32,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia Rally2 evo
23,1,24,23. 4. 08:36,/entryinfo/67214-croatia-rally-2021/2994458/,34,Lindholm Emil,Korhonen Mikael,Škoda Fabia Rally2 evo
24,1,25,23. 4. 08:37,/entryinfo/67214-croatia-rally-2021/3000660/,35,Ingram Chris,Whittock Ross,Škoda Fabia Rally2 evo
25,1,26,23. 4. 08:38,/entryinfo/67214-croatia-rally-2021/3001675/,36,Arai Hiroki,Heigl Jürgen,Ford Fiesta Rally2
26,1,27,23. 4. 08:39,/entryinfo/67214-croatia-rally-2021/2992541/,37,Zaldivar Fabrizio,del Barrio Carlos,Škoda Fabia Rally2 evo
27,1,28,23. 4. 08:40,/entryinfo/67214-croatia-rally-2021/3001674/,38,Mayr-Melnhof Niki,Welsersheimb Leopold,Ford Fiesta Rally2
28,1,29,23. 4. 08:41,/entryinfo/67214-croatia-rally-2021/3001060/,40,Bedoret Sébastien,Walbrecq Thomas,Škoda Fabia R5
