,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,29. 9. 05:45,/entryinfo/73367-repco-rally-new-zealand-2022/3475620/,69,Rovanperä Kalle,Halttunen Jonne,Toyota GR Yaris Rally1
1,1,2,29. 9. 05:48,/entryinfo/73367-repco-rally-new-zealand-2022/3475628/,8,Tänak Ott,Järveoja Martin,Hyundai i20 N Rally1
2,1,3,29. 9. 05:51,/entryinfo/73367-repco-rally-new-zealand-2022/3475632/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 N Rally1
3,1,4,29. 9. 05:54,/entryinfo/73367-repco-rally-new-zealand-2022/3475629/,33,Evans Elfyn,Martin Scott,Toyota GR Yaris Rally1
4,1,5,29. 9. 05:57,/entryinfo/73367-repco-rally-new-zealand-2022/3475634/,18,Katsuta Takamoto,Johnston Aaron,Toyota GR Yaris Rally1
5,1,6,29. 9. 06:00,/entryinfo/73367-repco-rally-new-zealand-2022/3475636/,42,Breen Craig,Nagle Paul,Ford Puma Rally1
6,1,7,29. 9. 06:03,/entryinfo/73367-repco-rally-new-zealand-2022/3475641/,44,Greensmith Gus,Andersson Jonas,Ford Puma Rally1
7,1,8,29. 9. 06:06,/entryinfo/73367-repco-rally-new-zealand-2022/3475616/,1,Ogier Sébastien,Veillas Benjamin,Toyota GR Yaris Rally1
8,1,9,29. 9. 06:09,/entryinfo/73367-repco-rally-new-zealand-2022/3475639/,2,Solberg Oliver,Edmondson Elliott,Hyundai i20 N Rally1
9,1,10,29. 9. 06:12,/entryinfo/73367-repco-rally-new-zealand-2022/3475623/,37,Bertelli Lorenzo,Granai Lorenzo,Ford Puma Rally1
10,1,11,29. 9. 06:14,/entryinfo/73367-repco-rally-new-zealand-2022/3475651/,20,Paddon Hayden,Kennard John,Hyundai i20 N Rally2
11,1,12,29. 9. 06:16,/entryinfo/73367-repco-rally-new-zealand-2022/3475650/,21,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia Rally2 evo
12,1,13,29. 9. 06:18,/entryinfo/73367-repco-rally-new-zealand-2022/3475691/,22,Hunt Ben,Rawstorn Tony,Škoda Fabia Rally2 evo
13,1,14,29. 9. 06:20,/entryinfo/73367-repco-rally-new-zealand-2022/3475693/,23,van Gisbergen Shane,Weston Glen,Škoda Fabia R5
14,1,15,29. 9. 06:22,/entryinfo/73367-repco-rally-new-zealand-2022/3475695/,24,Bates Harry,McCarthy John,Škoda Fabia Rally2 evo
15,1,16,29. 9. 06:24,/entryinfo/73367-repco-rally-new-zealand-2022/3475696/,25,Horan Raana,Connor Michael,Škoda Fabia Rally2 evo
16,1,17,29. 9. 06:26,/entryinfo/73367-repco-rally-new-zealand-2022/3475698/,26,Bawden Todd,Burborough Paul,Ford Fiesta Rally2
17,1,18,29. 9. 06:28,/entryinfo/73367-repco-rally-new-zealand-2022/3475702/,27,Jones Kingsley,Jones Waverley,Škoda Fabia R5
18,1,19,29. 9. 06:30,/entryinfo/73367-repco-rally-new-zealand-2022/3475705/,28,Kremer Armin,Kremer Ella,Citroën C3 Rally2
19,1,20,29. 9. 06:32,/entryinfo/73367-repco-rally-new-zealand-2022/3475706/,29,Anear Luke,Sarandis Andrew,Ford Fiesta Rally2
20,1,21,29. 9. 06:34,/entryinfo/73367-repco-rally-new-zealand-2022/3475707/,30,Martin Andy,Hayward Matt,Volkswagen Polo GTI R5
21,1,22,29. 9. 06:36,/entryinfo/73367-repco-rally-new-zealand-2022/3475710/,31,Díaz-Aboitiz Miguel,Hereu Jordi,Škoda Fabia Rally2 evo
22,1,23,29. 9. 06:40,/entryinfo/73367-repco-rally-new-zealand-2022/3475714/,32,Stokes Robbie,Stokes Amy,Ford Fiesta AP4
23,1,24,29. 9. 06:41,/entryinfo/73367-repco-rally-new-zealand-2022/3475716/,34,Summerfield Matt,Summerfield Nicole,Mitsubishi Mirage AP4
24,1,25,29. 9. 06:42,/entryinfo/73367-repco-rally-new-zealand-2022/3475718/,35,Turner Dylan,Cresswell Tania,Audi S1 AP4
25,1,26,29. 9. 06:43,/entryinfo/73367-repco-rally-new-zealand-2022/3475719/,36,Hawkeswood Jack,Brennan Sarah,Toyota GR Yaris AP4
26,1,27,29. 9. 06:44,/entryinfo/73367-repco-rally-new-zealand-2022/3475721/,38,Inkster Glenn,Winn Spencer,Mazda 2 AP4
27,1,28,29. 9. 06:45,/entryinfo/73367-repco-rally-new-zealand-2022/3475722/,39,Mackenzie Hayden,Goudie Michael,Toyota Yaris AP4
28,2,1,30. 9. 06:22,/entryinfo/73367-repco-rally-new-zealand-2022/3475636/,42,Breen Craig,Nagle Paul,Ford Puma Rally1
29,2,2,30. 9. 06:25,/entryinfo/73367-repco-rally-new-zealand-2022/3475623/,37,Bertelli Lorenzo,Granai Lorenzo,Ford Puma Rally1
30,2,3,30. 9. 06:28,/entryinfo/73367-repco-rally-new-zealand-2022/3475634/,18,Katsuta Takamoto,Johnston Aaron,Toyota GR Yaris Rally1
31,2,4,30. 9. 06:31,/entryinfo/73367-repco-rally-new-zealand-2022/3475639/,2,Solberg Oliver,Edmondson Elliott,Hyundai i20 N Rally1
32,2,5,30. 9. 06:34,/entryinfo/73367-repco-rally-new-zealand-2022/3475632/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 N Rally1
33,2,6,30. 9. 06:37,/entryinfo/73367-repco-rally-new-zealand-2022/3475641/,44,Greensmith Gus,Andersson Jonas,Ford Puma Rally1
34,2,7,30. 9. 06:40,/entryinfo/73367-repco-rally-new-zealand-2022/3475620/,69,Rovanperä Kalle,Halttunen Jonne,Toyota GR Yaris Rally1
35,2,8,30. 9. 06:43,/entryinfo/73367-repco-rally-new-zealand-2022/3475616/,1,Ogier Sébastien,Veillas Benjamin,Toyota GR Yaris Rally1
36,2,9,30. 9. 06:46,/entryinfo/73367-repco-rally-new-zealand-2022/3475629/,33,Evans Elfyn,Martin Scott,Toyota GR Yaris Rally1
37,2,10,30. 9. 06:49,/entryinfo/73367-repco-rally-new-zealand-2022/3475628/,8,Tänak Ott,Järveoja Martin,Hyundai i20 N Rally1
38,2,11,30. 9. 06:51,/entryinfo/73367-repco-rally-new-zealand-2022/3475651/,20,Paddon Hayden,Kennard John,Hyundai i20 N Rally2
39,2,12,30. 9. 06:53,/entryinfo/73367-repco-rally-new-zealand-2022/3475650/,21,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia Rally2 evo
40,2,13,30. 9. 06:55,/entryinfo/73367-repco-rally-new-zealand-2022/3475693/,23,van Gisbergen Shane,Weston Glen,Škoda Fabia R5
