,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,19. 1. 18:30,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3560646/,69,Rovanperä Kalle,Halttunen Jonne,Toyota GR Yaris Rally1
1,1,2,19. 1. 18:33,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3581371/,8,Tänak Ott,Järveoja Martin,Ford Puma Rally1
2,1,3,19. 1. 18:36,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3560761/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 N Rally1
3,1,4,19. 1. 18:39,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3560668/,33,Evans Elfyn,Martin Scott,Toyota GR Yaris Rally1
4,1,5,19. 1. 18:42,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3563241/,18,Katsuta Takamoto,Johnston Aaron,Toyota GR Yaris Rally1
5,1,6,19. 1. 18:45,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3560663/,17,Ogier Sébastien,Landais Vincent,Toyota GR Yaris Rally1
6,1,7,19. 1. 18:48,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3560762/,6,Sordo Dani,Carrera Cándido,Hyundai i20 N Rally1
7,1,8,19. 1. 18:51,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3560677/,4,Lappi Esapekka,Ferm Janne,Hyundai i20 N Rally1
8,1,9,19. 1. 18:54,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3560768/,7,Loubet Pierre-Louis,Gilsoul Nicolas,Ford Puma Rally1
9,1,10,19. 1. 18:57,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3584909/,9,Serderidis Jourdan,Miclotte Frédéric,Ford Puma Rally1
10,1,11,19. 1. 19:00,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3591048/,20,Fourmaux Adrien,Coria Alexandre,Ford Fiesta Rally2
11,1,12,19. 1. 19:02,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3593679/,21,Rossel Yohan,Dunand Arnaud,Citroën C3 Rally2
