,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,8. 3. 09:00,/entryinfo/54450-rally-guanajuato-mexico-2019/2120202/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
1,1,2,8. 3. 09:03,/entryinfo/54450-rally-guanajuato-mexico-2019/2120197/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
2,1,3,8. 3. 09:06,/entryinfo/54450-rally-guanajuato-mexico-2019/2120195/,1,Ogier Sébastien,Ingrassia Julien,Citroën C3 WRC
3,1,4,8. 3. 09:09,/entryinfo/54450-rally-guanajuato-mexico-2019/2120204/,5,Meeke Kris,Marshall Sebastian,Toyota Yaris WRC
4,1,5,8. 3. 09:12,/entryinfo/54450-rally-guanajuato-mexico-2019/2120196/,4,Lappi Esapekka,Ferm Janne,Citroën C3 WRC
5,1,6,8. 3. 09:15,/entryinfo/54450-rally-guanajuato-mexico-2019/2120201/,33,Evans Elfyn,Martin Scott,Ford Fiesta WRC
6,1,7,8. 3. 09:18,/entryinfo/54450-rally-guanajuato-mexico-2019/2120198/,89,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
7,1,8,8. 3. 09:21,/entryinfo/54450-rally-guanajuato-mexico-2019/2120203/,10,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
8,1,9,8. 3. 09:24,/entryinfo/54450-rally-guanajuato-mexico-2019/2120200/,3,Suninen Teemu,Salminen Marko,Ford Fiesta WRC
9,1,10,8. 3. 09:27,/entryinfo/54450-rally-guanajuato-mexico-2019/2120199/,6,Sordo Dani,del Barrio Carlos,Hyundai i20 Coupe WRC
10,1,11,8. 3. 09:30,/entryinfo/54450-rally-guanajuato-mexico-2019/2149689/,21,Pieniążek Łukasz,Heller Kamil,Ford Fiesta R5
11,1,12,8. 3. 09:33,/entryinfo/54450-rally-guanajuato-mexico-2019/2149691/,43,Heller Pedro,Coronado Jiménez Axel,Ford Fiesta R5
12,1,13,8. 3. 09:36,/entryinfo/54450-rally-guanajuato-mexico-2019/2149690/,41,Guerra jr. Benito,Zapata Ortega Jaime,Škoda Fabia R5
13,1,14,8. 3. 09:39,/entryinfo/54450-rally-guanajuato-mexico-2019/2149693/,42,Bulacia Marco,Cretu Fabian,Škoda Fabia R5
14,1,15,8. 3. 09:42,/entryinfo/54450-rally-guanajuato-mexico-2019/2149692/,44,Heller Alberto,Díaz José Luis,Ford Fiesta R5
15,1,16,8. 3. 09:45,/entryinfo/54450-rally-guanajuato-mexico-2019/2149694/,81,Triviño Ricardo,Martí Marc,Škoda Fabia R5
16,1,17,8. 3. 09:48,/entryinfo/54450-rally-guanajuato-mexico-2019/2130844/,82,Cordero Jr. Ricardo,Hernández Marco,Citroën DS3 R5
17,1,18,8. 3. 09:57,/entryinfo/54450-rally-guanajuato-mexico-2019/2149700/,90,Djordjević Boris,Hall John,Ford Fiesta Mk6.5 R2
18,1,19,8. 3. 10:00,/entryinfo/54450-rally-guanajuato-mexico-2019/2149698/,87,Bailey Jason,Peterson Shayne,Ford Fiesta Mk6.5 R2
19,1,20,8. 3. 10:03,/entryinfo/54450-rally-guanajuato-mexico-2019/2149697/,86,Ortuño Javier,Goicoechea Lorenzo,Mitsubishi Lancer Evo X
20,2,1,9. 3. 07:15,/entryinfo/54450-rally-guanajuato-mexico-2019/2120198/,89,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
21,2,2,9. 3. 07:18,/entryinfo/54450-rally-guanajuato-mexico-2019/2120199/,6,Sordo Dani,del Barrio Carlos,Hyundai i20 Coupe WRC
22,2,3,9. 3. 07:21,/entryinfo/54450-rally-guanajuato-mexico-2019/2120197/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
23,2,4,9. 3. 07:24,/entryinfo/54450-rally-guanajuato-mexico-2019/2120202/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
24,2,5,9. 3. 07:27,/entryinfo/54450-rally-guanajuato-mexico-2019/2120196/,4,Lappi Esapekka,Ferm Janne,Citroën C3 WRC
25,2,6,9. 3. 07:30,/entryinfo/54450-rally-guanajuato-mexico-2019/2120203/,10,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
