,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,11. 11. 05:30,/entryinfo/73369-forum8-rally-japan-2022/3507850/,69,Rovanperä Kalle,Halttunen Jonne,Toyota GR Yaris Rally1
1,1,2,11. 11. 05:32,/entryinfo/73369-forum8-rally-japan-2022/3507858/,8,Tänak Ott,Järveoja Martin,Hyundai i20 N Rally1
2,1,3,11. 11. 05:34,/entryinfo/73369-forum8-rally-japan-2022/3507860/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 N Rally1
3,1,4,11. 11. 05:36,/entryinfo/73369-forum8-rally-japan-2022/3507855/,33,Evans Elfyn,Martin Scott,Toyota GR Yaris Rally1
4,1,5,11. 11. 05:38,/entryinfo/73369-forum8-rally-japan-2022/3507857/,18,Katsuta Takamoto,Johnston Aaron,Toyota GR Yaris Rally1
5,1,6,11. 11. 05:40,/entryinfo/73369-forum8-rally-japan-2022/3507849/,1,Ogier Sébastien,Landais Vincent,Toyota GR Yaris Rally1
6,1,7,11. 11. 05:42,/entryinfo/73369-forum8-rally-japan-2022/3507863/,42,Breen Craig,Fulton James,Ford Puma Rally1
7,1,8,11. 11. 05:44,/entryinfo/73369-forum8-rally-japan-2022/3507862/,6,Sordo Dani,Carrera Cándido,Hyundai i20 N Rally1
8,1,9,11. 11. 05:46,/entryinfo/73369-forum8-rally-japan-2022/3507865/,44,Greensmith Gus,Andersson Jonas,Ford Puma Rally1
9,1,10,11. 11. 05:48,/entryinfo/73369-forum8-rally-japan-2022/3523227/,20,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia Rally2 evo
10,1,11,11. 11. 05:50,/entryinfo/73369-forum8-rally-japan-2022/3523228/,21,Lindholm Emil,Hämäläinen Reeta,Škoda Fabia Rally2 evo
11,1,12,11. 11. 05:52,/entryinfo/73369-forum8-rally-japan-2022/3523229/,22,Suninen Teemu,Markkula Mikko,Hyundai i20 N Rally2
12,1,13,11. 11. 05:54,/entryinfo/73369-forum8-rally-japan-2022/3523102/,23,Pajari Sami,Mälkönen Enni,Škoda Fabia Rally2 evo
13,1,14,11. 11. 05:56,/entryinfo/73369-forum8-rally-japan-2022/3523253/,24,Munster Grégoire,Louka Louis,Hyundai i20 N Rally2
14,1,15,11. 11. 05:58,/entryinfo/73369-forum8-rally-japan-2022/3523255/,25,Bulacia Bruno,Morales Gabriel,Škoda Fabia R5
15,1,16,11. 11. 06:00,/entryinfo/73369-forum8-rally-japan-2022/3523250/,26,Johnston Sean,Kihurani Alexander,Citroën C3 Rally2
16,1,17,11. 11. 06:02,/entryinfo/73369-forum8-rally-japan-2022/3523247/,27,Zaldivar Fabrizio,Der Ohannesian Marcelo,Hyundai i20 N Rally2
17,1,18,11. 11. 06:04,/entryinfo/73369-forum8-rally-japan-2022/3523245/,28,Miele Mauro,Beltrame Luca,Škoda Fabia Rally2 evo
18,1,19,11. 11. 06:06,/entryinfo/73369-forum8-rally-japan-2022/3523110/,29,Kovalainen Heikki,Kitagawa Sae,Škoda Fabia R5
19,1,20,11. 11. 06:08,/entryinfo/73369-forum8-rally-japan-2022/3523254/,30,Fukunaga Osamu,Saida Misako,Škoda Fabia R5
20,1,21,11. 11. 06:10,/entryinfo/73369-forum8-rally-japan-2022/3523244/,32,Anear Luke,Loudon Stuart,Ford Fiesta Rally2
21,1,22,11. 11. 06:12,/entryinfo/73369-forum8-rally-japan-2022/3523252/,34,Raoux Jean-Michel,Magat Laurent,Volkswagen Polo GTI R5
22,1,23,11. 11. 06:14,/entryinfo/73369-forum8-rally-japan-2022/3523242/,35,Boland Eamonn,"""MJ""",Ford Fiesta Rally2
23,1,24,11. 11. 06:16,/entryinfo/73369-forum8-rally-japan-2022/3523241/,36,Rosati Frédéric,Chiappe Patrick,Hyundai i20 N Rally2
24,1,25,11. 11. 06:18,/entryinfo/73369-forum8-rally-japan-2022/3523240/,37,Imai Satoshi,Takehara Shizuka,Citroën C3 Rally2
25,1,26,11. 11. 06:20,/entryinfo/73369-forum8-rally-japan-2022/3523236/,38,Katsuta Norihiko,Kimura Yusuke,Toyota GR Yaris
26,1,27,11. 11. 06:22,/entryinfo/73369-forum8-rally-japan-2022/3523237/,39,Yanagisawa Hiroshi,Yasui Takahiro,Toyota GR Yaris
27,1,28,11. 11. 06:24,/entryinfo/73369-forum8-rally-japan-2022/3523238/,40,Arai Hiroki,Minor Ilka,Peugeot 208 Rally4
28,1,29,11. 11. 06:26,/entryinfo/73369-forum8-rally-japan-2022/3523239/,41,Nakahira Katsuya,Shimazu Masahiko,Toyota GT86 CS-R3
29,1,30,11. 11. 06:28,/entryinfo/73369-forum8-rally-japan-2022/3523235/,43,Sasaki Yasuyuki,Nakashima Anri,Toyota GR Yaris
30,1,31,11. 11. 06:30,/entryinfo/73369-forum8-rally-japan-2022/3523234/,45,Yamamoto Yuta,Tachikui Kazuko,Toyota GR86
31,1,32,11. 11. 06:32,/entryinfo/73369-forum8-rally-japan-2022/3523233/,46,Murata Kosuke,Umemoto Madoka,Peugeot 208 R2
32,1,33,11. 11. 06:34,/entryinfo/73369-forum8-rally-japan-2022/3523232/,47,Kunisawa Mitsuhiro,Kihara Masahiko,Renault Clio Rally5
33,1,34,11. 11. 06:36,/entryinfo/73369-forum8-rally-japan-2022/3523231/,48,Izuno Kohei,Higashiyama Tetsuhiro,Toyota Vitz III RS
34,1,35,11. 11. 06:38,/entryinfo/73369-forum8-rally-japan-2022/3523272/,49,Aihara Taisuke,Hagino Tsukasa,Daihatsu Copen
35,2,1,11. 11. 05:42,/entryinfo/73369-forum8-rally-japan-2022/3507863/,42,Breen Craig,Fulton James,Ford Puma Rally1
36,2,2,11. 11. 05:45,/entryinfo/73369-forum8-rally-japan-2022/3507849/,1,Ogier Sébastien,Landais Vincent,Toyota GR Yaris Rally1
37,2,3,11. 11. 05:48,/entryinfo/73369-forum8-rally-japan-2022/3507865/,44,Greensmith Gus,Andersson Jonas,Ford Puma Rally1
38,2,4,11. 11. 05:51,/entryinfo/73369-forum8-rally-japan-2022/3507857/,18,Katsuta Takamoto,Johnston Aaron,Toyota GR Yaris Rally1
39,2,5,11. 11. 05:54,/entryinfo/73369-forum8-rally-japan-2022/3507858/,8,Tänak Ott,Järveoja Martin,Hyundai i20 N Rally1
40,2,6,11. 11. 05:57,/entryinfo/73369-forum8-rally-japan-2022/3507850/,69,Rovanperä Kalle,Halttunen Jonne,Toyota GR Yaris Rally1
41,2,7,11. 11. 06:00,/entryinfo/73369-forum8-rally-japan-2022/3507860/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 N Rally1
42,2,8,11. 11. 06:03,/entryinfo/73369-forum8-rally-japan-2022/3507855/,33,Evans Elfyn,Martin Scott,Toyota GR Yaris Rally1
43,2,9,11. 11. 06:05,/entryinfo/73369-forum8-rally-japan-2022/3523102/,23,Pajari Sami,Mälkönen Enni,Škoda Fabia Rally2 evo
44,2,10,11. 11. 06:07,/entryinfo/73369-forum8-rally-japan-2022/3523229/,22,Suninen Teemu,Markkula Mikko,Hyundai i20 N Rally2
45,2,11,11. 11. 06:09,/entryinfo/73369-forum8-rally-japan-2022/3523228/,21,Lindholm Emil,Hämäläinen Reeta,Škoda Fabia Rally2 evo
46,2,12,11. 11. 06:11,/entryinfo/73369-forum8-rally-japan-2022/3523253/,24,Munster Grégoire,Louka Louis,Hyundai i20 N Rally2
47,2,13,11. 11. 06:13,/entryinfo/73369-forum8-rally-japan-2022/3523247/,27,Zaldivar Fabrizio,Der Ohannesian Marcelo,Hyundai i20 N Rally2
48,2,14,11. 11. 06:15,/entryinfo/73369-forum8-rally-japan-2022/3523110/,29,Kovalainen Heikki,Kitagawa Sae,Škoda Fabia R5
49,2,15,11. 11. 06:17,/entryinfo/73369-forum8-rally-japan-2022/3523255/,25,Bulacia Bruno,Morales Gabriel,Škoda Fabia R5
