,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,14. 6. 06:00,/entryinfo/54467-rally-italia-sardegna-2019/2284017/,1,Ogier Sébastien,Ingrassia Julien,Citroën C3 WRC
1,1,2,14. 6. 06:03,/entryinfo/54467-rally-italia-sardegna-2019/2284037/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
2,1,3,14. 6. 06:06,/entryinfo/54467-rally-italia-sardegna-2019/2284039/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
3,1,4,14. 6. 06:09,/entryinfo/54467-rally-italia-sardegna-2019/2284033/,33,Evans Elfyn,Martin Scott,Ford Fiesta WRC
4,1,5,14. 6. 06:12,/entryinfo/54467-rally-italia-sardegna-2019/2284031/,5,Meeke Kris,Marshall Sebastian,Toyota Yaris WRC
5,1,6,14. 6. 06:15,/entryinfo/54467-rally-italia-sardegna-2019/2284027/,3,Suninen Teemu,Lehtinen Jarmo,Ford Fiesta WRC
6,1,7,14. 6. 06:18,/entryinfo/54467-rally-italia-sardegna-2019/2284029/,10,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
7,1,8,14. 6. 06:21,/entryinfo/54467-rally-italia-sardegna-2019/2284044/,89,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
8,1,9,14. 6. 06:24,/entryinfo/54467-rally-italia-sardegna-2019/2284028/,4,Lappi Esapekka,Ferm Janne,Citroën C3 WRC
9,1,10,14. 6. 06:27,/entryinfo/54467-rally-italia-sardegna-2019/2284032/,6,Sordo Dani,del Barrio Carlos,Hyundai i20 Coupe WRC
10,1,11,14. 6. 06:30,/entryinfo/54467-rally-italia-sardegna-2019/2284043/,69,Hänninen Juho,Tuominen Tomi,Toyota Yaris WRC
11,1,12,14. 6. 06:32,/entryinfo/54467-rally-italia-sardegna-2019/2284046/,22,Rovanperä Kalle,Halttunen Jonne,Škoda Fabia Rally2 evo
12,1,13,14. 6. 06:34,/entryinfo/54467-rally-italia-sardegna-2019/2284045/,21,Østberg Mads,Eriksen Torstein,Citroën C3 R5
13,1,14,14. 6. 06:36,/entryinfo/54467-rally-italia-sardegna-2019/2284048/,24,Greensmith Gus,Edmondson Elliott,Ford Fiesta R5
14,1,15,14. 6. 06:38,/entryinfo/54467-rally-italia-sardegna-2019/2284047/,23,Kopecký Jan,Dresler Pavel,Škoda Fabia Rally2 evo
15,1,16,14. 6. 06:40,/entryinfo/54467-rally-italia-sardegna-2019/2284049/,26,Prokop Martin,Tománek Jan,Ford Fiesta RS WRC
16,1,17,14. 6. 06:42,/entryinfo/54467-rally-italia-sardegna-2019/2284051/,41,Katsuta Takamoto,Barritt Daniel,Ford Fiesta R5
17,1,18,14. 6. 06:44,/entryinfo/54467-rally-italia-sardegna-2019/2284053/,42,Veiby Ole Christian,Andersson Jonas,Volkswagen Polo GTI R5
18,1,19,14. 6. 06:46,/entryinfo/54467-rally-italia-sardegna-2019/2284054/,43,Gryazin Nikolay,Fedorov Yaroslav,Škoda Fabia R5
19,1,20,14. 6. 06:48,/entryinfo/54467-rally-italia-sardegna-2019/2284061/,49,Loubet Pierre-Louis,Landais Vincent,Škoda Fabia R5
20,1,21,14. 6. 06:50,/entryinfo/54467-rally-italia-sardegna-2019/2284055/,44,Andolfi Fabio,Scattolin Simone,Škoda Fabia R5
21,1,22,14. 6. 06:52,/entryinfo/54467-rally-italia-sardegna-2019/2284057/,45,Bulacia Marco,Cretu Fabian,Škoda Fabia R5
22,1,23,14. 6. 06:54,/entryinfo/54467-rally-italia-sardegna-2019/2284058/,46,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia R5
23,1,24,14. 6. 06:56,/entryinfo/54467-rally-italia-sardegna-2019/2284060/,48,de Mevius Guillaume,Wydaeghe Martijn,Citroën C3 R5
24,1,25,14. 6. 06:58,/entryinfo/54467-rally-italia-sardegna-2019/2284062/,50,Tempestini Simone,Itu Sergiu,Hyundai i20 R5
25,1,26,14. 6. 07:00,/entryinfo/54467-rally-italia-sardegna-2019/2284064/,51,Solans Nil,Martí Marc,Ford Fiesta R5
26,1,27,14. 6. 07:02,/entryinfo/54467-rally-italia-sardegna-2019/2284066/,71,Kristensson Tom,Appelskog Henrik,Ford Fiesta R2T19
27,1,28,14. 6. 07:04,/entryinfo/54467-rally-italia-sardegna-2019/2284067/,72,Solans Jan,Barreiro Mauro,Ford Fiesta R2T19
28,1,29,14. 6. 07:06,/entryinfo/54467-rally-italia-sardegna-2019/2284068/,73,Rådström Dennis,Johansson Johan,Ford Fiesta R2T19
29,1,30,14. 6. 07:08,/entryinfo/54467-rally-italia-sardegna-2019/2284070/,74,Tannert Julius,Heigl Jürgen,Ford Fiesta R2T19
30,1,31,14. 6. 07:10,/entryinfo/54467-rally-italia-sardegna-2019/2284071/,75,Williams Tom,Hall Phil,Ford Fiesta R2T19
31,1,32,14. 6. 07:12,/entryinfo/54467-rally-italia-sardegna-2019/2284072/,76,Sesks Mārtiņš,Caune Krišjanis,Ford Fiesta R2T19
32,1,33,14. 6. 07:14,/entryinfo/54467-rally-italia-sardegna-2019/2284073/,77,Johnston Sean,Kihurani Alexander,Ford Fiesta R2T19
33,1,34,14. 6. 07:16,/entryinfo/54467-rally-italia-sardegna-2019/2284075/,78,Oldrati Enrico,De Guio Elia,Ford Fiesta R2T19
34,1,35,14. 6. 07:18,/entryinfo/54467-rally-italia-sardegna-2019/2284076/,79,Badiu Raul,Lazăr Gabriel,Ford Fiesta R2T19
35,1,36,14. 6. 07:20,/entryinfo/54467-rally-italia-sardegna-2019/2284078/,80,Zaldivar Fabrizio,Mussano Fernando,Ford Fiesta R2T19
36,1,37,14. 6. 07:22,/entryinfo/54467-rally-italia-sardegna-2019/2284077/,81,Knacker Nico,Stein Anne Katharina,Ford Fiesta R2T19
37,1,38,14. 6. 07:25,/entryinfo/54467-rally-italia-sardegna-2019/2284123/,134,Fourmaux Adrien,Jamoul Renaud,Ford Fiesta R2T19
38,1,39,14. 6. 07:27,/entryinfo/54467-rally-italia-sardegna-2019/2284079/,91,Arengi Bentivoglio Fabrizio,Bordignon Filippo,Škoda Fabia R5
39,1,40,14. 6. 07:29,/entryinfo/54467-rally-italia-sardegna-2019/2284082/,93,Pusceddu Giancarlo,Cottu Pier Paolo,Škoda Fabia R5
40,1,41,14. 6. 07:31,/entryinfo/54467-rally-italia-sardegna-2019/2284083/,94,Bitti Giovanni,Frau Massimiliano,Škoda Fabia R5
41,1,42,14. 6. 07:33,/entryinfo/54467-rally-italia-sardegna-2019/2284084/,95,Marrone Francesco,Fresu Francesco,Peugeot 208 T16
42,1,43,14. 6. 07:35,/entryinfo/54467-rally-italia-sardegna-2019/2284085/,96,von Thurn und Taxis Albert,Ettel Bernhard,Škoda Fabia R5
43,1,44,14. 6. 07:37,/entryinfo/54467-rally-italia-sardegna-2019/2284086/,97,Biolghini Pablo,Pudda Stefano,Škoda Fabia R5
44,1,45,14. 6. 07:39,/entryinfo/54467-rally-italia-sardegna-2019/2284087/,98,Dettori Giuseppe,Pisano Carlo,Škoda Fabia R5
45,1,46,14. 6. 07:42,/entryinfo/54467-rally-italia-sardegna-2019/2284088/,99,Campedelli Simone,Canton Tania,Ford Fiesta R5
46,1,47,14. 6. 07:44,/entryinfo/54467-rally-italia-sardegna-2019/2284089/,100,Basso Giandomenico,Granai Lorenzo,Škoda Fabia R5
47,1,48,14. 6. 07:46,/entryinfo/54467-rally-italia-sardegna-2019/2284090/,101,Rossetti Luca,Mori Eleonora,Citroën C3 R5
48,1,49,14. 6. 07:48,/entryinfo/54467-rally-italia-sardegna-2019/2284091/,102,Crugnola Andrea,Ometto Pietro Elia,Škoda Fabia R5
49,1,50,14. 6. 07:50,/entryinfo/54467-rally-italia-sardegna-2019/2284092/,103,Scandola Umberto,D'Amore Guido,Hyundai i20 R5
50,1,51,14. 6. 07:52,/entryinfo/54467-rally-italia-sardegna-2019/2284093/,104,Dalmazzini Andrea,Ciucci Giacomo,Ford Fiesta R5
51,1,52,14. 6. 07:54,/entryinfo/54467-rally-italia-sardegna-2019/2284094/,105,Consani Stéphane,de la Haye Thibault,Škoda Fabia R5
52,1,53,14. 6. 07:56,/entryinfo/54467-rally-italia-sardegna-2019/2284095/,106,Marchioro Nicolò,Marchetti Marco,Škoda Fabia R5
53,1,54,14. 6. 07:58,/entryinfo/54467-rally-italia-sardegna-2019/2284096/,107,Hoelbling Luca,Fiorini Federico,Hyundai i20 R5
54,1,55,14. 6. 08:00,/entryinfo/54467-rally-italia-sardegna-2019/2284097/,108,Cobbe Luciano,Turco Fabio,Škoda Fabia R5
55,1,56,14. 6. 08:02,/entryinfo/54467-rally-italia-sardegna-2019/2284098/,109,Costenaro Giacomo,Bardini Justin,Škoda Fabia R5
56,1,57,14. 6. 08:04,/entryinfo/54467-rally-italia-sardegna-2019/2284100/,111,Profeta Alessio,Raccuia Sergio,Škoda Fabia R5
57,1,58,14. 6. 08:06,/entryinfo/54467-rally-italia-sardegna-2019/2284101/,112,Squarcialupi Massimo,Squarcialupi Giovanni,Ford Fiesta R5
58,1,59,14. 6. 08:08,/entryinfo/54467-rally-italia-sardegna-2019/2284102/,113,Tali Francesco,Salis Fabio,Ford Fiesta R5
59,1,60,14. 6. 08:10,/entryinfo/54467-rally-italia-sardegna-2019/2284103/,114,Codato Mattia,Dinale Christian,Mitsubishi Lancer Evo X
60,1,61,14. 6. 08:12,/entryinfo/54467-rally-italia-sardegna-2019/2284104/,115,Bardini James,Bogoni Barbara,Mitsubishi Lancer Evo VII
61,1,62,14. 6. 08:14,/entryinfo/54467-rally-italia-sardegna-2019/2284105/,116,Maspoli Luca,Menchini Marco,Mitsubishi Lancer Evo IX R4
62,1,63,14. 6. 08:16,/entryinfo/54467-rally-italia-sardegna-2019/2284106/,117,Messori Giuseppe,Pulici Guido,Mitsubishi Lancer Evo X R4
63,1,64,14. 6. 08:18,/entryinfo/54467-rally-italia-sardegna-2019/2284107/,118,Campagnoli Gabriele,Arena Nicola,Subaru Impreza STi N15
64,1,65,14. 6. 08:20,/entryinfo/54467-rally-italia-sardegna-2019/2284108/,119,Ciuffi Tommaso,Gonella Nicolò,Peugeot 208 R2
65,1,66,14. 6. 08:22,/entryinfo/54467-rally-italia-sardegna-2019/2284109/,120,Pollara Marco,Castiglioni David,Ford Fiesta R2T19
66,1,67,14. 6. 08:24,/entryinfo/54467-rally-italia-sardegna-2019/2284110/,121,Mazzocchi Andrea,Gallotti Silvia,Ford Fiesta R2T19
67,1,68,14. 6. 08:26,/entryinfo/54467-rally-italia-sardegna-2019/2284111/,122,Vita Mattia,Bosi Massimiliano,Ford Fiesta R2T19
68,1,69,14. 6. 08:28,/entryinfo/54467-rally-italia-sardegna-2019/2284112/,123,Testa Giuseppe,Bizzocchi Massimo,Ford Fiesta R2T19
69,1,70,14. 6. 08:30,/entryinfo/54467-rally-italia-sardegna-2019/2284113/,124,Bernardi Giorgio,Zanchetta Giulia,Ford Fiesta R2T19
70,1,71,14. 6. 08:32,/entryinfo/54467-rally-italia-sardegna-2019/2284114/,125,Bottarelli Luca,Grimaldi Fabio,Ford Fiesta R2T19
71,1,72,14. 6. 08:34,/entryinfo/54467-rally-italia-sardegna-2019/2284115/,126,Pucella Pasquale,Geremia Davide,Ford Fiesta R2T19
72,1,73,14. 6. 08:36,/entryinfo/54467-rally-italia-sardegna-2019/2284116/,127,Liceri Michele,Mendola Salvatore Giulio,Peugeot 208 R2
73,1,74,14. 6. 08:38,/entryinfo/54467-rally-italia-sardegna-2019/2284117/,128,Battilani Fabio,Manfredi Jasmine,Peugeot 208 R2
74,1,75,14. 6. 08:40,/entryinfo/54467-rally-italia-sardegna-2019/2284118/,129,Gallu Andrea,Pirisinu Giuseppe,Peugeot 208 R2
75,1,76,14. 6. 08:42,/entryinfo/54467-rally-italia-sardegna-2019/2284119/,130,"""Barone Jr.""",Righetti Simona,Peugeot 208 R2
76,1,77,14. 6. 08:44,/entryinfo/54467-rally-italia-sardegna-2019/2284121/,132,Leoni Gianluca,Tocco Nicola,Renault Clio R3
77,1,78,14. 6. 08:46,/entryinfo/54467-rally-italia-sardegna-2019/2284122/,133,Coti Zelati Andrea,Revello Emanuela,Citroën DS3 R3T
