,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,23. 1. 17:00,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2465680/,8,Tänak Ott,Järveoja Martin,Hyundai i20 Coupe WRC
1,1,2,23. 1. 17:03,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2465681/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
2,1,3,23. 1. 17:06,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2465684/,17,Ogier Sébastien,Ingrassia Julien,Toyota Yaris WRC
3,1,4,23. 1. 17:09,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2465687/,33,Evans Elfyn,Martin Scott,Toyota Yaris WRC
4,1,5,23. 1. 17:12,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2487704/,3,Suninen Teemu,Lehtinen Jarmo,Ford Fiesta WRC
5,1,6,23. 1. 17:15,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2487703/,4,Lappi Esapekka,Ferm Janne,Ford Fiesta WRC
6,1,7,23. 1. 17:18,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2465689/,9,Loeb Sébastien,Elena Daniel,Hyundai i20 Coupe WRC
7,1,8,23. 1. 17:21,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2465688/,69,Rovanperä Kalle,Halttunen Jonne,Toyota Yaris WRC
8,1,9,23. 1. 17:24,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2487705/,44,Greensmith Gus,Edmondson Elliott,Ford Fiesta WRC
9,1,10,23. 1. 17:27,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2479207/,18,Katsuta Takamoto,Barritt Daniel,Toyota Yaris WRC
10,1,11,23. 1. 17:30,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2500964/,40,Jocius Deividas,Varža Mindaugas,Ford Fiesta WRC
11,1,12,23. 1. 17:33,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2494756/,20,Østberg Mads,Eriksen Torstein,Citroën C3 R5
12,1,13,23. 1. 17:36,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2479220/,21,Gryazin Nikolay,Fedorov Yaroslav,Hyundai i20 R5
13,1,14,23. 1. 17:39,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2487687/,22,Veiby Ole Christian,Andersson Jonas,Hyundai i20 R5
14,1,15,23. 1. 17:42,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2495205/,23,Fourmaux Adrien,Jamoul Renaud,Ford Fiesta Rally2
15,1,16,23. 1. 17:45,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2498360/,24,Yates Rhys,Morgan James,Ford Fiesta Rally2
16,1,17,23. 1. 17:46,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2480209/,26,Bonato Yoann,Boulloud Benjamin,Citroën C3 R5
17,1,18,23. 1. 17:47,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2487689/,27,Camilli Eric,Buresi François-Xavier,Citroën C3 R5
18,1,19,23. 1. 17:48,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2487691/,28,Ciamin Nicolas,Roche Yannick,Citroën C3 R5
19,1,20,23. 1. 17:49,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2487695/,32,Sarrazin Stéphane,Parent Kévin,Hyundai i20 R5
20,1,21,23. 1. 17:50,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2498718/,38,López Pepe,Rozada Borja,Citroën C3 R5
21,1,22,23. 1. 17:51,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2487696/,34,Scandola Umberto,D'Amore Guido,Hyundai i20 R5
22,1,23,23. 1. 17:52,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2479223/,31,Rossel Yohan,Fulcrand Benoît,Citroën C3 R5
23,1,24,23. 1. 17:53,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2496401/,35,Nucita Andrea,Di Caro Bernardo,Hyundai i20 R5
24,1,25,23. 1. 17:54,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2483718/,30,Munster Grégoire,Louka Louis,Škoda Fabia R5
25,1,26,23. 1. 17:55,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2479216/,29,"""Pedro""",Baldaccini Emanuele,Ford Fiesta Rally2
26,1,27,23. 1. 17:56,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2487697/,25,Nobre Paulo,Morales Gabriel,Škoda Fabia R5
27,1,28,23. 1. 17:57,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2483135/,37,Brazzoli Enrico,Barone Maurizio,Škoda Fabia R5
28,1,29,23. 1. 17:58,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2487706/,36,Díaz-Aboitiz Miguel,Sanjuan de Eusebio Diego,Škoda Fabia R5
