,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,27. 7. 07:15,/entryinfo/44262-neste-rally-finland-2018/1848402/,5,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
1,1,2,27. 7. 07:17,/entryinfo/44262-neste-rally-finland-2018/1880499/,1,Ogier Sébastien,Ingrassia Julien,Ford Fiesta WRC
2,1,3,27. 7. 07:19,/entryinfo/44262-neste-rally-finland-2018/1850713/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
3,1,4,27. 7. 07:21,/entryinfo/44262-neste-rally-finland-2018/1850712/,9,Lappi Esapekka,Ferm Janne,Toyota Yaris WRC
4,1,5,27. 7. 07:23,/entryinfo/44262-neste-rally-finland-2018/1848405/,4,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
5,1,6,27. 7. 07:25,/entryinfo/44262-neste-rally-finland-2018/1880500/,2,Evans Elfyn,Barritt Daniel,Ford Fiesta WRC
6,1,7,27. 7. 07:27,/entryinfo/44262-neste-rally-finland-2018/1850711/,7,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
7,1,8,27. 7. 07:29,/entryinfo/44262-neste-rally-finland-2018/1880518/,11,Breen Craig,Martin Scott,Citroën C3 WRC
8,1,9,27. 7. 07:31,/entryinfo/44262-neste-rally-finland-2018/1880516/,10,Østberg Mads,Eriksen Torstein,Citroën C3 WRC
9,1,10,27. 7. 07:33,/entryinfo/44262-neste-rally-finland-2018/1880501/,3,Suninen Teemu,Markkula Mikko,Ford Fiesta WRC
10,1,11,27. 7. 07:35,/entryinfo/44262-neste-rally-finland-2018/1848413/,6,Paddon Hayden,Marshall Sebastian,Hyundai i20 Coupe WRC
11,1,12,27. 7. 07:37,/entryinfo/44262-neste-rally-finland-2018/1880522/,12,Al-Qassimi Khalid,Patterson Chris,Citroën C3 WRC
12,1,13,27. 7. 07:39,/entryinfo/44262-neste-rally-finland-2018/1870846/,31,Veiby Ole Christian,Skjærmoen Stig Rune,Škoda Fabia R5
13,1,14,27. 7. 07:40,/entryinfo/44262-neste-rally-finland-2018/1880525/,32,Greensmith Gus,Parry Craig,Ford Fiesta R5
14,1,15,27. 7. 07:41,/entryinfo/44262-neste-rally-finland-2018/1867254/,33,Katsuta Takamoto,Salminen Marko,Ford Fiesta R5
15,1,16,27. 7. 07:42,/entryinfo/44262-neste-rally-finland-2018/1867249/,34,Andolfi Fabio,Inglesi Emanuele,Škoda Fabia R5
16,1,17,27. 7. 07:43,/entryinfo/44262-neste-rally-finland-2018/1858420/,35,Loubet Pierre-Louis,Landais Vincent,Hyundai i20 R5
17,1,18,27. 7. 07:44,/entryinfo/44262-neste-rally-finland-2018/1869046/,36,Lefebvre Stéphane,Moreau Gabin,Citroën C3 R5
18,1,19,27. 7. 07:45,/entryinfo/44262-neste-rally-finland-2018/1867255/,37,Arai Hiroki,Lehtinen Jarmo,Ford Fiesta R5
19,1,20,27. 7. 07:46,/entryinfo/44262-neste-rally-finland-2018/1848372/,38,Huttunen Jari,Linnaketo Antti,Hyundai i20 R5
