,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,21. 10. 07:30,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483879/,69,Rovanperä Kalle,Halttunen Jonne,Toyota GR Yaris Rally1
1,1,2,21. 10. 07:33,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483875/,8,Tänak Ott,Järveoja Martin,Hyundai i20 N Rally1
2,1,3,21. 10. 07:36,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483874/,11,Neuville Thierry,Wydaeghe Martijn,Hyundai i20 N Rally1
3,1,4,21. 10. 07:39,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483881/,33,Evans Elfyn,Martin Scott,Toyota GR Yaris Rally1
4,1,5,21. 10. 07:42,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483882/,18,Katsuta Takamoto,Johnston Aaron,Toyota GR Yaris Rally1
5,1,6,21. 10. 07:45,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483883/,42,Breen Craig,Nagle Paul,Ford Puma Rally1
6,1,7,21. 10. 07:48,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483884/,1,Ogier Sébastien,Veillas Benjamin,Toyota GR Yaris Rally1
7,1,8,21. 10. 07:51,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483876/,6,Sordo Dani,Carrera Cándido,Hyundai i20 N Rally1
8,1,9,21. 10. 07:54,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483887/,44,Greensmith Gus,Andersson Jonas,Ford Puma Rally1
9,1,10,21. 10. 07:57,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483885/,7,Loubet Pierre-Louis,Landais Vincent,Ford Puma Rally1
10,1,11,21. 10. 08:00,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483888/,16,Fourmaux Adrien,Coria Alexandre,Ford Puma Rally1
11,1,12,21. 10. 08:03,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498966/,9,Serderidis Jourdan,Miclotte Frédéric,Ford Puma Rally1
12,1,13,21. 10. 08:05,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498968/,20,Rossel Yohan,Dunand Arnaud,Citroën C3 Rally2
13,1,14,21. 10. 08:07,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498971/,21,Suninen Teemu,Markkula Mikko,Hyundai i20 N Rally2
14,1,15,21. 10. 08:09,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498973/,22,Lindholm Emil,Hämäläinen Reeta,Škoda Fabia Rally2 evo
15,1,16,21. 10. 08:11,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498977/,23,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia Rally2 evo
16,1,17,21. 10. 08:13,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498980/,24,Gryazin Nikolay,Aleksandrov Konstantin,Škoda Fabia Rally2 evo
17,1,18,21. 10. 08:15,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498982/,25,Huttunen Jari,Lukka Mikko,Ford Fiesta Rally2
18,1,19,21. 10. 08:17,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498983/,26,López Pepe,Rozada Borja,Hyundai i20 N Rally2
19,1,20,21. 10. 08:19,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498986/,28,Solans Jan,Sanjuan de Eusebio Rodrigo,Citroën C3 Rally2
20,1,21,21. 10. 08:21,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498989/,29,Cachón Alejandro,"""Jandrín""",Citroën C3 Rally2
21,1,22,21. 10. 08:23,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499001/,37,Munster Grégoire,Louka Louis,Hyundai i20 N Rally2
22,1,23,21. 10. 08:25,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498991/,30,Bulacia Bruno,del Barrio Carlos,Škoda Fabia Rally2 evo
23,1,24,21. 10. 08:27,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498253/,31,McErlean Josh,Fulton James,Hyundai i20 N Rally2
24,1,25,21. 10. 08:29,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498993/,32,Linnamäe Georg,Morgan James,Volkswagen Polo GTI R5
25,1,26,21. 10. 08:31,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498994/,34,Pajari Sami,Mälkönen Enni,Škoda Fabia Rally2 evo
26,1,27,21. 10. 08:33,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498997/,35,Sarrazin Stéphane,Renucci Jacques-Julien,Volkswagen Polo GTI R5
27,1,28,21. 10. 08:35,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499004/,38,Keferböck Johannes,Minor Ilka,Škoda Fabia Rally2 evo
28,1,29,21. 10. 08:37,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499006/,39,Marczyk Mikołaj,Gospodarczyk Szymon,Škoda Fabia Rally2 evo
29,1,30,21. 10. 08:39,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499009/,40,Heikkilä Mikko,Vaaleri Samu,Škoda Fabia Rally2 evo
30,1,31,21. 10. 08:41,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499018/,41,Zaldivar Fabrizio,Der Ohannesian Marcelo,Hyundai i20 N Rally2
31,1,32,21. 10. 08:43,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499022/,43,Chwist Daniel,Heller Kamil,Škoda Fabia Rally2 evo
32,1,33,21. 10. 08:45,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499024/,45,Kremer Armin,Kremer Ella,Škoda Fabia Rally2 evo
33,1,34,21. 10. 08:47,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499030/,46,Miele Mauro,Beltrame Luca,Škoda Fabia Rally2 evo
34,1,35,21. 10. 08:49,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499034/,47,Raoux Jean-Michel,Magat Laurent,Volkswagen Polo GTI R5
35,1,36,21. 10. 08:51,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3498999/,36,Pons Suñe Eduard,Muntadas Busquet Dani,Škoda Fabia Rally2 evo
36,1,37,21. 10. 08:53,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499039/,48,Boland Eamonn,"""MJ""",Ford Fiesta Rally2
37,1,38,21. 10. 08:55,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499041/,49,Arengi Bentivoglio Fabrizio,Bosi Massimiliano,Škoda Fabia Rally2 evo
38,1,39,21. 10. 08:57,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499044/,50,Déjean Patrick,Jammes Yannick,Citroën C3 Rally2
39,1,40,21. 10. 08:59,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499053/,51,Al-Rashed Rakan,Magalhães Hugo,Volkswagen Polo GTI R5
40,1,41,21. 10. 09:01,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499046/,52,Anear Luke,Harryman Allan,Ford Fiesta Rally2
41,1,42,21. 10. 09:03,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499050/,53,Pereira Armando,Russier Jules,Ford Fiesta WRC
42,1,43,21. 10. 09:05,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499060/,54,Vossen Henk,van Hoek Radboud,Ford Fiesta R5
43,1,44,21. 10. 09:07,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499068/,56,Díaz-Aboitiz Miguel,Hereu Jordi,Škoda Fabia Rally2 evo
44,1,45,21. 10. 09:09,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499081/,57,Černý Jan,Černohorský Petr jun.,Ford Fiesta Rally3
45,1,46,21. 10. 09:10,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499090/,59,Joona Lauri,Korhonen Mikael,Ford Fiesta Rally3
46,1,47,21. 10. 09:11,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499085/,58,Domínguez Jr. Diego,Peñate Rogelio,Ford Fiesta Rally3
47,1,48,21. 10. 09:12,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499093/,60,László Zoltán,Kürti Tamás,Ford Fiesta Rally3
48,1,49,21. 10. 09:14,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499102/,61,Guigou Emmanuel,Escartefigue Jules,Alpine A110 Rally RGT
49,1,50,21. 10. 09:15,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499104/,63,Baffoun Philippe,Quartini Charlyne,Alpine A110 Rally RGT
50,1,51,21. 10. 09:16,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499103/,62,Gobbin Roberto,Grimaldi Fabio,Abarth 124 Rally RGT
51,1,52,21. 10. 09:18,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499109/,65,Creighton William,Regan Liam,Hyundai i20 N Rally2
52,1,53,21. 10. 09:19,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499112/,66,Allen Philip,Bowen Dale,Hyundai i20 N Rally2
53,1,54,21. 10. 09:20,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499115/,67,Desangles Yanis,Théron Nicolas,Škoda Fabia R5
54,1,55,21. 10. 09:21,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499119/,68,Cartier Victor,Maye Marine,Toyota Yaris Rally2-Kit
55,1,56,21. 10. 09:22,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499123/,70,Cogni Gabriele,Ciucci Giacomo,Peugeot 208 Rally4
56,1,57,21. 10. 09:23,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499125/,71,Labarias Cortés Miquel,Romero García Lorena,Peugeot 208 Rally4
57,1,58,21. 10. 09:24,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499126/,72,Mauro Sánchez Alejandro,Sanjuan de Eusebio Diego,Renault Clio Rally4
58,1,59,21. 10. 09:25,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499127/,73,Hernández Zósimo,Ramírez Ortiz José Ignacio,Peugeot 208 Rally4
59,1,60,21. 10. 09:26,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499133/,74,Strabello Paolo,Bianchi Davide,Peugeot 208 Rally4
60,1,61,21. 10. 09:27,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499136/,75,Berard David,Lager Frédéric,Peugeot 208 R2
61,1,62,21. 10. 09:28,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3499139/,76,"Parés Carrió Mariano ""Marià""",Ferrán López Eduard,Peugeot 208 Rally4
