,leg,start_number,start_time,url,entry_number,driver,codriver,car
0,1,1,13. 9. 07:30,/entryinfo/54470-rally-turkey-marmaris-2019/2365116/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
1,1,2,13. 9. 07:34,/entryinfo/54470-rally-turkey-marmaris-2019/2363823/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
2,1,3,13. 9. 07:38,/entryinfo/54470-rally-turkey-marmaris-2019/2363832/,1,Ogier Sébastien,Ingrassia Julien,Citroën C3 WRC
3,1,4,13. 9. 07:42,/entryinfo/54470-rally-turkey-marmaris-2019/2365119/,5,Meeke Kris,Marshall Sebastian,Toyota Yaris WRC
4,1,5,13. 9. 07:46,/entryinfo/54470-rally-turkey-marmaris-2019/2363826/,89,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
5,1,6,13. 9. 07:50,/entryinfo/54470-rally-turkey-marmaris-2019/2365112/,10,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
6,1,7,13. 9. 07:54,/entryinfo/54470-rally-turkey-marmaris-2019/2365111/,3,Suninen Teemu,Lehtinen Jarmo,Ford Fiesta WRC
7,1,8,13. 9. 07:58,/entryinfo/54470-rally-turkey-marmaris-2019/2363829/,6,Sordo Dani,del Barrio Carlos,Hyundai i20 Coupe WRC
8,1,9,13. 9. 08:02,/entryinfo/54470-rally-turkey-marmaris-2019/2363833/,4,Lappi Esapekka,Ferm Janne,Citroën C3 WRC
9,1,10,13. 9. 08:06,/entryinfo/54470-rally-turkey-marmaris-2019/2367907/,7,Tidemand Pontus,Fløene Ola,Ford Fiesta WRC
10,1,11,13. 9. 08:09,/entryinfo/54470-rally-turkey-marmaris-2019/2367914/,21,Rovanperä Kalle,Halttunen Jonne,Škoda Fabia Rally2 evo
11,1,12,13. 9. 08:12,/entryinfo/54470-rally-turkey-marmaris-2019/2367917/,22,Greensmith Gus,Edmondson Elliott,Ford Fiesta Rally2
12,1,13,13. 9. 08:15,/entryinfo/54470-rally-turkey-marmaris-2019/2367919/,23,Kopecký Jan,Dresler Pavel,Škoda Fabia Rally2 evo
13,1,14,13. 9. 08:18,/entryinfo/54470-rally-turkey-marmaris-2019/2367921/,41,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia R5
14,1,15,13. 9. 08:21,/entryinfo/54470-rally-turkey-marmaris-2019/2367923/,42,Andolfi Fabio,Inglesi Emanuele,Škoda Fabia R5
15,1,16,13. 9. 08:24,/entryinfo/54470-rally-turkey-marmaris-2019/2367924/,43,Solberg Henning,Minor Ilka,Škoda Fabia R5
16,1,17,13. 9. 08:27,/entryinfo/54470-rally-turkey-marmaris-2019/2367927/,44,Bulacia Marco,Cretu Fabian,Škoda Fabia R5
17,1,18,13. 9. 08:30,/entryinfo/54470-rally-turkey-marmaris-2019/2367938/,51,Gill Gaurav,Macneall Glenn,Ford Fiesta Rally2
18,1,19,13. 9. 08:33,/entryinfo/54470-rally-turkey-marmaris-2019/2367928/,45,Nobre Paulo,Morales Gabriel,Škoda Fabia R5
19,1,20,13. 9. 08:36,/entryinfo/54470-rally-turkey-marmaris-2019/2367935/,47,Salvi Diogo,Magalhães Hugo,Škoda Fabia R5
20,1,21,13. 9. 08:39,/entryinfo/54470-rally-turkey-marmaris-2019/2367946/,48,Çukurova Burak,Bostanci Vedat,Škoda Fabia R5
21,1,22,13. 9. 08:42,/entryinfo/54470-rally-turkey-marmaris-2019/2367945/,49,Bostanci Murat,Vatansever Onur,Ford Fiesta R5
22,1,23,13. 9. 08:45,/entryinfo/54470-rally-turkey-marmaris-2019/2367933/,46,"""Pedro""",Baldaccini Emanuele,Ford Fiesta Rally2
23,1,24,13. 9. 08:48,/entryinfo/54470-rally-turkey-marmaris-2019/2367940/,50,Fahri Deniz,Gücenmez Bahadir,Škoda Fabia R5
24,1,25,13. 9. 08:51,/entryinfo/54470-rally-turkey-marmaris-2019/2367943/,52,Banaz Bugra,Erdener Burak,Ford Fiesta R5
25,1,26,13. 9. 08:54,/entryinfo/54470-rally-turkey-marmaris-2019/2367950/,53,Manyera Bora,Cerkez Cem,Škoda Fabia R5
26,1,27,13. 9. 08:57,/entryinfo/54470-rally-turkey-marmaris-2019/2367949/,72,Arengi Bentivoglio Fabrizio,Bosi Massimiliano,Škoda Fabia R5
27,1,28,13. 9. 09:00,/entryinfo/54470-rally-turkey-marmaris-2019/2367948/,74,Covi Carlo,Campesan Giorgio,Peugeot 208 R2
28,2,1,14. 9. 07:57,/entryinfo/54470-rally-turkey-marmaris-2019/2367907/,7,Tidemand Pontus,Fløene Ola,Ford Fiesta WRC
29,2,2,14. 9. 08:00,/entryinfo/54470-rally-turkey-marmaris-2019/2365112/,10,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
30,2,3,14. 9. 08:03,/entryinfo/54470-rally-turkey-marmaris-2019/2365116/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
31,2,4,14. 9. 08:06,/entryinfo/54470-rally-turkey-marmaris-2019/2365119/,5,Meeke Kris,Marshall Sebastian,Toyota Yaris WRC
32,2,5,14. 9. 08:09,/entryinfo/54470-rally-turkey-marmaris-2019/2363829/,6,Sordo Dani,del Barrio Carlos,Hyundai i20 Coupe WRC
33,2,6,14. 9. 08:12,/entryinfo/54470-rally-turkey-marmaris-2019/2363826/,89,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
34,2,7,14. 9. 08:15,/entryinfo/54470-rally-turkey-marmaris-2019/2365111/,3,Suninen Teemu,Lehtinen Jarmo,Ford Fiesta WRC
35,2,8,14. 9. 08:18,/entryinfo/54470-rally-turkey-marmaris-2019/2363823/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
36,2,9,14. 9. 08:21,/entryinfo/54470-rally-turkey-marmaris-2019/2363832/,1,Ogier Sébastien,Ingrassia Julien,Citroën C3 WRC
37,2,10,14. 9. 08:24,/entryinfo/54470-rally-turkey-marmaris-2019/2363833/,4,Lappi Esapekka,Ferm Janne,Citroën C3 WRC
38,2,11,14. 9. 08:27,/entryinfo/54470-rally-turkey-marmaris-2019/2367919/,23,Kopecký Jan,Dresler Pavel,Škoda Fabia Rally2 evo
39,2,12,14. 9. 08:30,/entryinfo/54470-rally-turkey-marmaris-2019/2367917/,22,Greensmith Gus,Edmondson Elliott,Ford Fiesta Rally2
40,2,13,14. 9. 08:33,/entryinfo/54470-rally-turkey-marmaris-2019/2367914/,21,Rovanperä Kalle,Halttunen Jonne,Škoda Fabia Rally2 evo
41,2,14,14. 9. 08:36,/entryinfo/54470-rally-turkey-marmaris-2019/2367921/,41,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia R5
42,2,15,14. 9. 08:39,/entryinfo/54470-rally-turkey-marmaris-2019/2367927/,44,Bulacia Marco,Cretu Fabian,Škoda Fabia R5
43,2,16,14. 9. 08:42,/entryinfo/54470-rally-turkey-marmaris-2019/2367923/,42,Andolfi Fabio,Inglesi Emanuele,Škoda Fabia R5
44,2,17,14. 9. 08:45,/entryinfo/54470-rally-turkey-marmaris-2019/2367924/,43,Solberg Henning,Minor Ilka,Škoda Fabia R5
45,2,18,14. 9. 08:48,/entryinfo/54470-rally-turkey-marmaris-2019/2367938/,51,Gill Gaurav,Macneall Glenn,Ford Fiesta Rally2
46,2,19,14. 9. 08:51,/entryinfo/54470-rally-turkey-marmaris-2019/2367935/,47,Salvi Diogo,Magalhães Hugo,Škoda Fabia R5
47,2,20,14. 9. 08:54,/entryinfo/54470-rally-turkey-marmaris-2019/2367928/,45,Nobre Paulo,Morales Gabriel,Škoda Fabia R5
48,2,21,14. 9. 08:57,/entryinfo/54470-rally-turkey-marmaris-2019/2367945/,49,Bostanci Murat,Vatansever Onur,Ford Fiesta R5
49,2,22,14. 9. 09:00,/entryinfo/54470-rally-turkey-marmaris-2019/2367946/,48,Çukurova Burak,Bostanci Vedat,Škoda Fabia R5
50,2,23,14. 9. 09:03,/entryinfo/54470-rally-turkey-marmaris-2019/2367940/,50,Fahri Deniz,Gücenmez Bahadir,Škoda Fabia R5
51,2,24,14. 9. 09:06,/entryinfo/54470-rally-turkey-marmaris-2019/2367950/,53,Manyera Bora,Cerkez Cem,Škoda Fabia R5
52,2,25,14. 9. 09:09,/entryinfo/54470-rally-turkey-marmaris-2019/2367949/,72,Arengi Bentivoglio Fabrizio,Bosi Massimiliano,Škoda Fabia R5
53,2,26,14. 9. 09:12,/entryinfo/54470-rally-turkey-marmaris-2019/2367933/,46,"""Pedro""",Baldaccini Emanuele,Ford Fiesta Rally2
54,2,27,14. 9. 09:15,/entryinfo/54470-rally-turkey-marmaris-2019/2367948/,74,Covi Carlo,Campesan Giorgio,Peugeot 208 R2
55,3,1,19. 5. 08:55,/entryinfo/54470-rally-turkey-marmaris-2019/2365116/,8,Tänak Ott,Järveoja Martin,Toyota Yaris WRC
56,3,2,19. 5. 08:59,/entryinfo/54470-rally-turkey-marmaris-2019/2367907/,7,Tidemand Pontus,Fløene Ola,Ford Fiesta WRC
57,3,3,19. 5. 09:03,/entryinfo/54470-rally-turkey-marmaris-2019/2363823/,11,Neuville Thierry,Gilsoul Nicolas,Hyundai i20 Coupe WRC
58,3,4,19. 5. 09:07,/entryinfo/54470-rally-turkey-marmaris-2019/2365119/,5,Meeke Kris,Marshall Sebastian,Toyota Yaris WRC
59,3,5,19. 5. 09:11,/entryinfo/54470-rally-turkey-marmaris-2019/2365112/,10,Latvala Jari-Matti,Anttila Miikka,Toyota Yaris WRC
60,3,6,19. 5. 09:15,/entryinfo/54470-rally-turkey-marmaris-2019/2363829/,6,Sordo Dani,del Barrio Carlos,Hyundai i20 Coupe WRC
61,3,7,19. 5. 09:19,/entryinfo/54470-rally-turkey-marmaris-2019/2365111/,3,Suninen Teemu,Lehtinen Jarmo,Ford Fiesta WRC
62,3,8,19. 5. 09:23,/entryinfo/54470-rally-turkey-marmaris-2019/2363826/,89,Mikkelsen Andreas,Jæger Anders,Hyundai i20 Coupe WRC
63,3,9,19. 5. 09:27,/entryinfo/54470-rally-turkey-marmaris-2019/2363833/,4,Lappi Esapekka,Ferm Janne,Citroën C3 WRC
64,3,10,19. 5. 09:31,/entryinfo/54470-rally-turkey-marmaris-2019/2363832/,1,Ogier Sébastien,Ingrassia Julien,Citroën C3 WRC
65,3,11,19. 5. 09:34,/entryinfo/54470-rally-turkey-marmaris-2019/2367917/,22,Greensmith Gus,Edmondson Elliott,Ford Fiesta Rally2
66,3,12,19. 5. 09:37,/entryinfo/54470-rally-turkey-marmaris-2019/2367919/,23,Kopecký Jan,Dresler Pavel,Škoda Fabia Rally2 evo
67,3,13,19. 5. 09:40,/entryinfo/54470-rally-turkey-marmaris-2019/2367914/,21,Rovanperä Kalle,Halttunen Jonne,Škoda Fabia Rally2 evo
68,3,14,19. 5. 09:43,/entryinfo/54470-rally-turkey-marmaris-2019/2367921/,41,Kajetanowicz Kajetan,Szczepaniak Maciej,Škoda Fabia R5
69,3,15,19. 5. 09:46,/entryinfo/54470-rally-turkey-marmaris-2019/2367927/,44,Bulacia Marco,Cretu Fabian,Škoda Fabia R5
70,3,16,19. 5. 09:49,/entryinfo/54470-rally-turkey-marmaris-2019/2367923/,42,Andolfi Fabio,Inglesi Emanuele,Škoda Fabia R5
71,3,17,19. 5. 09:52,/entryinfo/54470-rally-turkey-marmaris-2019/2367924/,43,Solberg Henning,Minor Ilka,Škoda Fabia R5
72,3,18,19. 5. 09:55,/entryinfo/54470-rally-turkey-marmaris-2019/2367946/,48,Çukurova Burak,Bostanci Vedat,Škoda Fabia R5
73,3,19,19. 5. 09:58,/entryinfo/54470-rally-turkey-marmaris-2019/2367938/,51,Gill Gaurav,Macneall Glenn,Ford Fiesta Rally2
