,leg,finish,entry_number,time
0,1,1,1,1:29:04.0
1,1,2,2,1:29:40.6
2,1,3,4,1:29:41.2
3,1,4,9,1:29:41.3
4,1,5,5,1:29:45.4
5,1,6,10,1:30:01.0
6,1,7,8,1:30:28.9
7,1,8,21,1:31:22.2
8,1,9,7,1:31:33.5
9,1,10,32,1:33:54.4
10,1,11,15,1:34:02.6
11,1,12,14,1:34:45.9
12,1,13,12,1:35:17.9
13,1,14,20,1:35:45.1
14,1,15,43,1:35:54.8
15,1,16,73,1:36:01.6
16,1,17,39,1:38:21.9
17,1,18,44,1:38:45.4
18,1,19,6,1:40:43.9
19,1,20,74,1:42:11.2
20,1,21,102,1:43:18.9
21,1,22,107,1:44:22.1
22,1,23,40,1:44:38.3
23,1,24,104,1:45:15.3
24,1,25,41,1:45:17.5
25,1,26,101,1:45:39.4
26,1,27,75,1:45:57.8
27,1,28,77,1:46:09.0
28,1,29,94,1:46:12.8
29,1,30,106,1:46:30.6
30,1,31,67,1:46:55.6
31,1,32,90,1:47:26.2
32,1,33,109,1:47:47.4
33,1,34,83,1:47:54.5
34,1,35,103,1:48:41.7
35,1,36,85,1:48:54.3
36,1,37,38,1:49:25.5
37,1,38,84,1:50:25.8
38,1,39,52,1:51:11.5
39,1,40,93,1:51:11.5
40,1,41,78,1:51:12.3
41,1,42,3,1:53:55.1
42,1,43,108,1:55:23.8
43,1,44,86,1:55:44.1
44,1,45,88,1:56:08.4
45,1,46,35,1:56:49.1
46,1,47,105,1:57:34.8
47,1,48,79,1:57:43.5
48,1,49,80,1:58:12.7
49,1,50,96,1:58:39.1
50,1,51,57,1:59:03.7
51,1,52,82,1:59:29.2
52,1,53,42,2:00:50.3
53,1,54,91,2:00:54.0
54,1,55,97,2:00:54.3
55,1,56,87,2:02:04.0
56,1,57,37,2:02:49.7
57,1,58,89,2:03:14.2
58,1,59,99,2:06:16.5
59,1,60,98,2:08:35.3
60,1,61,92,2:14:03.3
61,2,1,2,1:35:01.2
62,2,2,1,1:35:10.5
63,2,3,5,1:35:47.7
64,2,4,8,1:35:56.0
65,2,5,7,1:36:17.1
66,2,6,4,1:36:21.6
67,2,7,6,1:36:21.8
68,2,8,20,1:36:57.9
69,2,9,3,1:37:58.3
70,2,10,9,1:38:21.4
71,2,11,14,1:39:19.2
72,2,12,43,1:39:24.7
73,2,13,35,1:40:17.2
74,2,14,32,1:40:19.2
75,2,15,21,1:40:23.3
76,2,16,15,1:40:24.0
77,2,17,39,1:40:24.6
78,2,18,73,1:40:31.1
79,2,19,12,1:41:19.6
80,2,20,38,1:44:34.0
81,2,21,37,1:44:39.3
82,2,22,41,1:45:32.3
83,2,23,44,1:46:30.6
84,2,24,74,1:46:43.5
85,2,25,77,1:46:49.8
86,2,26,75,1:47:49.0
87,2,27,52,1:50:55.0
88,2,28,42,1:51:12.4
89,2,29,85,1:51:25.7
90,2,30,105,1:51:26.2
91,2,31,107,1:51:52.4
92,2,32,102,1:51:53.9
93,2,33,90,1:51:58.2
94,2,34,94,1:52:35.9
95,2,35,84,1:52:56.9
96,2,36,87,1:53:07.8
97,2,37,108,1:53:54.8
98,2,38,93,1:54:30.4
99,2,39,89,1:54:38.0
100,2,40,106,1:54:49.2
101,2,41,10,1:54:55.5
102,2,42,103,1:55:52.4
103,2,43,82,1:55:56.8
104,2,44,104,1:56:11.8
105,2,45,91,1:56:41.5
106,2,46,97,1:56:45.9
107,2,47,101,1:56:52.4
108,2,48,40,1:56:57.4
109,2,49,79,2:00:57.7
110,2,50,86,2:01:00.1
111,2,51,92,2:02:44.7
112,2,52,78,2:03:40.6
113,2,53,80,2:05:58.0
114,2,54,96,2:08:16.0
115,2,55,98,2:09:32.4
116,2,56,88,2:11:20.3
117,2,57,99,2:11:38.9
118,2,58,109,2:13:21.2
119,2,59,83,2:15:17.7
120,2,60,67,2:15:53.2
121,3,1,2,42:14.1
122,3,2,3,42:27.2
123,3,3,1,42:30.1
124,3,4,8,42:41.9
125,3,5,9,42:44.8
126,3,6,5,42:53.7
127,3,7,6,42:53.9
128,3,8,7,42:55.0
129,3,9,4,42:55.1
130,3,10,10,43:00.0
131,3,11,21,43:05.9
132,3,12,20,43:14.0
133,3,13,35,44:17.8
134,3,14,43,44:39.9
135,3,15,12,44:54.8
136,3,16,39,45:10.4
137,3,17,32,45:10.8
138,3,18,15,45:18.9
139,3,19,14,45:19.9
140,3,20,41,46:52.8
141,3,21,44,46:54.5
142,3,22,38,47:21.5
143,3,23,77,48:01.6
144,3,24,75,48:10.5
145,3,25,74,48:18.2
146,3,26,67,48:33.8
147,3,27,83,48:46.3
148,3,28,52,49:05.3
149,3,29,42,49:19.8
150,3,30,84,49:42.9
151,3,31,105,49:44.5
152,3,32,89,50:01.6
153,3,33,85,50:04.2
154,3,34,90,50:05.8
155,3,35,94,50:14.4
156,3,36,103,50:16.4
157,3,37,104,50:24.8
158,3,38,106,50:30.6
159,3,39,88,50:35.4
160,3,40,107,50:38.3
161,3,41,97,50:39.2
162,3,42,108,50:50.4
163,3,43,93,50:50.9
164,3,44,91,50:52.6
165,3,45,96,51:03.9
166,3,46,80,51:04.9
167,3,47,86,51:10.3
168,3,48,78,51:13.4
169,3,49,82,51:13.7
170,3,50,101,52:06.4
171,3,51,92,52:37.6
172,3,52,98,52:46.8
173,3,53,79,53:02.2
174,3,54,109,53:29.1
175,3,55,102,53:42.2
176,3,56,99,55:07.9
