,leg,finish,entry_number,time
0,1,1,2,1:29:42.0
1,1,2,10,1:31:22.3
2,1,3,1,1:31:43.0
3,1,4,11,1:31:49.6
4,1,5,4,1:32:03.5
5,1,6,18,1:32:30.6
6,1,7,3,1:33:16.5
7,1,8,15,1:33:35.3
8,1,9,5,1:33:50.6
9,1,10,6,1:34:12.7
10,1,11,23,1:34:16.1
11,1,12,14,1:34:38.5
12,1,13,8,1:35:46.9
13,1,14,16,1:36:20.8
14,1,15,19,1:38:16.2
15,1,16,52,1:39:28.9
16,1,17,57,1:39:32.5
17,1,18,54,1:41:10.4
18,1,19,74,1:41:21.2
19,1,20,102,1:42:11.7
20,1,21,104,1:43:20.4
21,1,22,51,1:44:21.8
22,1,23,65,1:44:46.7
23,1,24,110,1:45:06.6
24,1,25,105,1:45:34.4
25,1,26,70,1:45:57.7
26,1,27,76,1:46:22.1
27,1,28,108,1:47:54.4
28,1,29,124,1:50:08.3
29,1,30,114,1:52:24.2
30,1,31,71,1:53:21.9
31,1,32,112,1:55:56.3
32,1,33,127,1:56:14.6
33,1,34,129,1:58:14.8
34,1,35,133,2:01:40.9
35,1,36,130,2:01:45.4
36,1,37,121,2:04:58.1
37,1,38,125,2:06:45.4
38,1,39,134,2:08:41.8
39,1,40,140,2:08:51.2
40,1,41,143,2:10:20.1
41,1,42,144,2:10:31.4
42,1,43,141,2:11:08.4
43,1,44,146,2:12:44.2
44,1,45,136,2:12:52.5
45,1,46,145,2:13:46.3
46,1,47,153,2:14:06.1
47,1,48,154,2:14:25.5
48,1,49,117,2:22:10.4
49,1,50,151,2:26:41.8
50,2,1,10,1:43:39.2
51,2,2,1,1:43:53.2
52,2,3,5,1:44:42.0
53,2,4,6,1:44:49.6
54,2,5,4,1:44:49.9
55,2,6,11,1:44:54.9
56,2,7,2,1:45:20.0
57,2,8,19,1:45:42.6
58,2,9,14,1:46:58.4
59,2,10,15,1:47:05.1
60,2,11,8,1:48:30.9
61,2,12,16,1:51:33.4
62,2,13,54,1:54:18.3
63,2,14,74,1:55:56.1
64,2,15,57,1:56:47.0
65,2,16,51,1:56:51.1
66,2,17,102,1:56:58.9
67,2,18,104,1:58:41.8
68,2,19,105,1:59:01.9
69,2,20,108,2:04:20.2
70,2,21,52,2:04:33.5
71,2,22,71,2:07:04.5
72,2,23,125,2:10:07.9
73,2,24,112,2:13:05.0
74,2,25,114,2:13:12.8
75,2,26,130,2:19:21.6
76,2,27,133,2:21:57.7
77,2,28,121,2:26:06.4
78,2,29,134,2:36:15.3
79,2,30,153,2:42:14.4
80,2,31,154,2:44:10.1
81,2,32,141,2:45:12.7
82,2,33,140,2:46:44.8
83,2,34,117,2:58:09.3
84,3,1,2,50:47.7
85,3,2,4,51:15.7
86,3,3,11,51:28.6
87,3,4,1,51:30.6
88,3,5,5,51:55.6
89,3,6,6,51:59.2
90,3,7,19,52:13.6
91,3,8,8,52:40.9
92,3,9,15,52:47.5
93,3,10,14,52:48.8
94,3,11,16,54:13.8
95,3,12,52,55:32.0
96,3,13,74,56:25.4
97,3,14,57,56:38.2
98,3,15,54,56:58.9
99,3,16,51,57:27.8
100,3,17,104,58:09.3
101,3,18,102,58:28.4
102,3,19,105,58:42.4
103,3,20,71,1:04:09.1
104,3,21,125,1:04:16.1
105,3,22,112,1:04:22.7
106,3,23,108,1:04:25.6
107,3,24,130,1:06:36.4
108,3,25,121,1:08:15.8
109,3,26,133,1:09:39.1
110,3,27,134,1:10:39.1
111,3,28,153,1:13:00.5
112,3,29,154,1:15:56.8
113,3,30,114,1:19:21.6
114,3,31,140,1:24:08.9
