,leg,finish,entry_number,time
0,1,1,1,1:16:03.5
1,1,2,3,1:16:17.0
2,1,3,9,1:16:34.9
3,1,4,4,1:16:46.5
4,1,5,7,1:17:22.2
5,1,6,6,1:17:38.4
6,1,7,8,1:18:07.0
7,1,8,5,1:18:25.1
8,1,9,37,1:19:25.0
9,1,10,12,1:19:28.9
10,1,11,21,1:19:46.8
11,1,12,14,1:20:36.7
12,1,13,43,1:20:59.5
13,1,14,47,1:21:08.9
14,1,15,38,1:22:03.7
15,1,16,33,1:22:07.0
16,1,17,49,1:22:30.8
17,1,18,39,1:22:43.0
18,1,19,22,1:23:00.7
19,1,20,45,1:23:18.3
20,1,21,23,1:23:37.0
21,1,22,40,1:23:52.4
22,1,23,72,1:24:35.7
23,1,24,34,1:25:09.1
24,1,25,85,1:25:36.5
25,1,26,82,1:26:37.5
26,1,27,50,1:27:29.6
27,1,28,83,1:28:41.4
28,1,29,73,1:28:51.0
29,1,30,53,1:29:18.2
30,1,31,92,1:30:26.0
31,1,32,76,1:30:39.0
32,1,33,80,1:30:59.9
33,1,34,78,1:31:21.3
34,1,35,89,1:31:41.9
35,1,36,94,1:32:19.5
36,1,37,69,1:32:43.4
37,1,38,88,1:33:14.0
38,1,39,91,1:33:17.7
39,1,40,79,1:35:27.2
40,1,41,98,1:36:47.1
41,1,42,60,1:38:20.3
42,1,43,102,1:39:24.9
43,1,44,55,1:39:42.2
44,1,45,100,1:41:47.6
45,1,46,101,1:41:50.3
46,1,47,58,1:42:02.3
47,1,48,87,1:42:41.6
48,1,49,140,1:42:55.7
49,1,50,99,1:43:30.2
50,1,51,20,1:44:27.0
51,1,52,90,1:46:42.3
52,1,53,105,1:48:26.1
53,1,54,97,1:49:02.6
54,1,55,71,1:49:17.0
55,1,56,74,1:49:48.6
56,1,57,65,1:50:03.9
57,1,58,2,1:50:59.1
58,1,59,103,1:53:06.3
59,1,60,52,1:53:35.5
60,1,61,96,1:59:21.9
61,1,62,104,2:02:28.3
62,1,63,48,2:02:38.4
63,1,64,75,2:17:30.3
64,1,65,106,2:23:34.8
65,2,1,1,1:24:21.7
66,2,2,3,1:24:43.9
67,2,3,9,1:24:50.7
68,2,4,5,1:25:18.4
69,2,5,6,1:25:27.9
70,2,6,8,1:25:32.1
71,2,7,7,1:25:58.8
72,2,8,14,1:26:20.3
73,2,9,12,1:26:28.9
74,2,10,4,1:28:00.6
75,2,11,37,1:28:24.2
76,2,12,45,1:29:30.3
77,2,13,43,1:29:34.6
78,2,14,47,1:30:00.2
79,2,15,23,1:32:03.4
80,2,16,22,1:32:18.0
81,2,17,39,1:33:54.2
82,2,18,72,1:34:43.2
83,2,19,71,1:35:03.5
84,2,20,74,1:35:52.5
85,2,21,40,1:36:29.2
86,2,22,34,1:36:52.8
87,2,23,82,1:37:05.1
88,2,24,75,1:37:12.7
89,2,25,60,1:37:34.2
90,2,26,65,1:38:48.4
91,2,27,50,1:38:58.2
92,2,28,52,1:39:15.9
