,leg,finish,entry_number,time
0,1,1,5,1:37:30.7
1,1,2,2,1:37:48.4
2,1,3,3,1:37:58.7
3,1,4,16,1:38:05.0
4,1,5,12,1:38:12.6
5,1,6,9,1:38:26.5
6,1,7,10,1:38:49.4
7,1,8,11,1:39:58.0
8,1,9,32,1:44:57.8
9,1,10,37,1:45:02.1
10,1,11,42,1:45:02.6
11,1,12,33,1:45:56.2
12,1,13,31,1:46:12.4
13,1,14,38,1:46:27.4
14,1,15,39,1:46:33.8
15,1,16,40,1:46:40.6
16,1,17,43,1:47:10.9
17,1,18,81,1:47:34.0
18,1,19,83,1:47:43.3
19,1,20,21,1:48:44.2
20,1,21,47,1:49:44.0
21,1,22,61,1:52:35.7
22,1,23,63,1:52:40.7
23,1,24,45,1:52:51.6
24,1,25,67,1:52:53.4
25,1,26,65,1:53:17.5
26,1,27,87,1:56:42.3
27,1,28,121,1:56:58.9
28,1,29,71,1:56:59.9
29,1,30,93,1:57:24.3
30,1,31,117,1:58:35.0
31,1,32,91,1:59:11.2
32,1,33,72,1:59:28.6
33,1,34,73,1:59:35.2
34,1,35,68,2:00:23.3
35,1,36,4,2:00:40.0
36,1,37,111,2:00:49.9
37,1,38,94,2:02:51.6
38,1,39,112,2:03:15.4
39,1,40,99,2:03:54.3
40,1,41,119,2:04:16.2
41,1,42,118,2:04:56.4
42,1,43,70,2:05:01.9
43,1,44,85,2:05:33.2
44,1,45,122,2:07:18.1
45,1,46,96,2:07:55.6
46,1,47,95,2:08:02.4
47,1,48,74,2:09:50.5
48,1,49,114,2:11:17.3
49,1,50,123,2:12:09.6
50,1,51,1,2:12:16.8
51,1,52,127,2:13:34.4
52,1,53,41,2:13:41.3
53,1,54,110,2:14:26.6
54,1,55,35,2:16:48.9
55,1,56,34,2:17:51.0
56,1,57,44,2:21:19.1
57,1,58,128,2:22:35.5
58,1,59,46,2:23:10.6
59,1,60,92,2:24:54.1
60,1,61,90,2:25:33.4
61,1,62,7,2:26:18.8
62,1,63,36,2:27:40.5
63,1,64,66,2:28:10.4
64,1,65,113,2:29:27.0
65,1,66,82,2:37:28.4
66,1,67,98,2:39:36.6
67,1,68,62,2:41:59.7
68,1,69,88,2:43:09.0
69,1,70,102,2:47:09.0
70,1,71,69,2:48:27.2
71,2,1,5,1:38:59.3
72,2,2,7,1:39:05.4
73,2,3,1,1:39:06.9
74,2,4,2,1:39:21.4
75,2,5,9,1:39:26.5
76,2,6,16,1:39:32.2
77,2,7,3,1:39:33.2
78,2,8,4,1:40:05.8
79,2,9,11,1:41:25.1
80,2,10,12,1:41:31.5
81,2,11,31,1:43:10.3
82,2,12,39,1:45:04.7
83,2,13,36,1:45:30.6
84,2,14,40,1:45:36.3
85,2,15,37,1:45:40.0
86,2,16,34,1:46:00.0
87,2,17,43,1:46:17.4
88,2,18,42,1:46:27.8
89,2,19,35,1:47:37.2
90,2,20,47,1:47:50.3
91,2,21,81,1:48:07.1
92,2,22,21,1:48:31.0
93,2,23,44,1:49:05.3
94,2,24,83,1:51:36.1
95,2,25,38,1:55:36.3
96,2,26,61,1:55:46.9
97,2,27,90,1:56:27.7
98,2,28,33,1:56:32.9
99,2,29,32,1:56:37.8
100,2,30,62,1:56:45.2
101,2,31,46,1:58:15.4
102,2,32,69,1:59:03.9
103,2,33,65,1:59:08.8
104,2,34,85,2:00:16.7
105,2,35,73,2:01:18.7
106,2,36,87,2:03:11.1
107,2,37,70,2:05:41.9
108,2,38,66,2:06:06.7
109,2,39,92,2:06:38.9
110,2,40,71,2:07:53.3
111,2,41,45,2:07:58.5
112,2,42,91,2:10:22.0
113,2,43,98,2:11:09.2
114,2,44,96,2:12:42.2
115,2,45,93,2:13:51.9
116,2,46,68,2:14:45.0
117,2,47,67,2:16:36.8
118,2,48,95,2:17:39.4
119,2,49,63,2:23:28.6
120,2,50,72,2:24:52.3
121,2,51,41,2:25:10.3
122,2,52,74,2:25:25.2
123,3,1,9,32:58.3
124,3,2,3,33:02.0
125,3,3,16,33:10.3
126,3,4,7,33:12.7
127,3,5,5,33:16.6
128,3,6,2,33:16.8
129,3,7,12,33:36.0
130,3,8,4,33:45.2
131,3,9,11,33:46.5
132,3,10,1,33:51.2
133,3,11,32,34:26.4
134,3,12,31,34:34.7
135,3,13,42,34:50.5
136,3,14,35,34:51.4
137,3,15,46,34:55.6
138,3,16,36,35:02.6
139,3,17,38,35:07.4
140,3,18,41,35:10.6
141,3,19,37,35:21.8
142,3,20,83,35:23.2
143,3,21,47,35:27.6
144,3,22,39,35:29.4
145,3,23,34,35:31.6
146,3,24,45,36:04.9
147,3,25,43,36:10.2
148,3,26,33,36:13.9
149,3,27,81,36:40.8
150,3,28,44,36:44.7
151,3,29,87,36:46.3
152,3,30,40,37:12.1
153,3,31,90,37:27.5
154,3,32,63,37:52.0
155,3,33,62,38:16.7
156,3,34,61,38:28.6
157,3,35,71,39:25.3
158,3,36,68,39:25.8
159,3,37,69,39:48.2
160,3,38,91,40:12.0
161,3,39,92,40:16.7
162,3,40,73,40:55.1
163,3,41,98,40:58.0
164,3,42,70,41:06.1
165,3,43,93,41:20.9
166,3,44,74,41:29.7
167,3,45,96,42:10.4
168,3,46,72,46:13.0
169,3,47,66,51:26.3
