,leg,finish,entry_number,time
0,1,1,3,1:23:50.8
1,1,2,2,1:24:07.6
2,1,3,4,1:24:09.4
3,1,4,15,1:24:23.1
4,1,5,6,1:25:02.9
5,1,6,10,1:25:39.3
6,1,7,1,1:25:59.7
7,1,8,52,1:26:09.6
8,1,9,21,1:26:17.7
9,1,10,64,1:26:50.6
10,1,11,60,1:27:00.5
11,1,12,62,1:27:11.1
12,1,13,33,1:27:52.2
13,1,14,12,1:28:10.8
14,1,15,18,1:28:28.2
15,1,16,32,1:29:59.9
16,1,17,68,1:30:01.5
17,1,18,8,1:30:09.1
18,1,19,17,1:30:18.4
19,1,20,49,1:31:58.1
20,1,21,7,1:32:08.8
21,1,22,65,1:32:13.8
22,1,23,36,1:32:40.0
23,1,24,70,1:34:13.1
24,1,25,35,1:34:56.0
25,1,26,71,1:36:39.8
26,1,27,31,1:36:53.6
27,1,28,5,1:37:32.3
28,1,29,77,1:37:48.1
29,1,30,69,1:38:22.0
30,1,31,67,1:39:44.9
31,1,32,83,1:40:40.5
32,1,33,76,1:42:52.7
33,1,34,79,1:43:23.7
34,1,35,72,1:50:29.3
35,1,36,74,1:51:33.0
36,1,37,73,1:52:46.4
37,1,38,19,1:53:55.8
38,1,39,84,1:57:22.5
39,1,40,75,1:57:28.2
40,1,41,82,2:04:04.4
41,1,42,81,2:06:37.3
42,1,43,34,2:08:13.5
43,1,44,78,2:08:22.9
44,1,45,14,2:08:36.1
45,1,46,63,2:19:37.9
46,1,47,85,2:29:43.9
47,2,1,3,1:06:17.2
48,2,2,2,1:06:23.4
49,2,3,15,1:06:47.4
50,2,4,4,1:06:50.0
51,2,5,1,1:07:05.8
52,2,6,6,1:07:18.2
53,2,7,10,1:07:31.1
54,2,8,21,1:08:24.7
55,2,9,64,1:08:26.1
56,2,10,52,1:08:30.2
57,2,11,60,1:09:01.6
58,2,12,62,1:09:03.8
59,2,13,18,1:09:17.9
60,2,14,33,1:10:11.5
61,2,15,49,1:10:37.9
62,2,16,17,1:10:51.0
63,2,17,32,1:11:02.6
64,2,18,7,1:11:15.0
65,2,19,31,1:11:17.0
66,2,20,68,1:11:29.5
67,2,21,12,1:12:29.4
68,2,22,8,1:12:37.5
69,2,23,65,1:13:00.5
70,2,24,67,1:13:41.9
71,2,25,70,1:16:01.6
72,2,26,77,1:17:48.7
73,2,27,79,1:18:08.9
74,2,28,71,1:18:11.0
75,2,29,69,1:18:44.2
76,2,30,36,1:19:19.3
77,2,31,81,1:19:55.9
78,2,32,72,1:20:54.2
79,2,33,75,1:22:56.4
80,2,34,76,1:23:14.7
81,2,35,73,1:24:48.2
82,2,36,85,1:25:57.9
83,2,37,34,1:27:37.5
84,2,38,5,1:29:15.2
85,2,39,84,1:34:11.0
86,2,40,82,1:39:38.1
87,2,41,19,1:48:16.6
88,2,42,35,1:48:57.0
89,2,43,83,1:58:08.9
90,2,44,14,2:08:50.2
91,3,1,15,47:56.6
92,3,2,2,48:13.9
93,3,3,1,48:17.9
94,3,4,3,48:20.3
95,3,5,4,48:43.2
96,3,6,6,48:48.6
97,3,7,52,48:57.4
98,3,8,10,49:07.4
99,3,9,21,49:15.9
100,3,10,64,49:38.8
101,3,11,60,50:01.2
102,3,12,49,50:30.4
103,3,13,18,50:45.9
104,3,14,12,50:49.0
105,3,15,32,50:50.1
106,3,16,31,51:16.3
107,3,17,68,51:23.3
108,3,18,33,52:13.1
109,3,19,7,52:14.6
110,3,20,8,52:21.9
111,3,21,62,52:31.9
112,3,22,36,52:35.1
113,3,23,17,52:38.1
114,3,24,19,53:01.1
115,3,25,65,53:14.4
116,3,26,67,53:50.2
117,3,27,35,54:57.4
118,3,28,71,55:07.6
119,3,29,34,55:11.1
120,3,30,70,55:24.9
121,3,31,77,55:36.3
122,3,32,81,56:25.5
123,3,33,79,57:02.0
124,3,34,69,57:08.6
125,3,35,76,58:24.9
126,3,36,75,58:30.4
127,3,37,83,58:34.1
128,3,38,72,58:51.9
129,3,39,73,59:41.8
130,3,40,85,1:01:58.8
131,3,41,82,1:05:10.0
132,3,42,84,1:08:53.2
