,leg,finish,entry_number,time
0,1,1,4,1:03:33.3
1,1,2,3,1:04:21.5
2,1,3,8,1:04:29.6
3,1,4,7,1:04:35.3
4,1,5,5,1:05:18.5
5,1,6,19,1:05:48.4
6,1,7,16,1:06:32.9
7,1,8,11,1:06:54.9
8,1,9,17,1:07:39.1
9,1,10,55,1:08:47.9
10,1,11,52,1:09:03.8
11,1,12,23,1:09:12.8
12,1,13,59,1:09:47.2
13,1,14,21,1:09:53.6
14,1,15,46,1:09:55.1
15,1,16,41,1:10:10.9
16,1,17,33,1:10:24.3
17,1,18,2,1:10:33.5
18,1,19,53,1:10:58.5
19,1,20,31,1:11:06.3
20,1,21,50,1:11:35.3
21,1,22,60,1:11:38.7
22,1,23,42,1:12:13.5
23,1,24,22,1:12:25.0
24,1,25,43,1:12:50.8
25,1,26,65,1:13:05.8
26,1,27,80,1:13:34.6
27,1,28,39,1:13:57.9
28,1,29,70,1:14:21.7
29,1,30,49,1:14:44.2
30,1,31,47,1:15:16.2
31,1,32,68,1:15:22.9
32,1,33,72,1:15:41.5
33,1,34,48,1:15:47.2
34,1,35,51,1:15:48.2
35,1,36,45,1:16:41.8
36,1,37,82,1:17:24.0
37,1,38,76,1:20:10.2
38,1,39,79,1:20:33.5
39,1,40,78,1:20:37.1
40,1,41,34,1:21:46.3
41,1,42,81,1:21:56.3
42,1,43,20,1:22:17.9
43,1,44,69,1:22:18.7
44,1,45,6,1:22:44.8
45,1,46,66,1:23:17.3
46,1,47,84,1:24:54.0
47,1,48,40,1:27:32.1
48,1,49,86,1:28:06.2
49,1,50,1,1:28:26.9
50,1,51,67,1:30:05.5
51,1,52,36,1:34:28.8
52,1,53,73,1:36:48.9
53,1,54,75,1:38:10.8
54,1,55,74,1:38:17.5
55,1,56,64,1:41:56.1
56,1,57,85,1:47:02.7
57,1,58,83,1:53:06.9
58,2,1,2,1:00:12.1
59,2,2,4,1:00:20.4
60,2,3,3,1:00:22.0
61,2,4,7,1:00:54.3
62,2,5,17,1:01:02.7
63,2,6,5,1:01:16.1
64,2,7,6,1:01:17.8
65,2,8,20,1:01:28.5
66,2,9,16,1:01:58.4
67,2,10,52,1:03:42.6
68,2,11,46,1:03:59.4
69,2,12,33,1:04:34.0
70,2,13,53,1:05:07.1
71,2,14,50,1:05:34.1
72,2,15,36,1:05:42.6
73,2,16,31,1:05:46.3
74,2,17,11,1:05:48.1
75,2,18,49,1:05:48.3
76,2,19,69,1:06:15.6
77,2,20,55,1:06:26.8
78,2,21,39,1:07:03.8
79,2,22,21,1:07:03.9
80,2,23,70,1:07:10.8
81,2,24,80,1:07:18.3
82,2,25,65,1:07:22.5
83,2,26,67,1:07:54.8
84,2,27,42,1:07:56.4
85,2,28,68,1:07:59.8
86,2,29,45,1:08:19.3
87,2,30,51,1:09:12.4
88,2,31,47,1:09:16.1
89,2,32,22,1:09:20.7
90,2,33,81,1:10:43.8
91,2,34,82,1:10:48.4
92,2,35,19,1:11:01.9
93,2,36,60,1:11:58.5
94,2,37,48,1:11:59.0
95,2,38,72,1:12:13.7
96,2,39,79,1:12:57.2
97,2,40,40,1:13:08.1
98,2,41,34,1:14:02.3
99,2,42,76,1:15:16.2
100,2,43,8,1:15:26.8
101,2,44,84,1:16:22.1
102,2,45,66,1:18:01.5
103,2,46,23,1:18:05.4
104,2,47,86,1:20:10.0
105,2,48,75,1:22:48.3
106,2,49,41,1:22:53.9
107,2,50,78,1:23:32.3
108,2,51,85,1:25:25.1
109,2,52,73,1:26:25.5
110,2,53,74,1:29:35.3
111,2,54,59,1:32:39.9
112,2,55,83,1:39:04.2
113,3,1,8,42:21.5
114,3,2,4,42:47.5
115,3,3,3,42:56.0
116,3,4,5,43:06.0
117,3,5,2,43:08.7
118,3,6,20,43:12.5
119,3,7,19,43:19.4
120,3,8,6,43:30.5
121,3,9,7,43:34.8
122,3,10,17,43:45.4
123,3,11,11,44:33.5
124,3,12,55,45:45.8
125,3,13,33,46:13.4
126,3,14,52,46:22.3
127,3,15,23,46:27.6
128,3,16,46,46:37.4
129,3,17,31,46:39.0
130,3,18,49,46:45.5
131,3,19,42,46:57.4
132,3,20,53,46:58.4
133,3,21,22,47:03.7
134,3,22,21,47:22.2
135,3,23,48,47:27.7
136,3,24,41,47:35.3
137,3,25,59,47:44.7
138,3,26,36,47:54.1
139,3,27,50,48:04.5
140,3,28,70,48:08.7
141,3,29,65,48:11.4
142,3,30,51,48:33.0
143,3,31,67,48:35.7
144,3,32,45,48:48.1
145,3,33,47,49:29.9
146,3,34,72,50:04.8
147,3,35,85,51:02.7
148,3,36,76,51:07.4
149,3,37,66,51:17.1
150,3,38,74,51:36.4
151,3,39,83,51:36.5
152,3,40,40,51:49.7
153,3,41,81,52:07.7
154,3,42,78,52:19.7
155,3,43,75,52:27.3
156,3,44,79,52:27.8
157,3,45,82,52:34.4
158,3,46,84,54:38.8
159,3,47,86,57:30.5
160,3,48,69,1:00:51.3
161,3,49,39,1:10:20.6
