,leg,finish,entry_number,time
0,1,1,1,2:20:30.6
1,1,2,2,2:20:30.7
2,1,3,3,2:21:03.7
3,1,4,10,2:21:49.0
4,1,5,7,2:25:47.5
5,1,6,21,2:26:54.8
6,1,7,18,2:27:06.6
7,1,8,15,2:27:29.4
8,1,9,12,2:28:45.1
9,1,10,8,2:30:43.8
10,1,11,4,2:34:54.8
11,1,12,32,2:36:57.4
12,1,13,31,2:37:03.3
13,1,14,9,2:37:35.3
14,1,15,38,2:37:43.5
15,1,16,52,2:38:40.4
16,1,17,39,2:40:08.1
17,1,18,6,2:40:28.2
18,1,19,45,2:42:24.3
19,1,20,14,2:43:53.1
20,1,21,53,2:44:42.5
21,1,22,40,2:45:54.1
22,1,23,33,2:46:37.9
23,1,24,41,2:50:19.3
24,1,25,60,2:52:37.1
25,1,26,59,2:54:05.0
26,1,27,5,2:55:45.3
27,1,28,49,3:00:05.5
28,1,29,63,3:01:06.6
29,1,30,42,3:01:50.2
30,1,31,61,3:04:57.1
31,1,32,56,3:06:00.6
32,1,33,54,3:08:43.8
33,1,34,58,3:08:54.0
34,1,35,64,3:11:27.1
35,1,36,34,3:23:29.2
36,1,37,69,3:36:43.6
37,1,38,66,3:42:01.7
38,1,39,67,3:53:48.1
39,1,40,68,4:01:26.7
40,1,41,65,4:11:12.6
41,2,1,4,1:36:54.8
42,2,2,1,1:37:10.2
43,2,3,2,1:37:17.3
44,2,4,3,1:38:24.0
45,2,5,5,1:38:34.9
46,2,6,8,1:38:45.0
47,2,7,10,1:38:57.9
48,2,8,6,1:39:03.6
49,2,9,21,1:40:08.5
50,2,10,15,1:40:38.1
51,2,11,18,1:41:05.9
52,2,12,12,1:43:13.4
53,2,13,33,1:48:04.7
54,2,14,32,1:49:13.3
55,2,15,38,1:49:17.5
56,2,16,53,1:50:32.4
57,2,17,52,1:51:55.3
58,2,18,59,1:52:13.8
59,2,19,39,1:52:17.8
60,2,20,63,1:59:04.8
61,2,21,7,1:59:21.2
62,2,22,9,2:00:06.3
63,2,23,40,2:00:28.9
64,2,24,49,2:01:35.0
65,2,25,14,2:02:56.4
66,2,26,61,2:06:50.0
67,2,27,60,2:07:26.6
68,2,28,58,2:09:44.3
69,2,29,34,2:13:58.8
70,2,30,45,2:15:58.1
71,2,31,54,2:16:49.6
72,2,32,42,2:17:36.5
73,2,33,66,2:18:18.9
74,2,34,56,2:26:49.6
75,2,35,64,2:27:48.1
76,2,36,69,2:41:32.7
77,2,37,65,2:41:43.5
78,2,38,67,2:51:38.9
79,2,39,68,3:11:23.5
80,3,1,4,1:34:51.4
81,3,2,6,1:36:17.2
82,3,3,8,1:36:27.6
83,3,4,1,1:36:58.0
84,3,5,10,1:37:02.3
85,3,6,2,1:37:06.0
86,3,7,21,1:37:20.8
87,3,8,5,1:37:38.1
88,3,9,7,1:37:52.7
89,3,10,15,1:38:56.6
90,3,11,38,1:44:59.6
91,3,12,52,1:45:19.0
92,3,13,49,1:45:46.9
93,3,14,39,1:46:19.3
94,3,15,54,1:48:51.8
95,3,16,45,1:49:22.5
96,3,17,32,1:50:09.0
97,3,18,33,1:50:17.4
98,3,19,63,1:52:36.9
99,3,20,60,1:53:23.6
100,3,21,40,1:54:01.8
101,3,22,34,1:57:38.4
102,3,23,61,2:03:32.3
103,3,24,66,2:16:06.5
104,3,25,67,2:27:38.1
105,3,26,69,2:28:04.4
106,3,27,68,2:32:11.6
