,leg,finish,entry_number,time
0,1,1,1,1:03:10.6
1,1,2,4,1:03:37.5
2,1,3,5,1:03:44.3
3,1,4,12,1:03:45.4
4,1,5,20,1:03:48.8
5,1,6,9,1:03:52.6
6,1,7,16,1:04:47.5
7,1,8,15,1:04:49.4
8,1,9,6,1:05:54.1
9,1,10,37,1:06:19.2
10,1,11,44,1:06:23.1
11,1,12,83,1:06:39.9
12,1,13,36,1:06:40.2
13,1,14,51,1:07:01.1
14,1,15,32,1:07:05.6
15,1,16,47,1:07:24.2
16,1,17,46,1:08:01.0
17,1,18,45,1:08:05.1
18,1,19,34,1:08:05.8
19,1,20,30,1:08:13.4
20,1,21,31,1:08:17.0
21,1,22,14,1:08:34.3
22,1,23,38,1:09:04.6
23,1,24,42,1:09:16.6
24,1,25,86,1:09:19.5
25,1,26,3,1:09:30.9
26,1,27,85,1:10:15.1
27,1,28,81,1:10:55.0
28,1,29,87,1:11:19.5
29,1,30,43,1:12:29.9
30,1,31,95,1:12:44.9
31,1,32,49,1:15:59.5
32,1,33,99,1:17:05.5
33,1,34,90,1:17:14.4
34,1,35,7,1:17:15.5
35,1,36,40,1:17:55.7
36,1,37,2,1:19:35.4
37,1,38,93,1:21:15.0
38,1,39,100,1:21:43.7
39,1,40,92,1:22:01.6
40,1,41,91,1:22:20.6
41,1,42,61,1:25:41.3
42,1,43,101,1:26:02.0
43,1,44,50,1:26:42.7
44,1,45,102,1:29:20.7
45,1,46,39,1:39:30.3
46,1,47,35,1:41:55.5
47,1,48,94,1:48:39.9
48,2,1,7,48:37.0
49,2,2,4,48:44.3
50,2,3,1,48:54.1
51,2,4,5,49:02.7
52,2,5,2,49:15.2
53,2,6,9,49:19.5
54,2,7,16,49:34.4
55,2,8,3,49:35.5
56,2,9,15,49:36.1
57,2,10,12,49:50.9
58,2,11,32,50:01.7
59,2,12,20,50:12.2
60,2,13,44,50:26.3
61,2,14,31,50:31.7
62,2,15,83,50:33.2
63,2,16,34,51:12.4
64,2,17,45,51:30.4
65,2,18,51,51:38.9
66,2,19,46,51:42.2
67,2,20,47,52:03.7
68,2,21,14,52:14.6
69,2,22,86,52:20.3
70,2,23,38,52:22.7
71,2,24,85,52:49.0
72,2,25,43,54:32.7
73,2,26,81,54:38.2
74,2,27,90,57:47.4
75,2,28,49,58:02.5
76,2,29,99,58:17.0
77,2,30,100,59:40.2
78,2,31,93,1:00:02.0
79,2,32,91,1:01:29.2
80,2,33,92,1:02:47.1
81,2,34,39,1:03:32.6
82,2,35,94,1:03:38.7
83,2,36,61,1:04:27.1
84,2,37,102,1:07:59.2
85,2,38,95,1:16:09.0
86,2,39,40,1:24:59.9
87,3,1,1,7:42.7
88,3,2,9,7:46.1
89,3,3,7,7:51.7
90,3,4,3,7:51.7
91,3,5,2,7:54.8
92,3,6,4,7:55.4
93,3,7,5,7:56.0
94,3,8,12,8:01.8
95,3,9,16,8:05.5
96,3,10,83,8:05.9
97,3,11,15,8:06.5
98,3,12,31,8:06.6
99,3,13,45,8:09.5
100,3,14,20,8:10.4
101,3,15,32,8:11.8
102,3,16,44,8:15.0
103,3,17,34,8:16.7
104,3,18,51,8:17.4
105,3,19,47,8:18.0
106,3,20,46,8:24.6
107,3,21,81,8:28.7
108,3,22,38,8:31.6
109,3,23,86,8:40.7
110,3,24,85,8:44.8
111,3,25,14,8:46.6
112,3,26,43,8:54.1
113,3,27,95,9:03.8
114,3,28,94,9:07.9
115,3,29,90,9:26.6
116,3,30,99,9:38.5
117,3,31,100,9:54.6
118,3,32,93,9:57.6
119,3,33,91,10:10.3
120,3,34,92,10:23.1
121,3,35,39,10:38.0
122,3,36,61,11:31.1
123,3,37,102,11:31.9
124,3,38,49,14:02.7
