,leg,finish,entry_number,time
0,1,1,21,1:17:07.0
1,1,2,10,1:17:43.7
2,1,3,5,1:17:51.6
3,1,4,2,1:17:58.2
4,1,5,4,1:18:05.1
5,1,6,11,1:18:17.4
6,1,7,1,1:18:53.5
7,1,8,7,1:19:03.1
8,1,9,25,1:19:16.4
9,1,10,15,1:19:34.2
10,1,11,16,1:19:56.7
11,1,12,8,1:20:07.4
12,1,13,14,1:20:12.3
13,1,14,26,1:20:21.2
14,1,15,3,1:20:29.8
15,1,16,6,1:20:30.2
16,1,17,27,1:21:44.4
17,1,18,64,1:24:44.3
18,1,19,55,1:26:16.2
19,1,20,29,1:27:32.9
20,1,21,71,1:29:00.3
21,1,22,60,1:30:02.6
22,1,23,68,1:30:51.7
23,1,24,63,1:31:07.7
24,1,25,78,1:31:28.3
25,1,26,67,1:32:05.4
26,1,27,54,1:33:24.9
27,1,28,58,1:33:26.5
28,1,29,33,1:35:17.7
29,1,30,32,1:35:33.2
30,1,31,76,1:36:01.5
31,1,32,59,1:36:25.3
32,1,33,72,1:36:30.0
33,1,34,73,1:39:16.3
34,1,35,57,1:40:37.3
35,2,1,10,1:32:04.0
36,2,2,3,1:33:16.2
37,2,3,4,1:33:31.3
38,2,4,2,1:33:42.7
39,2,5,21,1:34:12.5
40,2,6,5,1:34:20.3
41,2,7,1,1:34:25.0
42,2,8,11,1:34:39.2
43,2,9,7,1:35:06.4
44,2,10,15,1:35:35.2
45,2,11,29,1:35:38.1
46,2,12,6,1:35:42.4
47,2,13,26,1:35:51.3
48,2,14,14,1:36:48.2
49,2,15,27,1:38:58.8
50,2,16,8,1:39:00.1
51,2,17,55,1:42:13.2
52,2,18,60,1:43:04.1
53,2,19,67,1:43:15.6
54,2,20,78,1:43:36.8
55,2,21,32,1:44:42.0
56,2,22,68,1:45:50.0
57,2,23,76,1:46:46.8
58,2,24,72,1:48:00.3
59,2,25,71,1:48:36.1
60,2,26,73,1:51:49.3
61,2,27,57,1:52:07.9
62,2,28,59,1:55:12.9
63,3,1,11,1:09:03.7
64,3,2,3,1:09:04.8
65,3,3,4,1:09:10.0
66,3,4,5,1:09:16.8
67,3,5,21,1:09:25.3
68,3,6,10,1:09:43.0
69,3,7,2,1:09:57.2
70,3,8,1,1:10:28.6
71,3,9,26,1:10:43.1
72,3,10,7,1:10:56.9
73,3,11,15,1:11:03.7
74,3,12,6,1:11:20.4
75,3,13,29,1:11:25.4
76,3,14,8,1:11:50.8
77,3,15,14,1:12:40.0
78,3,16,27,1:13:13.5
79,3,17,60,1:16:14.4
80,3,18,55,1:16:36.8
81,3,19,32,1:16:44.2
82,3,20,67,1:17:09.3
83,3,21,78,1:17:11.5
84,3,22,71,1:17:17.4
85,3,23,68,1:18:14.9
86,3,24,57,1:18:22.8
87,3,25,76,1:19:48.2
88,3,26,59,1:20:16.0
