,leg,finish,entry_number,time
0,1,1,3,17:38.0
1,1,2,1,17:40.8
2,1,3,2,17:45.1
3,1,4,10,17:51.7
4,1,5,4,17:52.6
5,1,6,6,17:58.4
6,1,7,5,18:14.3
7,1,8,21,18:15.4
8,1,9,8,18:15.8
9,1,10,22,18:19.8
10,1,11,7,18:31.6
11,1,12,9,18:56.2
12,1,13,23,18:58.5
13,1,14,12,19:02.1
14,1,15,55,19:29.0
15,1,16,39,19:42.3
16,1,17,38,19:43.3
17,1,18,52,19:45.6
18,1,19,14,19:52.1
19,1,20,58,19:53.4
20,1,21,54,19:57.3
21,1,22,53,20:06.9
22,1,23,32,20:09.9
23,1,24,51,20:19.0
24,1,25,57,20:24.6
25,1,26,105,20:24.9
26,1,27,45,20:28.1
27,1,28,109,20:28.8
28,1,29,59,20:28.9
29,1,30,103,20:32.9
30,1,31,106,20:36.3
31,1,32,42,20:40.2
32,1,33,63,20:42.2
33,1,34,108,20:56.8
34,1,35,33,21:04.1
35,1,36,111,21:05.3
36,1,37,107,21:07.3
37,1,38,56,21:13.8
38,1,39,102,21:16.7
39,1,40,40,21:23.0
40,1,41,113,22:01.5
41,1,42,61,22:09.3
42,1,43,60,22:09.9
43,1,44,101,22:09.9
44,1,45,67,23:49.7
45,1,46,66,24:06.9
46,1,47,68,24:39.6
47,1,48,36,24:47.2
48,1,49,64,24:56.4
49,1,50,34,26:50.4
50,1,51,41,29:42.3
51,1,52,65,30:24.9
52,1,53,114,30:24.9
53,1,54,62,30:42.2
54,2,1,1,1:56:20.5
55,2,2,4,1:56:26.4
56,2,3,3,1:56:29.8
57,2,4,2,1:57:02.2
58,2,5,6,1:59:57.9
59,2,6,7,2:00:26.6
60,2,7,21,2:00:32.6
61,2,8,22,2:01:08.7
62,2,9,10,2:01:24.2
63,2,10,23,2:01:33.8
64,2,11,8,2:03:34.2
65,2,12,12,2:04:18.2
66,2,13,55,2:04:40.4
67,2,14,52,2:08:12.5
68,2,15,32,2:09:36.5
69,2,16,14,2:10:15.8
70,2,17,51,2:10:23.7
71,2,18,57,2:12:00.2
72,2,19,45,2:12:30.6
73,2,20,42,2:13:27.1
74,2,21,39,2:15:12.5
75,2,22,63,2:16:05.8
76,2,23,5,2:16:26.4
77,2,24,53,2:18:56.1
78,2,25,61,2:24:46.3
79,2,26,109,2:26:33.4
80,2,27,65,2:26:42.5
81,2,28,60,2:26:50.4
82,2,29,103,2:26:58.8
83,2,30,105,2:27:35.6
84,2,31,102,2:27:49.5
85,2,32,106,2:28:02.8
86,2,33,114,2:28:05.1
87,2,34,108,2:28:23.7
88,2,35,111,2:30:19.1
89,2,36,64,2:30:35.2
90,2,37,101,2:30:37.0
91,2,38,113,2:31:44.9
92,2,39,9,2:32:08.0
93,2,40,36,2:33:28.2
94,2,41,59,2:37:27.0
95,2,42,68,2:38:25.5
96,2,43,38,2:39:35.1
97,2,44,34,2:40:07.3
98,2,45,56,2:40:24.9
99,2,46,107,2:42:29.1
100,2,47,40,2:45:11.3
101,2,48,66,2:46:08.0
102,2,49,58,2:46:59.7
103,2,50,54,2:47:21.5
104,2,51,67,2:48:19.0
105,3,1,4,1:42:04.2
106,3,2,1,1:42:11.7
107,3,3,2,1:43:17.6
108,3,4,10,1:44:36.8
109,3,5,8,1:45:02.4
110,3,6,21,1:45:33.6
111,3,7,5,1:45:55.9
112,3,8,3,1:46:49.8
113,3,9,22,1:49:02.4
114,3,10,9,1:49:08.3
115,3,11,55,1:50:55.9
116,3,12,52,1:53:34.5
117,3,13,51,1:56:28.0
118,3,14,58,1:57:20.1
119,3,15,39,1:57:29.8
120,3,16,23,1:57:49.3
121,3,17,32,1:58:01.4
122,3,18,57,1:58:31.7
123,3,19,7,1:59:27.7
124,3,20,38,2:00:11.6
125,3,21,45,2:01:11.6
126,3,22,59,2:01:36.1
127,3,23,12,2:02:04.3
128,3,24,42,2:04:19.5
129,3,25,6,2:07:48.3
130,3,26,40,2:08:45.1
131,3,27,34,2:09:42.5
132,3,28,61,2:11:02.2
133,3,29,65,2:12:22.1
134,3,30,54,2:13:16.7
135,3,31,60,2:14:21.0
136,3,32,53,2:18:49.3
137,3,33,14,2:21:53.4
138,3,34,64,2:25:02.5
139,3,35,56,2:28:29.0
140,3,36,36,2:35:06.5
141,3,37,67,2:36:56.4
142,3,38,68,2:41:02.2
143,3,39,63,2:53:37.4
144,3,40,66,2:56:39.3
145,4,1,3,44:10.5
146,4,2,10,44:27.0
147,4,3,2,44:38.4
148,4,4,5,44:45.6
149,4,5,8,44:52.3
150,4,6,21,45:28.2
151,4,7,1,45:50.3
152,4,8,22,46:32.3
153,4,9,12,47:07.3
154,4,10,55,47:10.2
155,4,11,51,48:44.2
156,4,12,53,49:04.4
157,4,13,52,49:11.2
158,4,14,14,49:12.2
159,4,15,39,50:33.0
160,4,16,34,50:46.8
161,4,17,57,50:48.7
162,4,18,54,51:25.1
163,4,19,42,51:35.1
164,4,20,56,51:40.9
165,4,21,38,51:44.3
166,4,22,59,51:50.9
167,4,23,45,52:04.8
168,4,24,63,54:29.6
169,4,25,60,54:34.3
170,4,26,65,56:24.8
171,4,27,61,56:26.8
172,4,28,66,59:13.6
173,4,29,67,1:01:40.7
174,4,30,64,1:02:54.4
175,4,31,68,1:04:23.4
176,4,32,36,1:05:40.3
