,leg,finish,entry_number,time
0,1,1,4,1:10:41.9
1,1,2,8,1:10:42.6
2,1,3,7,1:10:57.0
3,1,4,42,1:10:57.4
4,1,5,6,1:10:58.0
5,1,6,16,1:11:12.7
6,1,7,18,1:11:47.4
7,1,8,69,1:11:55.0
8,1,9,11,1:12:49.1
9,1,10,20,1:13:02.7
10,1,11,21,1:13:18.5
11,1,12,44,1:13:22.0
12,1,13,28,1:13:41.0
13,1,14,23,1:13:43.1
14,1,15,30,1:13:45.3
15,1,16,27,1:13:48.4
16,1,17,37,1:13:53.9
17,1,18,34,1:14:19.1
18,1,19,32,1:14:26.9
19,1,20,29,1:14:31.6
20,1,21,36,1:14:43.1
21,1,22,38,1:14:54.0
22,1,23,35,1:15:31.4
23,1,24,26,1:15:35.5
24,1,25,39,1:15:49.8
25,1,26,31,1:16:24.4
26,1,27,45,1:16:38.5
27,1,28,46,1:16:51.0
28,1,29,54,1:17:06.2
29,1,30,41,1:17:20.2
30,1,31,52,1:18:39.2
31,1,32,50,1:18:47.8
32,1,33,51,1:19:09.4
33,1,34,48,1:19:21.5
34,1,35,40,1:19:29.4
35,1,36,59,1:20:18.7
36,1,37,60,1:20:37.2
37,1,38,62,1:20:39.5
38,1,39,55,1:20:39.9
39,1,40,53,1:22:07.6
40,1,41,66,1:22:40.7
41,1,42,61,1:22:47.3
42,1,43,63,1:22:56.6
43,1,44,25,1:23:09.2
44,1,45,22,1:23:30.9
45,1,46,58,1:23:47.3
46,1,47,64,1:23:52.5
47,1,48,57,1:24:48.4
48,1,49,68,1:27:34.2
49,1,50,67,1:27:41.0
50,1,51,47,1:30:54.3
51,1,52,65,1:32:27.0
52,1,53,56,1:40:10.4
53,1,54,33,1:50:29.6
54,1,55,71,1:52:03.5
55,1,56,70,2:01:18.5
56,1,57,72,2:17:27.0
57,2,1,8,1:32:53.0
58,2,2,42,1:33:24.2
59,2,3,6,1:33:44.4
60,2,4,69,1:34:03.8
61,2,5,7,1:34:10.4
62,2,6,44,1:35:16.9
63,2,7,18,1:35:40.5
64,2,8,21,1:36:26.3
65,2,9,28,1:36:48.7
66,2,10,34,1:36:56.3
67,2,11,27,1:36:58.9
68,2,12,30,1:36:59.7
69,2,13,25,1:37:12.1
70,2,14,32,1:37:44.0
71,2,15,38,1:38:16.0
72,2,16,36,1:39:49.1
73,2,17,39,1:40:04.7
74,2,18,45,1:40:42.6
75,2,19,46,1:41:28.1
76,2,20,50,1:43:16.4
77,2,21,60,1:43:58.4
78,2,22,55,1:44:04.5
79,2,23,51,1:44:15.4
80,2,24,52,1:44:36.6
81,2,25,47,1:44:50.4
82,2,26,23,1:47:03.4
83,2,27,53,1:47:06.8
84,2,28,59,1:48:51.5
85,2,29,61,1:50:04.7
86,2,30,56,1:51:21.8
87,2,31,40,1:52:51.3
88,2,32,33,1:54:00.8
89,2,33,72,1:57:11.3
90,2,34,64,1:57:12.4
91,2,35,66,1:57:58.8
92,2,36,67,1:58:40.0
93,2,37,41,1:59:31.6
94,2,38,68,2:01:28.7
95,2,39,58,2:01:40.9
96,2,40,35,2:02:15.5
97,2,41,70,2:06:05.8
98,2,42,57,2:12:53.7
99,2,43,37,2:17:10.3
100,2,44,22,2:18:30.4
101,2,45,65,2:20:35.8
102,2,46,11,2:33:02.0
103,2,47,4,2:52:51.0
104,2,48,63,3:10:35.8
105,3,1,4,27:11.2
106,3,2,8,27:23.5
107,3,3,18,27:33.8
108,3,4,42,27:40.7
109,3,5,44,27:43.8
110,3,6,6,27:49.7
111,3,7,33,27:51.3
112,3,8,7,28:01.1
113,3,9,69,28:03.1
114,3,10,27,28:22.6
115,3,11,25,28:26.9
116,3,12,30,28:30.7
117,3,13,28,28:35.1
118,3,14,11,28:46.0
119,3,15,22,28:49.2
120,3,16,38,28:51.9
121,3,17,21,28:52.0
122,3,18,34,28:59.9
123,3,19,32,29:02.7
124,3,20,35,29:13.0
125,3,21,36,29:31.6
126,3,22,39,29:58.3
127,3,23,37,30:03.0
128,3,24,46,30:43.6
129,3,25,45,30:54.7
130,3,26,52,31:21.8
131,3,27,51,31:25.3
132,3,28,50,31:52.2
133,3,29,47,32:05.5
134,3,30,40,32:36.0
135,3,31,55,32:42.6
136,3,32,65,33:18.8
137,3,33,57,34:02.1
138,3,34,66,34:11.1
139,3,35,53,34:21.9
140,3,36,59,35:13.3
141,3,37,56,35:22.6
142,3,38,63,35:28.5
143,3,39,61,35:55.6
144,3,40,58,36:28.5
145,3,41,64,37:03.0
146,3,42,72,38:13.6
147,3,43,67,40:17.0
148,3,44,68,41:17.7
149,3,45,70,43:44.5
150,3,46,23,44:14.5
